time,anomaly,anomaly_cleaned
2019-01-01 00:00:00,5.377,5.377
2019-01-01 00:15:00,5.356,5.356
2019-01-01 00:30:00,5.335,5.335
2019-01-01 00:45:00,5.305,5.305
2019-01-01 01:00:00,5.217,5.217
2019-01-01 01:15:00,5.152,5.152
2019-01-01 01:30:00,5.019,5.019
2019-01-01 01:45:00,4.920,4.92
2019-01-01 02:00:00,4.796,4.796
2019-01-01 02:15:00,4.657,4.657
2019-01-01 02:30:00,4.514,4.514
2019-01-01 02:45:00,4.371,4.371
2019-01-01 03:00:00,4.202,4.202
2019-01-01 03:15:00,4.043,4.043
2019-01-01 03:30:00,3.885,3.885
2019-01-01 03:45:00,3.703,3.703
2019-01-01 04:00:00,3.570,3.57
2019-01-01 04:15:00,3.417,3.417
2019-01-01 04:30:00,3.269,3.269
2019-01-01 04:45:00,3.147,3.147
2019-01-01 05:00:00,3.040,3.04
2019-01-01 05:15:00,2.958,2.958
2019-01-01 05:30:00,2.876,2.876
2019-01-01 05:45:00,2.848,2.848
2019-01-01 06:00:00,2.822,2.822
2019-01-01 06:15:00,2.802,2.802
2019-01-01 06:30:00,2.794,2.794
2019-01-01 06:45:00,2.822,2.822
2019-01-01 07:00:00,2.866,2.866
2019-01-01 07:15:00,2.941,2.941
2019-01-01 07:30:00,3.041,3.041
2019-01-01 07:45:00,3.137,3.137
2019-01-01 08:00:00,3.254,3.254
2019-01-01 08:15:00,3.388,3.388
2019-01-01 08:30:00,3.531,3.531
2019-01-01 08:45:00,3.696,3.696
2019-01-01 09:00:00,3.835,3.835
2019-01-01 09:15:00,3.985,3.985
2019-01-01 09:30:00,4.118,4.118
2019-01-01 09:45:00,4.269,4.269
2019-01-01 10:00:00,4.430,4.43
2019-01-01 10:15:00,4.562,4.562
2019-01-01 10:30:00,4.686,4.686
2019-01-01 10:45:00,4.807,4.807
2019-01-01 11:00:00,4.932,4.932
2019-01-01 11:15:00,5.045,5.045
2019-01-01 11:30:00,5.137,5.137
2019-01-01 11:45:00,5.195,5.195
2019-01-01 12:00:00,5.248,5.248
2019-01-01 12:15:00,5.279,5.279
2019-01-01 12:30:00,5.259,5.259
2019-01-01 12:45:00,5.238,5.238
2019-01-01 13:00:00,5.171,5.171
2019-01-01 13:15:00,5.099,5.099
2019-01-01 13:30:00,5.042,5.042
2019-01-01 13:45:00,4.959,4.959
2019-01-01 14:00:00,4.837,4.837
2019-01-01 14:15:00,4.716,4.716
2019-01-01 14:30:00,4.582,4.582
2019-01-01 14:45:00,4.436,4.436
2019-01-01 15:00:00,4.300,4.3
2019-01-01 15:15:00,4.151,4.151
2019-01-01 15:30:00,3.983,3.983
2019-01-01 15:45:00,3.831,3.831
2019-01-01 16:00:00,3.683,3.683
2019-01-01 16:15:00,3.555,3.555
2019-01-01 16:30:00,3.412,3.412
2019-01-01 16:45:00,3.258,3.258
2019-01-01 17:00:00,3.133,3.133
2019-01-01 17:15:00,3.011,3.011
2019-01-01 17:30:00,2.911,2.911
2019-01-01 17:45:00,2.793,2.793
2019-01-01 18:00:00,2.717,2.717
2019-01-01 18:15:00,2.639,2.639
2019-01-01 18:30:00,2.633,2.633
2019-01-01 18:45:00,2.595,2.595
2019-01-01 19:00:00,2.576,2.576
2019-01-01 19:15:00,2.630,2.63
2019-01-01 19:30:00,2.662,2.662
2019-01-01 19:45:00,2.728,2.728
2019-01-01 20:00:00,2.800,2.8
2019-01-01 20:15:00,2.887,2.887
2019-01-01 20:30:00,2.987,2.987
2019-01-01 20:45:00,3.156,3.156
2019-01-01 21:00:00,3.289,3.289
2019-01-01 21:15:00,3.440,3.44
2019-01-01 21:30:00,3.589,3.589
2019-01-01 21:45:00,3.745,3.745
2019-01-01 22:00:00,3.891,3.891
2019-01-01 22:15:00,4.065,4.065
2019-01-01 22:30:00,4.213,4.213
2019-01-01 22:45:00,4.338,4.338
2019-01-01 23:00:00,4.475,4.475
2019-01-01 23:15:00,4.653M,4.653
2019-01-01 23:30:00,4.762,4.762
2019-01-01 23:45:00,4.836,4.836
2019-01-02 00:00:00,4.932,4.932
2019-01-02 00:15:00,4.986,4.986
2019-01-02 00:30:00,5.039,5.039
2019-01-02 00:45:00,5.070,5.07
2019-01-02 01:00:00,5.088,5.088
2019-01-02 01:15:00,5.070,5.07
2019-01-02 01:30:00,5.015,5.015
2019-01-02 01:45:00,4.954,4.954
2019-01-02 02:00:00,4.827,4.827
2019-01-02 02:15:00,4.695,4.695
2019-01-02 02:30:00,4.554,4.554
2019-01-02 02:45:00,4.445,4.445
2019-01-02 03:00:00,4.306,4.306
2019-01-02 03:15:00,4.147,4.147
2019-01-02 03:30:00,3.957,3.957
2019-01-02 03:45:00,3.758,3.758
2019-01-02 04:00:00,3.577,3.577
2019-01-02 04:15:00,3.398,3.398
2019-01-02 04:30:00,3.242,3.242
2019-01-02 04:45:00,3.018,3.018
2019-01-02 05:00:00,2.841,2.841
2019-01-02 05:15:00,2.678,2.678
2019-01-02 05:30:00,2.487,2.487
2019-01-02 05:45:00,2.354,2.354
2019-01-02 06:00:00,2.186,2.186
2019-01-02 06:15:00,2.080,2.08
2019-01-02 06:30:00,1.974,1.974
2019-01-02 06:45:00,1.899,1.899
2019-01-02 07:00:00,1.847,1.847
2019-01-02 07:15:00,1.810,1.81
2019-01-02 07:30:00,1.791,1.791
2019-01-02 07:45:00,1.804,1.804
2019-01-02 08:00:00,1.841,1.841
2019-01-02 08:15:00,1.947,1.947
2019-01-02 08:30:00,1.985,1.985
2019-01-02 08:45:00,2.112,2.112
2019-01-02 09:00:00,2.254,2.254
2019-01-02 09:15:00,2.406,2.406
2019-01-02 09:30:00,2.596,2.596
2019-01-02 09:45:00,2.769,2.769
2019-01-02 10:00:00,2.958,2.958
2019-01-02 10:15:00,3.154,3.154
2019-01-02 10:30:00,3.360,3.36
2019-01-02 10:45:00,3.548,3.548
2019-01-02 11:00:00,3.749,3.749
2019-01-02 11:15:00,3.933,3.933
2019-01-02 11:30:00,4.087,4.087
2019-01-02 11:45:00,4.234,4.234
2019-01-02 12:00:00,4.351,4.351
2019-01-02 12:15:00,4.448,4.448
2019-01-02 12:30:00,4.557,4.557
2019-01-02 12:45:00,4.639,4.639
2019-01-02 13:00:00,4.717,4.717
2019-01-02 13:15:00,4.733,4.733
2019-01-02 13:30:00,4.757,4.757
2019-01-02 13:45:00,4.739,4.739
2019-01-02 14:00:00,4.715,4.715
2019-01-02 14:15:00,4.645,4.645
2019-01-02 14:30:00,4.572,4.572
2019-01-02 14:45:00,4.466M,4.466
2019-01-02 15:00:00,4.363,4.363
2019-01-02 15:15:00,4.236,4.236
2019-01-02 15:30:00,4.096,4.096
2019-01-02 15:45:00,3.939,3.939
2019-01-02 16:00:00,3.776,3.776
2019-01-02 16:15:00,3.616,3.616
2019-01-02 16:30:00,3.443,3.443
2019-01-02 16:45:00,3.254,3.254
2019-01-02 17:00:00,3.084,3.084
2019-01-02 17:15:00,2.926,2.926
2019-01-02 17:30:00,2.759,2.759
2019-01-02 17:45:00,2.592,2.592
2019-01-02 18:00:00,2.446,2.446
2019-01-02 18:15:00,2.321,2.321
2019-01-02 18:30:00,2.200,2.2
2019-01-02 18:45:00,2.070,2.07
2019-01-02 19:00:00,1.994,1.994
2019-01-02 19:15:00,1.939,1.939
2019-01-02 19:30:00,1.888,1.888
2019-01-02 19:45:00,1.877,1.877
2019-01-02 20:00:00,1.867,1.867
2019-01-02 20:15:00,1.913,1.913
2019-01-02 20:30:00,1.978,1.978
2019-01-02 20:45:00,2.064,2.064
2019-01-02 21:00:00,2.163,2.163
2019-01-02 21:15:00,2.297,2.297
2019-01-02 21:30:00,2.438,2.438
2019-01-02 21:45:00,2.619,2.619
2019-01-02 22:00:00,2.798,2.798
2019-01-02 22:15:00,2.993,2.993
2019-01-02 22:30:00,3.194,3.194
2019-01-02 22:45:00,3.421,3.421
2019-01-02 23:00:00,3.633M,3.633
2019-01-02 23:15:00,3.826M,3.826
2019-01-02 23:30:00,4.007,4.007
2019-01-02 23:45:00,4.186,4.186
2019-01-03 00:00:00,4.367,4.367
2019-01-03 00:15:00,4.501,4.501
2019-01-03 00:30:00,4.627,4.627
2019-01-03 00:45:00,4.759,4.759
2019-01-03 01:00:00,4.867,4.867
2019-01-03 01:15:00,4.926,4.926
2019-01-03 01:30:00,5.006M,5.006
2019-01-03 01:45:00,5.031,5.031
2019-01-03 02:00:00,5.030,5.03
2019-01-03 02:15:00,5.009,5.009
2019-01-03 02:30:00,4.968,4.968
2019-01-03 02:45:00,4.887,4.887
2019-01-03 03:00:00,4.789,4.789
2019-01-03 03:15:00,4.658,4.658
2019-01-03 03:30:00,4.532,4.532
2019-01-03 03:45:00,4.362,4.362
2019-01-03 04:00:00,4.182,4.182
2019-01-03 04:15:00,4.008,4.008
2019-01-03 04:30:00,3.805,3.805
2019-01-03 04:45:00,3.600,3.6
2019-01-03 05:00:00,3.374,3.374
2019-01-03 05:15:00,3.168,3.168
2019-01-03 05:30:00,2.947,2.947
2019-01-03 05:45:00,2.750,2.75
2019-01-03 06:00:00,2.555,2.555
2019-01-03 06:15:00,2.369,2.369
2019-01-03 06:30:00,2.182,2.182
2019-01-03 06:45:00,2.036,2.036
2019-01-03 07:00:00,1.878,1.878
2019-01-03 07:15:00,1.764,1.764
2019-01-03 07:30:00,1.664,1.664
2019-01-03 07:45:00,1.589,1.589
2019-01-03 08:00:00,1.553,1.553
2019-01-03 08:15:00,1.524,1.524
2019-01-03 08:30:00,1.569,1.569
2019-01-03 08:45:00,1.604,1.604
2019-01-03 09:00:00,1.681,1.681
2019-01-03 09:15:00,1.782,1.782
2019-01-03 09:30:00,1.917,1.917
2019-01-03 09:45:00,2.072,2.072
2019-01-03 10:00:00,2.266,2.266
2019-01-03 10:15:00,2.451,2.451
2019-01-03 10:30:00,2.686,2.686
2019-01-03 10:45:00,2.900,2.9
2019-01-03 11:00:00,3.130,3.13
2019-01-03 11:15:00,3.346,3.346
2019-01-03 11:30:00,3.569,3.569
2019-01-03 11:45:00,3.803,3.803
2019-01-03 12:00:00,3.977,3.977
2019-01-03 12:15:00,4.186,4.186
2019-01-03 12:30:00,4.357,4.357
2019-01-03 12:45:00,4.507,4.507
2019-01-03 13:00:00,4.649,4.649
2019-01-03 13:15:00,4.778,4.778
2019-01-03 13:30:00,4.883,4.883
2019-01-03 13:45:00,5.000,5.0
2019-01-03 14:00:00,5.045,5.045
2019-01-03 14:15:00,5.086,5.086
2019-01-03 14:30:00,5.096,5.096
2019-01-03 14:45:00,5.075,5.075
2019-01-03 15:00:00,5.019,5.019
2019-01-03 15:15:00,4.920,4.92
2019-01-03 15:30:00,4.825,4.825
2019-01-03 15:45:00,4.691,4.691
2019-01-03 16:00:00,4.535,4.535
2019-01-03 16:15:00,4.386,4.386
2019-01-03 16:30:00,4.193,4.193
2019-01-03 16:45:00,4.041,4.041
2019-01-03 17:00:00,3.816,3.816
2019-01-03 17:15:00,3.638,3.638
2019-01-03 17:30:00,3.452,3.452
2019-01-03 17:45:00,3.240,3.24
2019-01-03 18:00:00,3.071,3.071
2019-01-03 18:15:00,2.851,2.851
2019-01-03 18:30:00,2.690,2.69
2019-01-03 18:45:00,2.477,2.477
2019-01-03 19:00:00,2.352,2.352
2019-01-03 19:15:00,2.217,2.217
2019-01-03 19:30:00,2.064,2.064
2019-01-03 19:45:00,1.955,1.955
2019-01-03 20:00:00,1.856,1.856
2019-01-03 20:15:00,1.815,1.815
2019-01-03 20:30:00,1.760,1.76
2019-01-03 20:45:00,1.752,1.752
2019-01-03 21:00:00,1.758,1.758
2019-01-03 21:15:00,1.848,1.848
2019-01-03 21:30:00,1.910,1.91
2019-01-03 21:45:00,2.005,2.005
2019-01-03 22:00:00,2.131,2.131
2019-01-03 22:15:00,2.321,2.321
2019-01-03 22:30:00,2.510,2.51
2019-01-03 22:45:00,2.699,2.699
2019-01-03 23:00:00,2.915,2.915
2019-01-03 23:15:00,3.134,3.134
2019-01-03 23:30:00,3.379,3.379
2019-01-03 23:45:00,3.608,3.608
2019-01-04 00:00:00,3.775,3.775
2019-01-04 00:15:00,3.984,3.984
2019-01-04 00:30:00,4.187,4.187
2019-01-04 00:45:00,4.356,4.356
2019-01-04 01:00:00,4.484,4.484
2019-01-04 01:15:00,4.651,4.651
2019-01-04 01:30:00,4.796,4.796
2019-01-04 01:45:00,4.889,4.889
2019-01-04 02:00:00,4.979,4.979
2019-01-04 02:15:00,5.078,5.078
2019-01-04 02:30:00,5.103,5.103
2019-01-04 02:45:00,5.122,5.122
2019-01-04 03:00:00,5.107,5.107
2019-01-04 03:15:00,5.072,5.072
2019-01-04 03:30:00,4.995,4.995
2019-01-04 03:45:00,4.875,4.875
2019-01-04 04:00:00,4.748,4.748
2019-01-04 04:15:00,4.586,4.586
2019-01-04 04:30:00,4.441,4.441
2019-01-04 04:45:00,4.256,4.256
2019-01-04 05:00:00,4.048,4.048
2019-01-04 05:15:00,3.852,3.852
2019-01-04 05:30:00,3.652,3.652
2019-01-04 05:45:00,3.414,3.414
2019-01-04 06:00:00,3.207,3.207
2019-01-04 06:15:00,2.993,2.993
2019-01-04 06:30:00,2.814,2.814
2019-01-04 06:45:00,2.592,2.592
2019-01-04 07:00:00,2.429,2.429
2019-01-04 07:15:00,2.239,2.239
2019-01-04 07:30:00,2.083,2.083
2019-01-04 07:45:00,1.953,1.953
2019-01-04 08:00:00,1.814,1.814
2019-01-04 08:15:00,1.723,1.723
2019-01-04 08:30:00,1.646,1.646
2019-01-04 08:45:00,1.611,1.611
2019-01-04 09:00:00,1.613,1.613
2019-01-04 09:15:00,1.648,1.648
2019-01-04 09:30:00,1.693,1.693
2019-01-04 09:45:00,1.777,1.777
2019-01-04 10:00:00,1.882,1.882
2019-01-04 10:15:00,2.039,2.039
2019-01-04 10:30:00,2.199,2.199
2019-01-04 10:45:00,2.412,2.412
2019-01-04 11:00:00,2.620,2.62
2019-01-04 11:15:00,2.844,2.844
2019-01-04 11:30:00,3.102,3.102
2019-01-04 11:45:00,3.364,3.364
2019-01-04 12:00:00,3.616,3.616
2019-01-04 12:15:00,3.825,3.825
2019-01-04 12:30:00,4.052,4.052
2019-01-04 12:45:00,4.253,4.253
2019-01-04 13:00:00,4.439,4.439
2019-01-04 13:15:00,4.609,4.609
2019-01-04 13:30:00,4.759,4.759
2019-01-04 13:45:00,4.901,4.901
2019-01-04 14:00:00,5.027,5.027
2019-01-04 14:15:00,5.139,5.139
2019-01-04 14:30:00,5.206,5.206
2019-01-04 14:45:00,5.262,5.262
2019-01-04 15:00:00,5.295,5.295
2019-01-04 15:15:00,5.288,5.288
2019-01-04 15:30:00,5.243,5.243
2019-01-04 15:45:00,5.176,5.176
2019-01-04 16:00:00,5.084,5.084
2019-01-04 16:15:00,4.953,4.953
2019-01-04 16:30:00,4.811,4.811
2019-01-04 16:45:00,4.662,4.662
2019-01-04 17:00:00,4.491,4.491
2019-01-04 17:15:00,4.305,4.305
2019-01-04 17:30:00,4.107,4.107
2019-01-04 17:45:00,3.899,3.899
2019-01-04 18:00:00,3.684,3.684
2019-01-04 18:15:00,3.481,3.481
2019-01-04 18:30:00,3.277,3.277
2019-01-04 18:45:00,3.068,3.068
2019-01-04 19:00:00,2.845,2.845
2019-01-04 19:15:00,2.643,2.643
2019-01-04 19:30:00,2.453,2.453
2019-01-04 19:45:00,2.282,2.282
2019-01-04 20:00:00,2.124,2.124
2019-01-04 20:15:00,1.979,1.979
2019-01-04 20:30:00,1.877,1.877
2019-01-04 20:45:00,1.789,1.789
2019-01-04 21:00:00,1.731,1.731
2019-01-04 21:15:00,1.699,1.699
2019-01-04 21:30:00,1.688,1.688
2019-01-04 21:45:00,1.711,1.711
2019-01-04 22:00:00,1.765,1.765
2019-01-04 22:15:00,1.862,1.862
2019-01-04 22:30:00,1.993,1.993
2019-01-04 22:45:00,2.146,2.146
2019-01-04 23:00:00,2.318,2.318
2019-01-04 23:15:00,2.515,2.515
2019-01-04 23:30:00,2.727,2.727
2019-01-04 23:45:00,2.960,2.96
2019-01-05 00:00:00,3.187,3.187
2019-01-05 00:15:00,3.426,3.426
2019-01-05 00:30:00,3.673,3.673
2019-01-05 00:45:00,3.903,3.903
2019-01-05 01:00:00,4.104,4.104
2019-01-05 01:15:00,4.303,4.303
2019-01-05 01:30:00,4.483,4.483
2019-01-05 01:45:00,4.649,4.649
2019-01-05 02:00:00,4.793,4.793
2019-01-05 02:15:00,4.929,4.929
2019-01-05 02:30:00,5.050,5.05
2019-01-05 02:45:00,5.163,5.163
2019-01-05 03:00:00,5.250,5.25
2019-01-05 03:15:00,5.284,5.284
2019-01-05 03:30:00,5.301,5.301
2019-01-05 03:45:00,5.268,5.268
2019-01-05 04:00:00,5.217,5.217
2019-01-05 04:15:00,5.140,5.14
2019-01-05 04:30:00,5.032,5.032
2019-01-05 04:45:00,4.888,4.888
2019-01-05 05:00:00,4.714,4.714
2019-01-05 05:15:00,4.539,4.539
2019-01-05 05:30:00,4.348,4.348
2019-01-05 05:45:00,4.154,4.154
2019-01-05 06:00:00,3.936,3.936
2019-01-05 06:15:00,3.713,3.713
2019-01-05 06:30:00,3.489,3.489
2019-01-05 06:45:00,3.261,3.261
2019-01-05 07:00:00,3.055,3.055
2019-01-05 07:15:00,2.819,2.819
2019-01-05 07:30:00,2.619,2.619
2019-01-05 07:45:00,2.407,2.407
2019-01-05 08:00:00,2.240,2.24
2019-01-05 08:15:00,2.068,2.068
2019-01-05 08:30:00,1.933,1.933
2019-01-05 08:45:00,1.811,1.811
2019-01-05 09:00:00,1.713,1.713
2019-01-05 09:15:00,1.650,1.65
2019-01-05 09:30:00,1.624,1.624
2019-01-05 09:45:00,1.620,1.62
2019-01-05 10:00:00,1.645,1.645
2019-01-05 10:15:00,1.704,1.704
2019-01-05 10:30:00,1.806,1.806
2019-01-05 10:45:00,1.949,1.949
2019-01-05 11:00:00,2.105,2.105
2019-01-05 11:15:00,2.284,2.284
2019-01-05 11:30:00,2.487,2.487
2019-01-05 11:45:00,2.712,2.712
2019-01-05 12:00:00,2.950,2.95
2019-01-05 12:15:00,3.216,3.216
2019-01-05 12:30:00,3.464,3.464
2019-01-05 12:45:00,3.716,3.716
2019-01-05 13:00:00,3.964,3.964
2019-01-05 13:15:00,4.195,4.195
2019-01-05 13:30:00,4.405,4.405
2019-01-05 13:45:00,4.589,4.589
2019-01-05 14:00:00,4.770,4.77
2019-01-05 14:15:00,4.936,4.936
2019-01-05 14:30:00,5.069,5.069
2019-01-05 14:45:00,5.197,5.197
2019-01-05 15:00:00,5.294,5.294
2019-01-05 15:15:00,5.379,5.379
2019-01-05 15:30:00,5.416,5.416
2019-01-05 15:45:00,5.445,5.445
2019-01-05 16:00:00,5.441,5.441
2019-01-05 16:15:00,5.384,5.384
2019-01-05 16:30:00,5.303,5.303
2019-01-05 16:45:00,5.194,5.194
2019-01-05 17:00:00,5.060,5.06
2019-01-05 17:15:00,4.895,4.895
2019-01-05 17:30:00,4.717,4.717
2019-01-05 17:45:00,4.521,4.521
2019-01-05 18:00:00,4.320,4.32
2019-01-05 18:15:00,4.098,4.098
2019-01-05 18:30:00,3.874,3.874
2019-01-05 18:45:00,3.644,3.644
2019-01-05 19:00:00,3.395,3.395
2019-01-05 19:15:00,3.167,3.167
2019-01-05 19:30:00,2.945,2.945
2019-01-05 19:45:00,2.716,2.716
2019-01-05 20:00:00,2.507,2.507
2019-01-05 20:15:00,2.299,2.299
2019-01-05 20:30:00,2.111,2.111
2019-01-05 20:45:00,1.944,1.944
2019-01-05 21:00:00,1.786,1.786
2019-01-05 21:15:00,1.667,1.667
2019-01-05 21:30:00,1.578,1.578
2019-01-05 21:45:00,1.527,1.527
2019-01-05 22:00:00,1.501,1.501
2019-01-05 22:15:00,1.528,1.528
2019-01-05 22:30:00,1.585,1.585
2019-01-05 22:45:00,1.654,1.654
2019-01-05 23:00:00,1.776,1.776
2019-01-05 23:15:00,1.918,1.918
2019-01-05 23:30:00,2.097,2.097
2019-01-05 23:45:00,2.291,2.291
2019-01-06 00:00:00,2.517,2.517
2019-01-06 00:15:00,2.755,2.755
2019-01-06 00:30:00,3.016,3.016
2019-01-06 00:45:00,3.284,3.284
2019-01-06 01:00:00,3.555,3.555
2019-01-06 01:15:00,3.807,3.807
2019-01-06 01:30:00,4.041,4.041
2019-01-06 01:45:00,4.253,4.253
2019-01-06 02:00:00,4.444,4.444
2019-01-06 02:15:00,4.619,4.619
2019-01-06 02:30:00,4.794,4.794
2019-01-06 02:45:00,4.950,4.95
2019-01-06 03:00:00,5.091,5.091
2019-01-06 03:15:00,5.207,5.207
2019-01-06 03:30:00,5.298,5.298
2019-01-06 03:45:00,5.363,5.363
2019-01-06 04:00:00,5.398,5.398
2019-01-06 04:15:00,5.406,5.406
2019-01-06 04:30:00,5.373,5.373
2019-01-06 04:45:00,5.305,5.305
2019-01-06 05:00:00,5.199,5.199
2019-01-06 05:15:00,5.065,5.065
2019-01-06 05:30:00,4.914,4.914
2019-01-06 05:45:00,4.737,4.737
2019-01-06 06:00:00,4.557,4.557
2019-01-06 06:15:00,4.331,4.331
2019-01-06 06:30:00,4.125,4.125
2019-01-06 06:45:00,3.911,3.911
2019-01-06 07:00:00,3.665,3.665
2019-01-06 07:15:00,3.432,3.432
2019-01-06 07:30:00,3.201,3.201
2019-01-06 07:45:00,2.965,2.965
2019-01-06 08:00:00,2.746,2.746
2019-01-06 08:15:00,2.531,2.531
2019-01-06 08:30:00,2.334,2.334
2019-01-06 08:45:00,2.156,2.156
2019-01-06 09:00:00,1.991,1.991
2019-01-06 09:15:00,1.852,1.852
2019-01-06 09:30:00,1.746,1.746
2019-01-06 09:45:00,1.651,1.651
2019-01-06 10:00:00,1.597,1.597
2019-01-06 10:15:00,1.572,1.572
2019-01-06 10:30:00,1.590,1.59
2019-01-06 10:45:00,1.654,1.654
2019-01-06 11:00:00,1.733,1.733
2019-01-06 11:15:00,1.866,1.866
2019-01-06 11:30:00,2.036,2.036
2019-01-06 11:45:00,2.212,2.212
2019-01-06 12:00:00,2.434,2.434
2019-01-06 12:15:00,2.658,2.658
2019-01-06 12:30:00,2.930,2.93
2019-01-06 12:45:00,3.178,3.178
2019-01-06 13:00:00,3.461,3.461
2019-01-06 13:15:00,3.719,3.719
2019-01-06 13:30:00,3.977,3.977
2019-01-06 13:45:00,4.235,4.235
2019-01-06 14:00:00,4.460,4.46
2019-01-06 14:15:00,4.653,4.653
2019-01-06 14:30:00,4.843,4.843
2019-01-06 14:45:00,5.016,5.016
2019-01-06 15:00:00,5.156,5.156
2019-01-06 15:15:00,5.274,5.274
2019-01-06 15:30:00,5.363,5.363
2019-01-06 15:45:00,5.448,5.448
2019-01-06 16:00:00,5.492,5.492
2019-01-06 16:15:00,5.514,5.514
2019-01-06 16:30:00,5.513,5.513
2019-01-06 16:45:00,5.468,5.468
2019-01-06 17:00:00,5.383,5.383
2019-01-06 17:15:00,5.273,5.273
2019-01-06 17:30:00,5.128,5.128
2019-01-06 17:45:00,4.957,4.957
2019-01-06 18:00:00,4.779,4.779
2019-01-06 18:15:00,4.576,4.576
2019-01-06 18:30:00,4.359,4.359
2019-01-06 18:45:00,4.110,4.11
2019-01-06 19:00:00,3.869,3.869
2019-01-06 19:15:00,3.621,3.621
2019-01-06 19:30:00,3.382,3.382
2019-01-06 19:45:00,3.141,3.141
2019-01-06 20:00:00,2.893,2.893
2019-01-06 20:15:00,2.664,2.664
2019-01-06 20:30:00,2.444,2.444
2019-01-06 20:45:00,2.203,2.203
2019-01-06 21:00:00,2.001,2.001
2019-01-06 21:15:00,1.811,1.811
2019-01-06 21:30:00,1.640,1.64
2019-01-06 21:45:00,1.492,1.492
2019-01-06 22:00:00,1.388,1.388
2019-01-06 22:15:00,1.314,1.314
2019-01-06 22:30:00,1.270,1.27
2019-01-06 22:45:00,1.276,1.276
2019-01-06 23:00:00,1.294,1.294
2019-01-06 23:15:00,1.376,1.376
2019-01-06 23:30:00,1.460,1.46
2019-01-06 23:45:00,1.613,1.613
2019-01-07 00:00:00,1.743,1.743
2019-01-07 00:15:00,1.940,1.94
2019-01-07 00:30:00,2.142,2.142
2019-01-07 00:45:00,2.391,2.391
2019-01-07 01:00:00,2.626,2.626
2019-01-07 01:15:00,2.897,2.897
2019-01-07 01:30:00,3.163,3.163
2019-01-07 01:45:00,3.437,3.437
2019-01-07 02:00:00,3.684,3.684
2019-01-07 02:15:00,3.911,3.911
2019-01-07 02:30:00,4.123,4.123
2019-01-07 02:45:00,4.312,4.312
2019-01-07 03:00:00,4.488,4.488
2019-01-07 03:15:00,4.652,4.652
2019-01-07 03:30:00,4.802,4.802
2019-01-07 03:45:00,4.941,4.941
2019-01-07 04:00:00,5.042,5.042
2019-01-07 04:15:00,5.112,5.112
2019-01-07 04:30:00,5.165,5.165
2019-01-07 04:45:00,5.186,5.186
2019-01-07 05:00:00,5.166,5.166
2019-01-07 05:15:00,5.098,5.098
2019-01-07 05:30:00,4.994,4.994
2019-01-07 05:45:00,4.885,4.885
2019-01-07 06:00:00,4.725,4.725
2019-01-07 06:15:00,4.553,4.553
2019-01-07 06:30:00,4.360,4.36
2019-01-07 06:45:00,4.162,4.162
2019-01-07 07:00:00,3.949,3.949
2019-01-07 07:15:00,3.729,3.729
2019-01-07 07:30:00,3.497,3.497
2019-01-07 07:45:00,3.244,3.244
2019-01-07 08:00:00,3.009,3.009
2019-01-07 08:15:00,2.760,2.76
2019-01-07 08:30:00,2.538,2.538
2019-01-07 08:45:00,2.327,2.327
2019-01-07 09:00:00,2.114,2.114
2019-01-07 09:15:00,1.912,1.912
2019-01-07 09:30:00,1.781,1.781
2019-01-07 09:45:00,1.593,1.593
2019-01-07 10:00:00,1.479,1.479
2019-01-07 10:15:00,1.367,1.367
2019-01-07 10:30:00,1.303,1.303
2019-01-07 10:45:00,1.289,1.289
2019-01-07 11:00:00,1.275,1.275
2019-01-07 11:15:00,1.343,1.343
2019-01-07 11:30:00,1.420,1.42
2019-01-07 11:45:00,1.570,1.57
2019-01-07 12:00:00,1.711,1.711
2019-01-07 12:15:00,1.917,1.917
2019-01-07 12:30:00,2.130,2.13
2019-01-07 12:45:00,2.372,2.372
2019-01-07 13:00:00,2.641,2.641
2019-01-07 13:15:00,2.930,2.93
2019-01-07 13:30:00,3.212,3.212
2019-01-07 13:45:00,3.528,3.528
2019-01-07 14:00:00,3.856,3.856
2019-01-07 14:15:00,4.120,4.12
2019-01-07 14:30:00,4.352,4.352
2019-01-07 14:45:00,4.590,4.59
2019-01-07 15:00:00,4.804,4.804
2019-01-07 15:15:00,4.968,4.968
2019-01-07 15:30:00,5.115,5.115
2019-01-07 15:45:00,5.259,5.259
2019-01-07 16:00:00,5.382,5.382
2019-01-07 16:15:00,5.484,5.484
2019-01-07 16:30:00,5.578,5.578
2019-01-07 16:45:00,5.632,5.632
2019-01-07 17:00:00,5.657,5.657
2019-01-07 17:15:00,5.645,5.645
2019-01-07 17:30:00,5.614,5.614
2019-01-07 17:45:00,5.550,5.55
2019-01-07 18:00:00,5.450,5.45
2019-01-07 18:15:00,5.334,5.334
2019-01-07 18:30:00,5.215,5.215
2019-01-07 18:45:00,5.035,5.035
2019-01-07 19:00:00,4.878,4.878
2019-01-07 19:15:00,4.701,4.701
2019-01-07 19:30:00,4.518,4.518
2019-01-07 19:45:00,4.313,4.313
2019-01-07 20:00:00,4.134,4.134
2019-01-07 20:15:00,3.917,3.917
2019-01-07 20:30:00,3.714,3.714
2019-01-07 20:45:00,3.516,3.516
2019-01-07 21:00:00,3.325,3.325
2019-01-07 21:15:00,3.140,3.14
2019-01-07 21:30:00,2.960,2.96
2019-01-07 21:45:00,2.806,2.806
2019-01-07 22:00:00,2.681,2.681
