time,anomaly,anomaly_cleaned
2019-02-16 05:15:00,2.819M,2.819
2019-02-16 05:30:00,2.684M,2.684
2019-02-16 05:45:00,2.602M,2.602
2019-02-16 06:00:00,2.504M,2.504
2019-02-16 06:15:00,2.442M,2.442
2019-02-16 06:30:00,2.389M,2.389
2019-02-16 06:45:00,2.374M,2.374
2019-02-16 07:00:00,2.360M,2.36
2019-02-16 07:15:00,2.375M,2.375
2019-02-16 07:30:00,2.389M,2.389
2019-02-16 07:45:00,2.452M,2.452
2019-02-16 08:00:00,2.520M,2.52
2019-02-16 08:15:00,2.629M,2.629
2019-02-16 08:30:00,2.728M,2.728
2019-02-16 08:45:00,2.884M,2.884
2019-02-16 09:00:00,3.018M,3.018
2019-02-16 09:15:00,3.182M,3.182
2019-02-16 09:30:00,3.346M,3.346
2019-02-16 09:45:00,3.512M,3.512
2019-02-16 10:00:00,3.685M,3.685
2019-02-16 10:15:00,3.845M,3.845
2019-02-16 10:30:00,4.009M,4.009
2019-02-16 10:45:00,4.180M,4.18
2019-02-16 11:00:00,4.344M,4.344
2019-02-16 11:15:00,4.490M,4.49
2019-02-16 11:30:00,4.626M,4.626
2019-02-16 11:45:00,4.756M,4.756
2019-02-16 12:00:00,4.876M,4.876
2019-02-16 12:15:00,4.950M,4.95
2019-02-16 12:30:00,5.017M,5.017
2019-02-16 12:45:00,5.081M,5.081
2019-02-16 13:00:00,5.086M,5.086
2019-02-16 13:15:00,5.079M,5.079
2019-02-16 13:30:00,5.053M,5.053
2019-02-16 13:45:00,4.985M,4.985
2019-02-16 14:00:00,4.929M,4.929
2019-02-16 14:15:00,4.832M,4.832
2019-02-16 14:30:00,4.722M,4.722
2019-02-16 14:45:00,4.591M,4.591
2019-02-16 15:00:00,4.452M,4.452
2019-02-16 15:15:00,4.303M,4.303
2019-02-16 15:30:00,4.139M,4.139
2019-02-16 15:45:00,3.960M,3.96
2019-02-16 16:00:00,3.784M,3.784
2019-02-16 16:15:00,3.622M,3.622
2019-02-16 16:30:00,3.430M,3.43
2019-02-16 16:45:00,3.252M,3.252
2019-02-16 17:00:00,3.076M,3.076
2019-02-16 17:15:00,2.914M,2.914
2019-02-16 17:30:00,2.757M,2.757
2019-02-16 17:45:00,2.612M,2.612
2019-02-16 18:00:00,2.457M,2.457
2019-02-16 18:15:00,2.367M,2.367
2019-02-16 18:30:00,2.239M,2.239
2019-02-16 18:45:00,2.162M,2.162
2019-02-16 19:00:00,2.080M,2.08
2019-02-16 19:15:00,2.057M,2.057
2019-02-16 19:30:00,2.023M,2.023
2019-02-16 19:45:00,2.039M,2.039
2019-02-16 20:00:00,2.072M,2.072
2019-02-16 20:15:00,2.138M,2.138
2019-02-16 20:30:00,2.220M,2.22
2019-02-16 20:45:00,2.328M,2.328
2019-02-16 21:00:00,2.437M,2.437
2019-02-16 21:15:00,2.597M,2.597
2019-02-16 21:30:00,2.758M,2.758
2019-02-16 21:45:00,2.928M,2.928
2019-02-16 22:00:00,3.127M,3.127
2019-02-16 22:15:00,3.335M,3.335
2019-02-16 22:30:00,3.517M,3.517
2019-02-16 22:45:00,3.726M,3.726
2019-02-16 23:00:00,3.927M,3.927
2019-02-16 23:15:00,4.103M,4.103
2019-02-16 23:30:00,4.287M,4.287
2019-02-16 23:45:00,4.455M,4.455
2019-02-17 00:00:00,4.603M,4.603
2019-02-17 00:15:00,4.735M,4.735
2019-02-17 00:30:00,4.865M,4.865
2019-02-17 00:45:00,4.973M,4.973
2019-02-17 01:00:00,5.055M,5.055
2019-02-17 01:15:00,5.109M,5.109
2019-02-17 01:30:00,5.130M,5.13
2019-02-17 01:45:00,5.133M,5.133
2019-02-17 02:00:00,5.104M,5.104
2019-02-17 02:15:00,5.038M,5.038
2019-02-17 02:30:00,4.971M,4.971
2019-02-17 02:45:00,4.876M,4.876
2019-02-17 03:00:00,4.749M,4.749
2019-02-17 03:15:00,4.618M,4.618
2019-02-17 03:30:00,4.491M,4.491
2019-02-17 03:45:00,4.332M,4.332
2019-02-17 04:00:00,4.148M,4.148
2019-02-17 04:15:00,3.977M,3.977
2019-02-17 04:30:00,3.788M,3.788
2019-02-17 04:45:00,3.597M,3.597
2019-02-17 05:00:00,3.403M,3.403
2019-02-17 05:15:00,3.209M,3.209
2019-02-17 05:30:00,3.011M,3.011
2019-02-17 05:45:00,2.831M,2.831
2019-02-17 06:00:00,2.669M,2.669
2019-02-17 06:15:00,2.490M,2.49
2019-02-17 06:30:00,2.339M,2.339
2019-02-17 06:45:00,2.202M,2.202
2019-02-17 07:00:00,2.075M,2.075
2019-02-17 07:15:00,1.977M,1.977
2019-02-17 07:30:00,1.906M,1.906
2019-02-17 07:45:00,1.857M,1.857
2019-02-17 08:00:00,1.843M,1.843
2019-02-17 08:15:00,1.862M,1.862
2019-02-17 08:30:00,1.892M,1.892
2019-02-17 08:45:00,1.961M,1.961
2019-02-17 09:00:00,2.058M,2.058
2019-02-17 09:15:00,2.195M,2.195
2019-02-17 09:30:00,2.349M,2.349
2019-02-17 09:45:00,2.509M,2.509
2019-02-17 10:00:00,2.704M,2.704
2019-02-17 10:15:00,2.913M,2.913
2019-02-17 10:30:00,3.126M,3.126
2019-02-17 10:45:00,3.336M,3.336
2019-02-17 11:00:00,3.560M,3.56
2019-02-17 11:15:00,3.758M,3.758
2019-02-17 11:30:00,3.964M,3.964
2019-02-17 11:45:00,4.161M,4.161
2019-02-17 12:00:00,4.336M,4.336
2019-02-17 12:15:00,4.504M,4.504
2019-02-17 12:30:00,4.660M,4.66
2019-02-17 12:45:00,4.820M,4.82
2019-02-17 13:00:00,4.951M,4.951
2019-02-17 13:15:00,5.048M,5.048
2019-02-17 13:30:00,5.140M,5.14
2019-02-17 13:45:00,5.203M,5.203
2019-02-17 14:00:00,5.238M,5.238
2019-02-17 14:15:00,5.233M,5.233
2019-02-17 14:30:00,5.198M,5.198
2019-02-17 14:45:00,5.144M,5.144
2019-02-17 15:00:00,5.058M,5.058
2019-02-17 15:15:00,4.942M,4.942
2019-02-17 15:30:00,4.807M,4.807
2019-02-17 15:45:00,4.658M,4.658
2019-02-17 16:00:00,4.499M,4.499
2019-02-17 16:15:00,4.317M,4.317
2019-02-17 16:30:00,4.126M,4.126
2019-02-17 16:45:00,3.920M,3.92
2019-02-17 17:00:00,3.701M,3.701
2019-02-17 17:15:00,3.484M,3.484
2019-02-17 17:30:00,3.271M,3.271
2019-02-17 17:45:00,3.048M,3.048
2019-02-17 18:00:00,2.833M,2.833
2019-02-17 18:15:00,2.625M,2.625
2019-02-17 18:30:00,2.424M,2.424
2019-02-17 18:45:00,2.243M,2.243
2019-02-17 19:00:00,2.075M,2.075
2019-02-17 19:15:00,1.912M,1.912
2019-02-17 19:30:00,1.794M,1.794
2019-02-17 19:45:00,1.694M,1.694
2019-02-17 20:00:00,1.622M,1.622
2019-02-17 20:15:00,1.594M,1.594
2019-02-17 20:30:00,1.574M,1.574
2019-02-17 20:45:00,1.598M,1.598
2019-02-17 21:00:00,1.651M,1.651
2019-02-17 21:15:00,1.747M,1.747
2019-02-17 21:30:00,1.867M,1.867
2019-02-17 21:45:00,2.008M,2.008
2019-02-17 22:00:00,2.180M,2.18
2019-02-17 22:15:00,2.397M,2.397
2019-02-17 22:30:00,2.618M,2.618
2019-02-17 22:45:00,2.869M,2.869
2019-02-17 23:00:00,3.118M,3.118
2019-02-17 23:15:00,3.369M,3.369
2019-02-17 23:30:00,3.620M,3.62
2019-02-17 23:45:00,3.860M,3.86
2019-02-18 00:00:00,4.096M,4.096
2019-02-18 00:15:00,4.320M,4.32
2019-02-18 00:30:00,4.522M,4.522
2019-02-18 00:45:00,4.709M,4.709
2019-02-18 01:00:00,4.894M,4.894
2019-02-18 01:15:00,5.072M,5.072
2019-02-18 01:30:00,5.225M,5.225
2019-02-18 01:45:00,5.332M,5.332
2019-02-18 02:00:00,5.425M,5.425
2019-02-18 02:15:00,5.498M,5.498
2019-02-18 02:30:00,5.536M,5.536
2019-02-18 02:45:00,5.562M,5.562
2019-02-18 03:00:00,5.514M,5.514
2019-02-18 03:15:00,5.447M,5.447
2019-02-18 03:30:00,5.363M,5.363
2019-02-18 03:45:00,5.235M,5.235
2019-02-18 04:00:00,5.077M,5.077
2019-02-18 04:15:00,4.906M,4.906
2019-02-18 04:30:00,4.735M,4.735
2019-02-18 04:45:00,4.552M,4.552
2019-02-18 05:00:00,4.342M,4.342
2019-02-18 05:15:00,4.115M,4.115
2019-02-18 05:30:00,3.897M,3.897
2019-02-18 05:45:00,3.662M,3.662
2019-02-18 06:00:00,3.428M,3.428
2019-02-18 06:15:00,3.190M,3.19
2019-02-18 06:30:00,2.952M,2.952
2019-02-18 06:45:00,2.745M,2.745
2019-02-18 07:00:00,2.538M,2.538
2019-02-18 07:15:00,2.364M,2.364
2019-02-18 07:30:00,2.183M,2.183
2019-02-18 07:45:00,2.040M,2.04
2019-02-18 08:00:00,1.919M,1.919
2019-02-18 08:15:00,1.798M,1.798
2019-02-18 08:30:00,1.740M,1.74
2019-02-18 08:45:00,1.690M,1.69
2019-02-18 09:00:00,1.694M,1.694
2019-02-18 09:15:00,1.713M,1.713
2019-02-18 09:30:00,1.782M,1.782
2019-02-18 09:45:00,1.884M,1.884
2019-02-18 10:00:00,2.013M,2.013
2019-02-18 10:15:00,2.166M,2.166
2019-02-18 10:30:00,2.357M,2.357
2019-02-18 10:45:00,2.572M,2.572
2019-02-18 11:00:00,2.805M,2.805
2019-02-18 11:15:00,3.049M,3.049
2019-02-18 11:30:00,3.310M,3.31
2019-02-18 11:45:00,3.562M,3.562
2019-02-18 12:00:00,3.814M,3.814
2019-02-18 12:15:00,4.057M,4.057
2019-02-18 12:30:00,4.290M,4.29
2019-02-18 12:45:00,4.505M,4.505
2019-02-18 13:00:00,4.712M,4.712
2019-02-18 13:15:00,4.894M,4.894
2019-02-18 13:30:00,5.072M,5.072
2019-02-18 13:45:00,5.229M,5.229
2019-02-18 14:00:00,5.368M,5.368
2019-02-18 14:15:00,5.486M,5.486
2019-02-18 14:30:00,5.575M,5.575
2019-02-18 14:45:00,5.636M,5.636
2019-02-18 15:00:00,5.660M,5.66
2019-02-18 15:15:00,5.637M,5.637
2019-02-18 15:30:00,5.578M,5.578
2019-02-18 15:45:00,5.488M,5.488
2019-02-18 16:00:00,5.384M,5.384
2019-02-18 16:15:00,5.235M,5.235
2019-02-18 16:30:00,5.075M,5.075
2019-02-18 16:45:00,4.899M,4.899
2019-02-18 17:00:00,4.681M,4.681
2019-02-18 17:15:00,4.459M,4.459
2019-02-18 17:30:00,4.230M,4.23
2019-02-18 17:45:00,3.972M,3.972
2019-02-18 18:00:00,3.716M,3.716
2019-02-18 18:15:00,3.473M,3.473
2019-02-18 18:30:00,3.200M,3.2
2019-02-18 18:45:00,2.954M,2.954
2019-02-18 19:00:00,2.694M,2.694
2019-02-18 19:15:00,2.455M,2.455
2019-02-18 19:30:00,2.226M,2.226
2019-02-18 19:45:00,2.007M,2.007
2019-02-18 20:00:00,1.808M,1.808
2019-02-18 20:15:00,1.652M,1.652
2019-02-18 20:30:00,1.520M,1.52
2019-02-18 20:45:00,1.414M,1.414
2019-02-18 21:00:00,1.345M,1.345
2019-02-18 21:15:00,1.299M,1.299
2019-02-18 21:30:00,1.315M,1.315
2019-02-18 21:45:00,1.342M,1.342
2019-02-18 22:00:00,1.441M,1.441
2019-02-18 22:15:00,1.570M,1.57
2019-02-18 22:30:00,1.719M,1.719
2019-02-18 22:45:00,1.926M,1.926
2019-02-18 23:00:00,2.164M,2.164
2019-02-18 23:15:00,2.394M,2.394
2019-02-18 23:30:00,2.694M,2.694
2019-02-18 23:45:00,2.998M,2.998
2019-02-19 00:00:00,3.321M,3.321
2019-02-19 00:15:00,3.621M,3.621
2019-02-19 00:30:00,3.917M,3.917
2019-02-19 00:45:00,4.203M,4.203
2019-02-19 01:00:00,4.459M,4.459
2019-02-19 01:15:00,4.714M,4.714
2019-02-19 01:30:00,4.942M,4.942
2019-02-19 01:45:00,5.160M,5.16
2019-02-19 02:00:00,5.373M,5.373
2019-02-19 02:15:00,5.549M,5.549
2019-02-19 02:30:00,5.716M,5.716
2019-02-19 02:45:00,5.836M,5.836
2019-02-19 03:00:00,5.923M,5.923
2019-02-19 03:15:00,5.976M,5.976
2019-02-19 03:30:00,5.988M,5.988
2019-02-19 03:45:00,5.959M,5.959
2019-02-19 04:00:00,5.882M,5.882
2019-02-19 04:15:00,5.782M,5.782
2019-02-19 04:30:00,5.659M,5.659
2019-02-19 04:45:00,5.506M,5.506
2019-02-19 05:00:00,5.327M,5.327
2019-02-19 05:15:00,5.134M,5.134
2019-02-19 05:30:00,4.915M,4.915
2019-02-19 05:45:00,4.684M,4.684
2019-02-19 06:00:00,4.451M,4.451
2019-02-19 06:15:00,4.187M,4.187
2019-02-19 06:30:00,3.930M,3.93
2019-02-19 06:45:00,3.674M,3.674
2019-02-19 07:00:00,3.412M,3.412
2019-02-19 07:15:00,3.158M,3.158
2019-02-19 07:30:00,2.900M,2.9
2019-02-19 07:45:00,2.672M,2.672
2019-02-19 08:00:00,2.434M,2.434
2019-02-19 08:15:00,2.238M,2.238
2019-02-19 08:30:00,2.052M,2.052
2019-02-19 08:45:00,1.888M,1.888
2019-02-19 09:00:00,1.749M,1.749
2019-02-19 09:15:00,1.657M,1.657
2019-02-19 09:30:00,1.585M,1.585
2019-02-19 09:45:00,1.568M,1.568
2019-02-19 10:00:00,1.590M,1.59
2019-02-19 10:15:00,1.632M,1.632
2019-02-19 10:30:00,1.741M,1.741
2019-02-19 10:45:00,1.865M,1.865
2019-02-19 11:00:00,2.029M,2.029
2019-02-19 11:15:00,2.235M,2.235
2019-02-19 11:30:00,2.468M,2.468
2019-02-19 11:45:00,2.724M,2.724
2019-02-19 12:00:00,3.013M,3.013
2019-02-19 12:15:00,3.306M,3.306
2019-02-19 12:30:00,3.612M,3.612
2019-02-19 12:45:00,3.922M,3.922
2019-02-19 13:00:00,4.203M,4.203
2019-02-19 13:15:00,4.464M,4.464
2019-02-19 13:30:00,4.707M,4.707
2019-02-19 13:45:00,4.934M,4.934
2019-02-19 14:00:00,5.144M,5.144
2019-02-19 14:15:00,5.334M,5.334
2019-02-19 14:30:00,5.508M,5.508
2019-02-19 14:45:00,5.656M,5.656
2019-02-19 15:00:00,5.778M,5.778
2019-02-19 15:15:00,5.880M,5.88
2019-02-19 15:30:00,5.933M,5.933
2019-02-19 15:45:00,5.947M,5.947
2019-02-19 16:00:00,5.929M,5.929
2019-02-19 16:15:00,5.866M,5.866
2019-02-19 16:30:00,5.752M,5.752
2019-02-19 16:45:00,5.609M,5.609
2019-02-19 17:00:00,5.441M,5.441
2019-02-19 17:15:00,5.244M,5.244
2019-02-19 17:30:00,5.027M,5.027
2019-02-19 17:45:00,4.785M,4.785
2019-02-19 18:00:00,4.523M,4.523
2019-02-19 18:15:00,4.244M,4.244
2019-02-19 18:30:00,3.965M,3.965
2019-02-19 18:45:00,3.661M,3.661
2019-02-19 19:00:00,3.375M,3.375
2019-02-19 19:15:00,3.083M,3.083
2019-02-19 19:30:00,2.795M,2.795
2019-02-19 19:45:00,2.507M,2.507
2019-02-19 20:00:00,2.218M,2.218
2019-02-19 20:15:00,1.961M,1.961
2019-02-19 20:30:00,1.703M,1.703
2019-02-19 20:45:00,1.464M,1.464
2019-02-19 21:00:00,1.250M,1.25
2019-02-19 21:15:00,1.072M,1.072
2019-02-19 21:30:00,0.927M,0.927
2019-02-19 21:45:00,0.829M,0.829
2019-02-19 22:00:00,0.761M,0.761
2019-02-19 22:15:00,0.751M,0.751
2019-02-19 22:30:00,0.752M,0.752
2019-02-19 22:45:00,0.802M,0.802
2019-02-19 23:00:00,0.910M,0.91
2019-02-19 23:15:00,1.060M,1.06
2019-02-19 23:30:00,1.244M,1.244
2019-02-19 23:45:00,1.477M,1.477
2019-02-20 00:00:00,1.737M,1.737
2019-02-20 00:15:00,2.024M,2.024
2019-02-20 00:30:00,2.360M,2.36
2019-02-20 00:45:00,2.699M,2.699
2019-02-20 01:00:00,3.045M,3.045
2019-02-20 01:15:00,3.406M,3.406
2019-02-20 01:30:00,3.752M,3.752
2019-02-20 01:45:00,4.059M,4.059
2019-02-20 02:00:00,4.344M,4.344
2019-02-20 02:15:00,4.596M,4.596
2019-02-20 02:30:00,4.847M,4.847
2019-02-20 02:45:00,5.083M,5.083
2019-02-20 03:00:00,5.292M,5.292
2019-02-20 03:15:00,5.476M,5.476
2019-02-20 03:30:00,5.627M,5.627
2019-02-20 03:45:00,5.735M,5.735
2019-02-20 04:00:00,5.818M,5.818
2019-02-20 04:15:00,5.840M,5.84
2019-02-20 04:30:00,5.834M,5.834
2019-02-20 04:45:00,5.774M,5.774
2019-02-20 05:00:00,5.662M,5.662
2019-02-20 05:15:00,5.526M,5.526
2019-02-20 05:30:00,5.371M,5.371
2019-02-20 05:45:00,5.183M,5.183
2019-02-20 06:00:00,4.977M,4.977
2019-02-20 06:15:00,4.753M,4.753
2019-02-20 06:30:00,4.495M,4.495
2019-02-20 06:45:00,4.226M,4.226
2019-02-20 07:00:00,3.953M,3.953
2019-02-20 07:15:00,3.660M,3.66
2019-02-20 07:30:00,3.376M,3.376
2019-02-20 07:45:00,3.094M,3.094
2019-02-20 08:00:00,2.811M,2.811
2019-02-20 08:15:00,2.540M,2.54
2019-02-20 08:30:00,2.270M,2.27
2019-02-20 08:45:00,2.010M,2.01
2019-02-20 09:00:00,1.783M,1.783
2019-02-20 09:15:00,1.583M,1.583
2019-02-20 09:30:00,1.399M,1.399
2019-02-20 09:45:00,1.267M,1.267
2019-02-20 10:00:00,1.152M,1.152
2019-02-20 10:15:00,1.109M,1.109
2019-02-20 10:30:00,1.064M,1.064
2019-02-20 10:45:00,1.102M,1.102
2019-02-20 11:00:00,1.164M,1.164
2019-02-20 11:15:00,1.287M,1.287
2019-02-20 11:30:00,1.438M,1.438
2019-02-20 11:45:00,1.627M,1.627
2019-02-20 12:00:00,1.848M,1.848
2019-02-20 12:15:00,2.119M,2.119
2019-02-20 12:30:00,2.420M,2.42
2019-02-20 12:45:00,2.740M,2.74
2019-02-20 13:00:00,3.090M,3.09
2019-02-20 13:15:00,3.448M,3.448
2019-02-20 13:30:00,3.790M,3.79
2019-02-20 13:45:00,4.127M,4.127
2019-02-20 14:00:00,4.423M,4.423
2019-02-20 14:15:00,4.707M,4.707
2019-02-20 14:30:00,4.956M,4.956
2019-02-20 14:45:00,5.191M,5.191
2019-02-20 15:00:00,5.410M,5.41
2019-02-20 15:15:00,5.580M,5.58
2019-02-20 15:30:00,5.726M,5.726
2019-02-20 15:45:00,5.869M,5.869
2019-02-20 16:00:00,5.981M,5.981
2019-02-20 16:15:00,6.061M,6.061
2019-02-20 16:30:00,6.110M,6.11
2019-02-20 16:45:00,6.096M,6.096
2019-02-20 17:00:00,6.050M,6.05
2019-02-20 17:15:00,5.953M,5.953
2019-02-20 17:30:00,5.809M,5.809
2019-02-20 17:45:00,5.645M,5.645
2019-02-20 18:00:00,5.440M,5.44
2019-02-20 18:15:00,5.221M,5.221
2019-02-20 18:30:00,4.975M,4.975
2019-02-20 18:45:00,4.709M,4.709
2019-02-20 19:00:00,4.417M,4.417
2019-02-20 19:15:00,4.118M,4.118
2019-02-20 19:30:00,3.803M,3.803
2019-02-20 19:45:00,3.483M,3.483
2019-02-20 20:00:00,3.182M,3.182
2019-02-20 20:15:00,2.870M,2.87
2019-02-20 20:30:00,2.556M,2.556
2019-02-20 20:45:00,2.243M,2.243
2019-02-20 21:00:00,1.957M,1.957
2019-02-20 21:15:00,1.669M,1.669
2019-02-20 21:30:00,1.404M,1.404
2019-02-20 21:45:00,1.181M,1.181
2019-02-20 22:00:00,1.025M,1.025
2019-02-20 22:15:00,0.897M,0.897
2019-02-20 22:30:00,0.795M,0.795
2019-02-20 22:45:00,0.753M,0.753
2019-02-20 23:00:00,0.751M,0.751
2019-02-20 23:15:00,0.767M,0.767
2019-02-20 23:30:00,0.857M,0.857
2019-02-20 23:45:00,0.983M,0.983
2019-02-21 00:00:00,1.194M,1.194
2019-02-21 00:15:00,1.409M,1.409
2019-02-21 00:30:00,1.679M,1.679
2019-02-21 00:45:00,1.965M,1.965
2019-02-21 01:00:00,2.318M,2.318
2019-02-21 01:15:00,2.665M,2.665
2019-02-21 01:30:00,3.062M,3.062
2019-02-21 01:45:00,3.454M,3.454
2019-02-21 02:00:00,3.824M,3.824
2019-02-21 02:15:00,4.171M,4.171
2019-02-21 02:30:00,4.475M,4.475
2019-02-21 02:45:00,4.758M,4.758
2019-02-21 03:00:00,5.031M,5.031
2019-02-21 03:15:00,5.301M,5.301
2019-02-21 03:30:00,5.546M,5.546
2019-02-21 03:45:00,5.758M,5.758
2019-02-21 04:00:00,5.944M,5.944
2019-02-21 04:15:00,6.106M,6.106
2019-02-21 04:30:00,6.228M,6.228
2019-02-21 04:45:00,6.295M,6.295
2019-02-21 05:00:00,6.332M,6.332
2019-02-21 05:15:00,6.305M,6.305
2019-02-21 05:30:00,6.224M,6.224
2019-02-21 05:45:00,6.119M,6.119
2019-02-21 06:00:00,5.980M,5.98
2019-02-21 06:15:00,5.789M,5.789
2019-02-21 06:30:00,5.586M,5.586
2019-02-21 06:45:00,5.359M,5.359
2019-02-21 07:00:00,5.114M,5.114
2019-02-21 07:15:00,4.848M,4.848
2019-02-21 07:30:00,4.562M,4.562
2019-02-21 07:45:00,4.255M,4.255
2019-02-21 08:00:00,3.956M,3.956
2019-02-21 08:15:00,3.635M,3.635
2019-02-21 08:30:00,3.336M,3.336
2019-02-21 08:45:00,3.036M,3.036
2019-02-21 09:00:00,2.741M,2.741
2019-02-21 09:15:00,2.457M,2.457
2019-02-21 09:30:00,2.180M,2.18
2019-02-21 09:45:00,1.933M,1.933
2019-02-21 10:00:00,1.704M,1.704
2019-02-21 10:15:00,1.523M,1.523
2019-02-21 10:30:00,1.353M,1.353
2019-02-21 10:45:00,1.236M,1.236
2019-02-21 11:00:00,1.158M,1.158
2019-02-21 11:15:00,1.122M,1.122
2019-02-21 11:30:00,1.119M,1.119
2019-02-21 11:45:00,1.179M,1.179
2019-02-21 12:00:00,1.292M,1.292
2019-02-21 12:15:00,1.430M,1.43
2019-02-21 12:30:00,1.615M,1.615
2019-02-21 12:45:00,1.855M,1.855
2019-02-21 13:00:00,2.117M,2.117
2019-02-21 13:15:00,2.413M,2.413
2019-02-21 13:30:00,2.739M,2.739
2019-02-21 13:45:00,3.103M,3.103
2019-02-21 14:00:00,3.464M,3.464
2019-02-21 14:15:00,3.829M,3.829
2019-02-21 14:30:00,4.177M,4.177
2019-02-21 14:45:00,4.483M,4.483
2019-02-21 15:00:00,4.779M,4.779
2019-02-21 15:15:00,5.052M,5.052
2019-02-21 15:30:00,5.308M,5.308
2019-02-21 15:45:00,5.529M,5.529
2019-02-21 16:00:00,5.726M,5.726
2019-02-21 16:15:00,5.890M,5.89
2019-02-21 16:30:00,6.043M,6.043
2019-02-21 16:45:00,6.153M,6.153
2019-02-21 17:00:00,6.226M,6.226
2019-02-21 17:15:00,6.266M,6.266
2019-02-21 17:30:00,6.251M,6.251
2019-02-21 17:45:00,6.188M,6.188
2019-02-21 18:00:00,6.074M,6.074
2019-02-21 18:15:00,5.927M,5.927
2019-02-21 18:30:00,5.743M,5.743
2019-02-21 18:45:00,5.529M,5.529
2019-02-21 19:00:00,5.282M,5.282
2019-02-21 19:15:00,5.008M,5.008
2019-02-21 19:30:00,4.727M,4.727
2019-02-21 19:45:00,4.413M,4.413
2019-02-21 20:00:00,4.101M,4.101
2019-02-21 20:15:00,3.766M,3.766
2019-02-21 20:30:00,3.434M,3.434
2019-02-21 20:45:00,3.108M,3.108
2019-02-21 21:00:00,2.784M,2.784
2019-02-21 21:15:00,2.465M,2.465
2019-02-21 21:30:00,2.152M,2.152
2019-02-21 21:45:00,1.847M,1.847
2019-02-21 22:00:00,1.552M,1.552
2019-02-21 22:15:00,1.283M,1.283
2019-02-21 22:30:00,1.055M,1.055
2019-02-21 22:45:00,0.841M,0.841
2019-02-21 23:00:00,0.751M,0.751
2019-02-21 23:15:00,0.751M,0.751
2019-02-21 23:30:00,0.751M,0.751
2019-02-21 23:45:00,0.751M,0.751
2019-02-22 00:00:00,0.751M,0.751
2019-02-22 00:15:00,0.751M,0.751
2019-02-22 00:30:00,0.752M,0.752
2019-02-22 00:45:00,0.846M,0.846
2019-02-22 01:00:00,1.049M,1.049
2019-02-22 01:15:00,1.287M,1.287
2019-02-22 01:30:00,1.571M,1.571
2019-02-22 01:45:00,1.882M,1.882
2019-02-22 02:00:00,2.250M,2.25
2019-02-22 02:15:00,2.641M,2.641
2019-02-22 02:30:00,3.041M,3.041
2019-02-22 02:45:00,3.425M,3.425
2019-02-22 03:00:00,3.810M,3.81
2019-02-22 03:15:00,4.140M,4.14
2019-02-22 03:30:00,4.419M,4.419
2019-02-22 03:45:00,4.694M,4.694
2019-02-22 04:00:00,4.960M,4.96
2019-02-22 04:15:00,5.206M,5.206
2019-02-22 04:30:00,5.422M,5.422
2019-02-22 04:45:00,5.609M,5.609
2019-02-22 05:00:00,5.777M,5.777
2019-02-22 05:15:00,5.906M,5.906
2019-02-22 05:30:00,5.970M,5.97
2019-02-22 05:45:00,5.998M,5.998
2019-02-22 06:00:00,5.971M,5.971
2019-02-22 06:15:00,5.906M,5.906
2019-02-22 06:30:00,5.798M,5.798
2019-02-22 06:45:00,5.651M,5.651
2019-02-22 07:00:00,5.473M,5.473
2019-02-22 07:15:00,5.266M,5.266
2019-02-22 07:30:00,5.044M,5.044
2019-02-22 07:45:00,4.784M,4.784
2019-02-22 08:00:00,4.516M,4.516
2019-02-22 08:15:00,4.245M,4.245
2019-02-22 08:30:00,3.946M,3.946
2019-02-22 08:45:00,3.616M,3.616
2019-02-22 09:00:00,3.304M,3.304
2019-02-22 09:15:00,3.010M,3.01
2019-02-22 09:30:00,2.717M,2.717
2019-02-22 09:45:00,2.428M,2.428
2019-02-22 10:00:00,2.143M,2.143
2019-02-22 10:15:00,1.878M,1.878
2019-02-22 10:30:00,1.644M,1.644
2019-02-22 10:45:00,1.420M,1.42
2019-02-22 11:00:00,1.233M,1.233
2019-02-22 11:15:00,1.073M,1.073
2019-02-22 11:30:00,0.965M,0.965
2019-02-22 11:45:00,0.900M,0.9
2019-02-22 12:00:00,0.903M,0.903
2019-02-22 12:15:00,0.929M,0.929
2019-02-22 12:30:00,1.013M,1.013
2019-02-22 12:45:00,1.124M,1.124
2019-02-22 13:00:00,1.298M,1.298
2019-02-22 13:15:00,1.488M,1.488
2019-02-22 13:30:00,1.734M,1.734
2019-02-22 13:45:00,2.015M,2.015
2019-02-22 14:00:00,2.307M,2.307
2019-02-22 14:15:00,2.659M,2.659
2019-02-22 14:30:00,3.006M,3.006
2019-02-22 14:45:00,3.383M,3.383
2019-02-22 15:00:00,3.739M,3.739
2019-02-22 15:15:00,4.083M,4.083
2019-02-22 15:30:00,4.414M,4.414
2019-02-22 15:45:00,4.687M,4.687
2019-02-22 16:00:00,4.937M,4.937
2019-02-22 16:15:00,5.159M,5.159
2019-02-22 16:30:00,5.365M,5.365
2019-02-22 16:45:00,5.548M,5.548
2019-02-22 17:00:00,5.702M,5.702
2019-02-22 17:15:00,5.827M,5.827
2019-02-22 17:30:00,5.946M,5.946
2019-02-22 17:45:00,6.011M,6.011
2019-02-22 18:00:00,6.058M,6.058
2019-02-22 18:15:00,6.039M,6.039
2019-02-22 18:30:00,5.988M,5.988
2019-02-22 18:45:00,5.903M,5.903
2019-02-22 19:00:00,5.779M,5.779
2019-02-22 19:15:00,5.613M,5.613
2019-02-22 19:30:00,5.414M,5.414
2019-02-22 19:45:00,5.192M,5.192
