future_steps,Time_Step,Predicted_Values,Actual_Values,Utide_Values,Bi_values
25,12-29 19:00,0.96820015,0.804,0.9633525163864326,2.5272405
25,12-29 19:15,0.9568579,0.7609999999999999,0.9428632194843746,2.413619
25,12-29 19:30,0.9660082,0.763,0.9521379389176882,2.2936893
25,12-29 19:45,0.99473345,0.7990000000000002,0.9897944394047924,2.1711566
25,12-29 20:00,1.0509343,0.871,1.053084114846595,2.040015
25,12-29 20:15,1.1255218,0.967,1.138122359793453,1.9174442
25,12-29 20:30,1.2184463,1.086,1.240240979528679,1.7948213
25,12-29 20:45,1.3233303,1.209,1.3544161516784894,1.6815997
25,12-29 21:00,1.4415233,1.333,1.475715837405382,1.5782603
25,12-29 21:15,1.5632797,1.473,1.599709937472158,1.4855834
25,12-29 21:30,1.6866074,1.611,1.7227943885673245,1.4067001
25,12-29 21:45,1.8435324,1.7459999999999998,1.8423950269967828,1.273364
25,12-29 22:00,1.9383451,1.882,1.957035434471261,1.223274
25,12-29 22:15,2.0433989,1.995,2.066271896126937,1.1922787
25,12-29 22:30,2.1484165,2.097,2.1705152186573184,1.1772519
25,12-29 22:45,2.248672,2.198,2.270771190471297,1.1823646
25,12-29 23:00,2.3513522,2.291,2.368337825288392,1.2069805
25,12-29 23:15,2.4564025,2.379,2.464498295326544,1.2484164
25,12-29 23:30,2.5568578,2.47,2.560244408558003,1.3008901
25,12-29 23:45,2.649668,2.569,2.6560580571373364,1.3761168
25,12-30 00:00,2.7493198,2.663,2.75176892497115,1.4607047
25,12-30 00:15,2.8459883,2.751,2.846497197332187,1.5560387
25,12-30 00:30,2.937769,2.8329999999999997,2.938681061763041,1.6545633
25,12-30 00:45,3.021654,2.9150000000000005,3.0261810641533224,1.7622694
25,12-30 01:00,3.0956967,2.999,3.106447000381219,1.8708448
25,12-30 01:15,3.1596122,3.081,3.1767280242800977,1.9769231
25,12-30 01:30,3.2072363,3.142,3.234303187094673,2.0864089
25,12-30 01:45,3.246487,3.208,3.276707818267139,2.19243
25,12-30 02:00,3.273279,3.245,3.301931414447628,2.2921152
25,12-30 02:15,3.2744668,3.267,3.308565507163334,2.3851023
25,12-30 02:30,3.264478,3.267,3.295885506827783,2.4756744
25,12-30 02:45,3.2277918,3.262,3.263858683907828,2.5573463
25,12-30 03:00,3.1825604,3.214,3.213080560074867,2.6397505
25,12-30 03:15,3.121083,3.16,3.1446527060311573,2.7122962
25,12-30 03:30,3.0416045,3.071,3.060024586983085,2.7792382
25,12-30 03:45,2.9489257,2.977,2.9608287092217056,2.8399425
25,12-30 04:00,2.8775814,2.859,2.848740270430417,2.9024713
25,12-30 04:15,2.7666512,2.73,2.725388898219125,2.9560597
25,12-30 04:30,2.6531737,2.571,2.592340836035218,3.0005815
25,12-30 04:45,2.519528,2.4290000000000003,2.4511563756558976,3.0304935
25,12-30 05:00,2.3841455,2.28,2.30351172316842,3.050911
25,12-30 05:15,2.2437825,2.121,2.151359606593904,3.0559676
25,12-30 05:30,2.0951767,1.952,1.9970919229154125,3.0512364
25,12-30 05:45,1.9382917,1.796,1.843663119021515,3.0277843
25,12-30 06:00,1.8082387,1.628,1.6946360885067486,2.9960392
25,12-30 06:15,1.6770674,1.49,1.5541232453942018,2.9497182
25,12-30 06:30,1.5657961,1.359,1.4266125306522943,2.8887162
25,12-30 06:45,1.4660488,1.245,1.316688378670605,2.8137398
25,12-30 07:00,1.3883536,1.141,1.228677591364193,2.728505
25,12-30 07:15,1.3291732,1.071,1.1662658531386452,2.629733
25,12-30 07:30,1.2856706,1.028,1.1321390692107136,2.521633
25,12-30 07:45,1.2832944,1.022,1.1277031739430516,2.4068122
25,12-30 08:00,1.3017458,1.061,1.1529263431337065,2.2858098
25,12-30 08:15,1.3381255,1.108,1.2063301984568489,2.1622562
25,12-30 08:30,1.3936044,1.182,1.2851346843662077,2.0303514
25,12-30 08:45,1.4684697,1.2789999999999997,1.385538537210825,1.907248
25,12-30 09:00,1.5631104,1.396,1.5030975899543653,1.7841706
25,12-30 09:15,1.6752812,1.529,1.6331497967754267,1.6707437
25,12-30 09:30,1.7992657,1.662,1.7712307452179077,1.5674249
25,12-30 09:45,1.9256438,1.793,1.913427130402012,1.4749566
25,12-30 10:00,2.05249,1.951,2.0566270303196994,1.3964682
25,12-30 10:15,2.2121868,2.104,2.1986424875827018,1.2638701
