future_steps,Time_Step,Predicted_Values,Actual_Values,Utide_Values,Bi_values
25,12-03 23:30,1.3478692,1.466,1.4343861538535356,1.4212137
25,12-03 23:45,1.3530935,1.472,1.4657960314052547,1.422067
25,12-04 00:00,1.3564979,1.484,1.4915781056828714,1.4221574
25,12-04 00:15,1.358646,1.488,1.511794994718864,1.4212738
25,12-04 00:30,1.3620218,1.497,1.527154337709672,1.4222392
25,12-04 00:45,1.3683226,1.499,1.538834756277673,1.4276749
25,12-04 01:00,1.3771305,1.494,1.5482493710243208,1.4356031
25,12-04 01:15,1.3895527,1.503,1.556798852079584,1.4474299
25,12-04 01:30,1.4041458,1.5069999999999997,1.5656648626880865,1.4612117
25,12-04 01:45,1.4210063,1.512,1.575681625100629,1.4777858
25,12-04 02:00,1.4399922,1.525,1.587301816882231,1.4962835
25,12-04 02:15,1.4587924,1.54,1.6006487238141425,1.5161922
25,12-04 02:30,1.4787847,1.548,1.615625725376648,1.5360333
25,12-04 02:45,1.498838,1.577,1.632041962778235,1.555911
25,12-04 03:00,1.5440449,1.601,1.6497123379931056,1.5669448
25,12-04 03:15,1.5758371,1.629,1.668500680598721,1.5910056
25,12-04 03:30,1.6063421,1.6590000000000005,1.6882939151390128,1.6195011
25,12-04 03:45,1.638223,1.702,1.708917169373485,1.6527317
25,12-04 04:00,1.6718322,1.755,1.7300189789479283,1.6885803
25,12-04 04:15,1.7087752,1.792,1.7509668483819083,1.7263228
25,12-04 04:30,1.7457674,1.843,1.7707933529665545,1.763128
25,12-04 04:45,1.7832701,1.885,1.7882215378177002,1.7936007
25,12-04 05:00,1.8164216,1.915,1.8017784188480015,1.8151202
25,12-04 05:15,1.8434952,1.9330000000000005,1.8099820416541923,1.8239583
25,12-04 05:30,1.8584863,1.941,1.8115668637113176,1.817989
25,12-04 05:45,1.860125,1.939,1.8056996929486249,1.7962931
25,12-04 06:00,1.8455591,1.928,1.7921375389442606,1.7573693
25,12-04 06:15,1.8145835,1.906,1.771290048407672,1.7037908
25,12-04 06:30,1.7670925,1.855,1.7441701711476336,1.6376306
25,12-04 06:45,1.7044152,1.8029999999999995,1.7122422675888238,1.5636326
25,12-04 07:00,1.6337237,1.729,1.677200710653706,1.4865993
25,12-04 07:15,1.5559865,1.654,1.6407281908776077,1.4096138
25,12-04 07:30,1.4789113,1.573,1.6042872284346887,1.339083
25,12-04 07:45,1.4076254,1.502,1.5689896211080432,1.2783996
25,12-04 08:00,1.3468059,1.433,1.53556874881977,1.2314339
25,12-04 08:15,1.300384,1.372,1.5044535910155288,1.1994361
25,12-04 08:30,1.2696316,1.349,1.4759174641744932,1.182508
25,12-04 08:45,1.2552141,1.3340000000000003,1.4502553144963983,1.1800818
25,12-04 09:00,1.2581373,1.318,1.4279357592995583,1.1909772
25,12-04 09:15,1.2487196,1.31,1.4096800626199308,1.2174673
25,12-04 09:30,1.272754,1.335,1.3964385578635214,1.2541689
25,12-04 09:45,1.3039213,1.354,1.3892613062304506,1.2967535
25,12-04 10:00,1.3394853,1.371,1.3890876392057945,1.3399134
25,12-04 10:15,1.3756851,1.397,1.396501799197464,1.3817663
25,12-04 10:30,1.4096614,1.4389999999999998,1.4115135020340317,1.4176924
25,12-04 10:45,1.4392164,1.476,1.4334198715475577,1.4461142
25,12-04 11:00,1.4634324,1.531,1.4607891393324042,1.4648294
25,12-04 11:15,1.4803019,1.55,1.4915804053869115,1.4765867
25,12-04 11:30,1.4912107,1.557,1.5233836879003149,1.4801929
25,12-04 11:45,1.4965786,1.575,1.5537374801043795,1.4788525
25,12-04 12:00,1.4978684,1.573,1.580463438935214,1.4748669
25,12-04 12:15,1.4955137,1.556,1.6019537119897296,1.4689839
25,12-04 12:30,1.4920392,1.5439999999999998,1.6173566367919938,1.464107
25,12-04 12:45,1.4879912,1.549,1.6266286317394931,1.4591186
25,12-04 13:00,1.4843364,1.536,1.6304487335758715,1.4545146
25,12-04 13:15,1.4796237,1.526,1.630020715592161,1.4514269
25,12-04 13:30,1.4760165,1.523,1.626809518266305,1.4498694
25,12-04 13:45,1.4728186,1.518,1.6222690418041563,1.4498823
25,12-04 14:00,1.4694539,1.515,1.6176152969032216,1.4508141
25,12-04 14:15,1.4661262,1.531,1.6136838335862171,1.454004
25,12-04 14:30,1.4640051,1.53,1.610887470375773,1.4604443
25,12-04 14:45,1.4618727,1.527,1.6092655692611613,1.4689265
25,12-04 15:00,1.4610437,1.5509999999999995,1.608595595365592,1.4804639
25,12-04 15:15,1.4631772,1.56,1.6085263064863349,1.4960693
25,12-04 15:30,1.5157287,1.545,1.6086919737375147,1.5225992
25,12-04 15:45,1.5239769,1.557,1.608777863409097,1.5277203
25,12-04 16:00,1.5332179,1.563,1.608525374565989,1.5366745
25,12-04 16:15,1.5444274,1.595,1.6076854790452126,1.5494114
25,12-04 16:30,1.5561607,1.6049999999999998,1.6059458028283475,1.5641057
25,12-04 16:45,1.5688952,1.603,1.6028652561809882,1.5804598
25,12-04 17:00,1.5804935,1.619,1.5978482774831864,1.5978646
25,12-04 17:15,1.5888777,1.624,1.5901790749624125,1.6092511
25,12-04 17:30,1.5921079,1.642,1.5791179992073932,1.6149929
25,12-04 17:45,1.5880283,1.632,1.5640424528472336,1.6097939
25,12-04 18:00,1.5733733,1.621,1.5445990973035535,1.5937283
25,12-04 18:15,1.5495375,1.61,1.520827095724936,1.5658724
25,12-04 18:30,1.5143344,1.621,1.4932160482673285,1.5255425
25,12-04 18:45,1.4693991,1.588,1.4626765193013926,1.47446
25,12-04 19:00,1.4145317,1.526,1.4304222410639749,1.4138237
25,12-04 19:15,1.3519155,1.46,1.397785855878379,1.3479975
25,12-04 19:30,1.2858216,1.4,1.3660084285752996,1.2802655
25,12-04 19:45,1.2172707,1.358,1.336051911305182,1.212508
25,12-04 20:00,1.1511974,1.2970000000000002,1.30848051477349,1.1506089
25,12-04 20:15,1.0901148,1.225,1.2834417846945994,1.0966473
25,12-04 20:30,1.0377817,1.172,1.2607544831638615,1.054884
25,12-04 20:45,0.99650884,1.142,1.2400837764185118,1.0263208
25,12-04 21:00,0.96852523,1.099,1.2211612946054935,1.0126978
25,12-04 21:15,0.9553971,1.077,1.2039942684119516,1.0129493
25,12-04 21:30,0.95776063,1.073,1.189007848324568,1.0266572
25,12-04 21:45,0.9488137,1.085,1.177078383130589,1.0681814
25,12-04 22:00,0.9686094,1.089,1.1694400415869772,1.0978953
25,12-04 22:15,0.9987975,1.115,1.1674770921354771,1.1338975
25,12-04 22:30,1.0360942,1.135,1.1724423493798648,1.1750385
25,12-04 22:45,1.0757039,1.188,1.1851619721932287,1.2154906
25,12-04 23:00,1.1154022,1.214,1.2057930445905312,1.2553335
25,12-04 23:15,1.1521275,1.243,1.2336914004371278,1.2884665
25,12-04 23:30,1.1830171,1.269,1.267424770451289,1.3157445
25,12-04 23:45,1.2095926,1.305,1.3049354921572347,1.3374008
25,12-05 00:00,1.2299145,1.327,1.3438247629803697,1.352294
25,12-05 00:15,1.2437296,1.34,1.3817040945710342,1.3596686
25,12-05 00:30,1.2540092,1.342,1.4165452241139396,1.3645205
25,12-05 00:45,1.2614772,1.353,1.4469605060509076,1.366109
25,12-05 01:00,1.2682958,1.343,1.4723613828718114,1.3681957
25,12-05 01:15,1.2750053,1.352,1.4929691687018605,1.3710493
25,12-05 01:30,1.2836391,1.359,1.509683856611784,1.3770338
25,12-05 01:45,1.295617,1.35,1.5238457044556817,1.3894327
25,12-05 02:00,1.310371,1.3510000000000002,1.5369444849736835,1.4063752
25,12-05 02:15,1.328726,1.3560000000000003,1.5503382871918512,1.4288081
25,12-05 02:30,1.34939,1.391,1.5650365948182583,1.4548323
25,12-05 02:45,1.3727872,1.414,1.581583409026679,1.4846636
25,12-05 03:00,1.3985151,1.436,1.6000504989487916,1.5162613
25,12-05 03:15,1.424518,1.461,1.6201249046396335,1.5483037
25,12-05 03:30,1.4513594,1.482,1.641254818871916,1.5786049
25,12-05 03:45,1.4786077,1.508,1.6628084451049798,1.6062644
