Location,Future_Step,Segment_R2,Segment_MSE,Segment_MAE,Total_R2,Total_MSE,Total_MAE
"BOU2019utide(20,23,25,27)(111finalfinal)",25,"[0.930186691358566, 0.9311791428398271, 0.7385092903488143, 0.8439449170940363, 0.9251557491355681, 0.34072106953978576, 0.8417286083478103, 0.5708189569056976, 0.8349968423356512, 0.5904355914867796, 0.6770550900405274, 0.8323376140680075, 0.6879194070452105, 0.479326677958543, 0.5719309274401099, 0.3742597033213967, 0.19749888484999234, -0.3324520703748235, -0.7330636334166938, -0.6323408859450981, -1.1534970258407973, 0.5269260026486517, 0.5283918173910727, 0.940605204008069, 0.866293585355739, 0.8546448019544828, 0.843445966458385, 0.9027153538811351, 0.9046075944716346]","[0.007571169902241014, 0.005268179212134277, 0.009388527791797135, 0.006912011769543587, 0.0032705379295609495, 0.016433362252558356, 0.009404766485570558, 0.03619417743903146, 0.019777314052329634, 0.08518376443622175, 0.0700632843286419, 0.037722027635730244, 0.06782671550619288, 0.10697201098768833, 0.07010409545302865, 0.09992754280184998, 0.09860832757020101, 0.10501265507243428, 0.18622266112994526, 0.18765466092063096, 0.21045498387669492, 0.06581624011338731, 0.087561769895133, 0.012193765272007035, 0.03407656958244444, 0.03173882641129569, 0.030411762231741614, 0.016512510801268213, 0.013659377667890861]","[0.0754578409270091, 0.06007959015964295, 0.0880159845542768, 0.07346954047231408, 0.04947252738820523, 0.11838613672647312, 0.06798175445220521, 0.15784209856127676, 0.11066073025225905, 0.2443874853821341, 0.18286019740935702, 0.1573940225840356, 0.23036405951743727, 0.30776225135699087, 0.2434692298607141, 0.30104351341473046, 0.2973110474241604, 0.29024523107616057, 0.4220021323161605, 0.4240599180201605, 0.43230780046756045, 0.2289042690311605, 0.2787399026851605, 0.09390968325363382, 0.1493216448222945, 0.14233905002021432, 0.13536251183170542, 0.10091446986712488, 0.09681531217503553]",0.6259067859864582,0.058489811360833574,0.18913680884951653
"BOU2019utide(20,23,25,27)(111finalfinal)",27,"[0.9199323028565726, 0.9019499036019902, 0.8024833108493428, 0.8713839896061522, 0.823730635922776, 0.6289690498257904, 0.8538353431867312, 0.5974455572703896, 0.7593733256807861, 0.5061876409395272, 0.7152044511319133, 0.8935292917970034, 0.8304055814509035, 0.7103287589061025, 0.8818625087315795, 0.8119908758594027, 0.8720973145963633, 0.8081072586600925, 0.489328273080766, 0.36653270330845644, 0.2678131619209315, 0.9132121473254692, 0.9599539196752777, 0.8279679757735063, 0.8023242042473695, 0.7404934702320051, 0.6948468190309465, 0.7635139231270216, 0.883095441925033]","[0.008683246082313382, 0.007505653095682241, 0.00709161303630388, 0.005696676846660036, 0.007702604199731742, 0.009248416306687464, 0.00868536285315044, 0.03394867309138001, 0.028841565063011956, 0.10270617953011035, 0.061786734828489606, 0.023954633443295424, 0.03685917239984925, 0.05951277677070328, 0.019347162631806324, 0.030024100892047097, 0.01571620233453834, 0.015123370442557803, 0.05487314263426077, 0.07282369251943034, 0.07155448433577277, 0.012074327023960076, 0.007435209565698018, 0.035318214123861505, 0.050379879130344474, 0.056664177213152964, 0.05927822984786664, 0.040139724555747464, 0.01673973416436203]","[0.0774843011772859, 0.07164261225583032, 0.07004548940923212, 0.06332652335577303, 0.06763065293122857, 0.0732721524611321, 0.07018666791732148, 0.15215899868004468, 0.13633086540553582, 0.27281644159851803, 0.16797752054484813, 0.1292141766990625, 0.1619338845655266, 0.22072527430126768, 0.11927099101297305, 0.14866457403086591, 0.1042286867908034, 0.09349099256467852, 0.19786914602554442, 0.24932796544816058, 0.22356944432231235, 0.08974286008766075, 0.07194912564574096, 0.15875082442256275, 0.18663962483213412, 0.18456204522979483, 0.20256034586617877, 0.168793452647902, 0.10776125989868765]",0.7908754199757246,0.032696816671180344,0.13836708260060962
"BOUmulti2019(20,23,25,27)(111finalfinal)",20,"[0.9093583098385579, 0.8964562779739729, 0.8101555910382219, 0.665722401525922, 0.5685518252425754, 0.6578674163530946, 0.6725410378014536, 0.6745332460500952, 0.8472187562017672, 0.536616147318616, 0.5435422819409652, 0.84852810601191, 0.8034387985221778, 0.6587662598047043, 0.5882527470472193, 0.2729946701063578, -0.32979839922091214, -2.2806105401787424, -3.207418731600546, -3.3816688494196736, -5.059225751792473, -3.120434413084195, -2.2573917849156326, -2.2964419634333737, -1.6372762116685946, -2.1936975590576697, -2.6798211158429326, -3.1340453728180506, -3.670022718809572]","[0.009829982990252817, 0.007926185555273827, 0.006816148504979488, 0.014805866312857496, 0.01885338691865478, 0.008528087924103036, 0.019458191660135047, 0.027447627597987988, 0.018312392821292347, 0.09637746867129388, 0.0990290476737553, 0.03407936096873146, 0.04272005691210378, 0.07010626022171108, 0.0674311006653853, 0.11609905356220626, 0.16340064041928873, 0.2585501052851169, 0.4520992175814964, 0.503718671316792, 0.5921504615966958, 0.5732538719552615, 0.6047880432252704, 0.6767602929448789, 0.6721392281302022, 0.697355263520528, 0.7148320761764957, 0.7016880010868818, 0.6687073638674758]","[0.08310136176613404, 0.07396775475413205, 0.057089791838571394, 0.09610480878614808, 0.12162488227759823, 0.07231717433098225, 0.11861332160670544, 0.14571243044766077, 0.10778418028694302, 0.2581389505995805, 0.22885816793978575, 0.14602534546850893, 0.15656671185063384, 0.1960731902908481, 0.22051102153616967, 0.2797121976474465, 0.33887219083489284, 0.4397267511287232, 0.5450013667448929, 0.5927921031597857, 0.6264215704347232, 0.6367465148712769, 0.659152498704893, 0.679284594776384, 0.6856607215117232, 0.6874007656502144, 0.7007001606565981, 0.6925126925060446, 0.6678714206862143]",-0.8042214354187098,0.28209164843870355,0.36361493552372043
"BOUmulti2019(20,23,25,27)(111finalfinal)",23,"[0.9267169284784895, 0.884161836227231, 0.7763726584687749, 0.729323415713941, 0.739387194246098, 0.5918748451514844, 0.7031717344380745, 0.3641470344069402, 0.8430861508491142, 0.5528300780625193, 0.3948239074589752, 0.5413617886354474, 0.3904798701838016, 0.06485757455804742, 0.4747502185906416, 0.47361885710785956, 0.5690731121095748, 0.5277277491838083, -0.4807258233258074, -0.3748775003809257, -0.8235027146012839, 0.1446377905729911, 0.05856632053897459, 0.27944035056127026, 0.30605954184948814, 0.2521331563675149, 0.18384332850145035, 0.2097720779411707, 0.10205987012449758]","[0.007947461540565645, 0.00886731481619306, 0.008029086439714348, 0.011988842026071539, 0.011388236989522649, 0.01017303633429534, 0.01763806140064488, 0.05362346597576248, 0.01880772778985105, 0.0930051940586445, 0.13129367682531154, 0.10318810142015464, 0.13247138519225427, 0.1921244311446884, 0.08601920384578214, 0.08406039129274395, 0.05295067996505316, 0.03722052303261594, 0.15910823925139833, 0.15805655139980662, 0.1782056022346666, 0.119001942348893, 0.1747925550325985, 0.1479310616864346, 0.17685845792181884, 0.16329939519178488, 0.15854438289426584, 0.13412853537563355, 0.1285773567527586]","[0.0717570025413037, 0.08518413904740171, 0.0670833514235714, 0.08690769393091058, 0.09218935519387504, 0.08418335000744644, 0.12052201931544648, 0.18578564182340174, 0.1065689537487232, 0.2484650181833839, 0.2888898637129731, 0.2777954675029731, 0.30895086144275874, 0.370994344071482, 0.2520948996803123, 0.24132698417656592, 0.19275587580435702, 0.15676667286531235, 0.29848996376658915, 0.3089739637465891, 0.31523650698869626, 0.27633866188967854, 0.3546809552103107, 0.3084440857785089, 0.35321519989595523, 0.32297681037700005, 0.31678566313787504, 0.2977731677853214, 0.28470677276032147]",0.3857272471433639,0.09604209884808015,0.23184653677568434
"BOUmulti2019(20,23,25,27)(111finalfinal)",25,"[0.9212793640632667, 0.8748291703710656, 0.7189624841247395, 0.7770482583806889, 0.7522648519325199, 0.5334455894696472, 0.8059714603237305, 0.5926668174454135, 0.8291509538538187, 0.5217703711217346, 0.7234958449528415, 0.9249402799100948, 0.893696318617196, 0.8519914461500998, 0.7926058973163315, 0.4534229933625957, -0.11021723919145754, -1.8023533866036776, -2.3070342114315214, -2.636688653077246, -3.7920615030909675, -2.8826770530496892, -2.1658720786422103, -2.091086066320425, -1.539435102776022, -1.862625213589876, -2.2978280124361374, -2.4587401474421267, -2.4515178171443144]","[0.008537158904050844, 0.009581722603105938, 0.010090333732514493, 0.009875007166806142, 0.010825510161197083, 0.011629459526974526, 0.011529519568524818, 0.03435167914195748, 0.020478003506135642, 0.09946518595370803, 0.05998790702584879, 0.01688753753456702, 0.023103742165271227, 0.030408265563955192, 0.03396455596286271, 0.08728556801467999, 0.13641933092617758, 0.22085790260035196, 0.3553503168758003, 0.41807540443489805, 0.4683141951289126, 0.5401759695882578, 0.587795913408412, 0.6346006800562697, 0.6472033313441584, 0.6250644349593619, 0.6406271312627991, 0.5870657531470758, 0.49422786993047896]","[0.07587133493991977, 0.08105918254789277, 0.07707620398240174, 0.08062106962580343, 0.08757915022932147, 0.08462208616704475, 0.08558082821638396, 0.16093546525766075, 0.12309495529730377, 0.27127867255968763, 0.17446319777661606, 0.11148424989361613, 0.12120954700446412, 0.1431032217744642, 0.15231962101276791, 0.22957454384404474, 0.30661278023170546, 0.3998158298104287, 0.48319153774383033, 0.5374474153171697, 0.5546933750251072, 0.6001741248143232, 0.6597910103787856, 0.6470788610310625, 0.6687840333399089, 0.62306612059, 0.6089641268627678, 0.6047986653165983, 0.5610754820732143]",-0.5494126526221264,0.24225206546696781,0.3277020169403898
"BOUmulti2019(20,23,25,27)(111finalfinal)",27,"[0.9213762210367814, 0.821483655029439, 0.3266566132843084, 0.27648372641017305, -0.08630734990288524, -0.36327226135587853, -0.08014225558615595, 0.0709398005044175, 0.43623351659844356, 0.5737651614792972, 0.3885808281177886, 0.6088600839711764, 0.5081397060862152, 0.35757419998325857, 0.48579935122314843, 0.12836259321516308, -0.3290760240988253, -1.6334001745355766, -2.4808076102800083, -2.8253509265412453, -3.966774817940273, -2.4414937154155503, -2.0267276969534285, -1.7953859653155115, -1.3425301493955701, -1.6125770048453152, -1.9842867769926222, -2.30552801672593, -2.529356979753173]","[0.008526654881007567, 0.013665277307013102, 0.024175631738641436, 0.032046075689330114, 0.04746936939022282, 0.033981287562287014, 0.06418396640694936, 0.07835054752102934, 0.06757317224856436, 0.08865098461768939, 0.13264812035260762, 0.08800179384218758, 0.10689952844621668, 0.1319859820524732, 0.08420970743878801, 0.13919606062852377, 0.16331187767326566, 0.20754243274086473, 0.3740227672943476, 0.4397641063844937, 0.4853884178552238, 0.4787965053895764, 0.5619614839372491, 0.5738933813385079, 0.5970199099813976, 0.5704655159078819, 0.5797194606877064, 0.5610604474357779, 0.5053737731450761]","[0.08199730647258048, 0.09689788006640171, 0.12769179164344643, 0.14600249253661604, 0.17906562042649107, 0.14132869161521433, 0.19102175696510712, 0.2018985123003393, 0.18834762256016963, 0.2517309180819198, 0.2790673812692499, 0.2550616702404195, 0.27701278777808025, 0.3058210761913123, 0.21521616513784816, 0.27070708017040174, 0.30658283335106246, 0.3673681719551071, 0.4608765065910624, 0.5314847802242321, 0.540110744503616, 0.5737695309397858, 0.6426050723696786, 0.6176858740560626, 0.6494754701485088, 0.6125857369374464, 0.6109822514492912, 0.6046640789614911, 0.5809971456876608]",-0.6368061697896961,0.25591612068585207,0.3613011582099194
"WHI2019_utide(20,23,25,27)(2final)",20,"[0.9733681080489446, 0.9821569431981974, 0.938648512062099, 0.8649231466560086, 0.8099601551962062, 0.7653453993452678, 0.9500186256252997, 0.6366300530430417, 0.838475425371403, 0.7664165379355136, 0.939645189780433, 0.9600173821934619, 0.9719842651915473, 0.9701370841899523, 0.9616429293955864, 0.9702849312812071, 0.9679271667305288, 0.9513488308342959, 0.813118898841931, 0.8651875406941574, 0.8554588156053424, 0.9392124027963351, 0.9605305538458894, 0.969570204516996, 0.9725793101877092, 0.9728230619277608, 0.9653466907853206, 0.9596961227554048, 0.9331672382599784]","[0.04047954186771231, 0.0185258320386873, 0.05011680987180791, 0.0826441494719985, 0.0827373299417028, 0.14809580409154668, 0.03575244858272539, 0.4018194053392146, 0.24942548180428767, 0.45427665852203164, 0.11833724350262875, 0.08333402847541209, 0.060641140801046094, 0.06251724967108772, 0.07414494731749244, 0.053772014430989, 0.047643097751966144, 0.06190683785194444, 0.2307423198571891, 0.15753222882755266, 0.21501665040221588, 0.10298755084374012, 0.07774577411476882, 0.0666370628865221, 0.06119843092780442, 0.0628658151296725, 0.06955458271660121, 0.07574549720096921, 0.10859424964980732]","[0.16949972500000005, 0.10656083700000002, 0.195303985, 0.247276557, 0.23818683599999996, 0.36684814900000007, 0.15319010999999996, 0.566026087, 0.4668695420000001, 0.6024575889999999, 0.31335558900000005, 0.24687732299999998, 0.19261428899999994, 0.20187221900000002, 0.21601956400000003, 0.18795474199999995, 0.1797825110000001, 0.21446310200000007, 0.4211570230000001, 0.3307183109999999, 0.41125153300000006, 0.259614051, 0.236381622, 0.22654136100000002, 0.21438884800000008, 0.20805863499999996, 0.213526202, 0.21937944800000003, 0.29286481300000006]",0.9277355175009319,0.11335871653867144,0.2685875938844086
"WHI2019_utide(20,23,25,27)(2final)",23,"[0.9851829700220456, 0.9772471493128464, 0.959063302707583, 0.9408921551235097, 0.8752726401735483, 0.8333986393640977, 0.9267603196197045, 0.742705496053747, 0.8412168795652832, 0.7549942781211971, 0.963205537289376, 0.9821051376538671, 0.983442865174971, 0.9791621691431229, 0.9725258931078528, 0.9823826809184567, 0.9795700343836046, 0.9390723762956602, 0.8636563461253145, 0.9293977536089878, 0.9154299356054826, 0.9579554288468737, 0.9769582391357848, 0.9779283659855681, 0.9709239447977044, 0.9647190507324465, 0.9558830301843495, 0.9788582091938208, 0.962998064522056]","[0.022521365979182115, 0.023623502122626993, 0.033440373558020806, 0.03616398698969, 0.054302342402842284, 0.10514587140962639, 0.05238947387443578, 0.28451974479050074, 0.2451921412446531, 0.47649084258864877, 0.07214263912843685, 0.03729748200910361, 0.0358385582620361, 0.04362346538997242, 0.053107971386089414, 0.03188007892066429, 0.030348015741338427, 0.0775281783778333, 0.1683436730514588, 0.08250075172188598, 0.1258047804614568, 0.07123274497638442, 0.045386994495974796, 0.048333839925065784, 0.0648929318748621, 0.0816120502007176, 0.0885496218337674, 0.03973303726126439, 0.0601231688501612]","[0.12207417700000006, 0.11677885199999997, 0.16290134800000003, 0.157229702, 0.19266485499999997, 0.30001813200000005, 0.18338451799999994, 0.46753573300000006, 0.47090142300000004, 0.6109993999999999, 0.23477532600000012, 0.160771202, 0.15352974899999997, 0.17337602600000002, 0.18752962200000003, 0.15223584499999995, 0.15433676000000002, 0.21969908300000007, 0.34842739599999994, 0.234259386, 0.3010116120000001, 0.22655933800000003, 0.192528064, 0.19156276399999997, 0.212383949, 0.23866666800000005, 0.239631098, 0.14881277199999995, 0.21912335400000005]",0.9439242570016987,0.08796401822045573,0.23101393965053765
"WHI2019_utide(20,23,25,27)(2final)",25,"[0.9876258422670088, 0.9820378478508325, 0.9709178795668156, 0.9166742022522468, 0.8581117353652217, 0.7896468539481742, 0.9526171992981515, 0.6524145352109785, 0.8343121627123675, 0.7781848572505481, 0.9503831312943753, 0.9705175818369083, 0.9777032848611287, 0.9793688279535323, 0.9689660139012806, 0.9734323523102605, 0.9650859798212496, 0.9308781728200589, 0.8128764474756304, 0.8584331172199353, 0.8653903470080969, 0.9417288156644869, 0.963780868707244, 0.9714101615872479, 0.9718090165596739, 0.9680286966319661, 0.967390042999135, 0.961258648883306, 0.9366255712981029]","[0.01880828583079491, 0.01864948464072619, 0.023756605575633, 0.05098127113164022, 0.06177365687739678, 0.1327586086989573, 0.03389364872399079, 0.3843647113244147, 0.2558543722501869, 0.4313894526916024, 0.09728343859412743, 0.06144891979347428, 0.048262101686127164, 0.043190830461445416, 0.05998928562799522, 0.04807648094270121, 0.05186358380984266, 0.08795500335632708, 0.23104167485010219, 0.16542496655979297, 0.2002426977427853, 0.09872419433477454, 0.07134339785577402, 0.0626078102066165, 0.06291759852395691, 0.07395616245093399, 0.06545325693283749, 0.07280894800176659, 0.10297492356576543]","[0.11776712900000003, 0.10149191999999996, 0.136865392, 0.19485003400000003, 0.202696896, 0.35092167900000004, 0.146827404, 0.556844906, 0.47372832099999995, 0.5897186719999999, 0.2817657520000001, 0.20488313899999994, 0.1716407439999999, 0.17459909400000007, 0.19662200600000002, 0.18147474000000002, 0.19897434400000014, 0.251055921, 0.40232340600000005, 0.329476972, 0.36831877500000004, 0.265536047, 0.23847369800000004, 0.222372759, 0.20995432500000008, 0.22692789399999996, 0.20527682700000002, 0.21272810200000006, 0.28636932600000004]",0.9328233542987239,0.10537760840075103,0.254963722748656
"WHI2019_utide(20,23,25,27)(2final)",27,"[0.9913166860078338, 0.9887423614175097, 0.9623945862913397, 0.9303525423005659, 0.8661267592111253, 0.8348195829183089, 0.9351191372957655, 0.7258335783874146, 0.8517822248683052, 0.7645126524207984, 0.9631252169215703, 0.9735872588697917, 0.9753008583984079, 0.986309959487275, 0.9764207708864747, 0.9820067457942551, 0.9782944028489653, 0.947617492468001, 0.8921448104537772, 0.9047186670687885, 0.9030251779759627, 0.9720449263937937, 0.972027972889383, 0.9785159958781605, 0.9713060382963311, 0.969190723105029, 0.9670710956041352, 0.9695821398371345, 0.9672817593626015]","[0.013198332771189203, 0.011688418853791398, 0.030719114276335592, 0.0426124444119113, 0.05828416932748957, 0.10424908192566801, 0.046410282567383276, 0.30317693969721365, 0.22887718515395075, 0.4579793639370003, 0.07230012269749544, 0.05505092568247336, 0.05346224661846907, 0.0286597493086517, 0.04557909853022634, 0.032560366390802405, 0.03224292279210273, 0.06665482979487602, 0.13316893195894872, 0.11133897281898586, 0.1442578562800971, 0.04736203924484261, 0.05509849043188891, 0.0470470113583554, 0.06404016257023333, 0.0712681575978055, 0.06609343397423711, 0.05716611153421413, 0.05316274083811292]","[0.09524882600000004, 0.07635631400000001, 0.15453630999999998, 0.174075627, 0.19830019999999993, 0.30630324600000003, 0.1687625089999999, 0.49526937099999996, 0.44961527800000006, 0.6064589480000001, 0.2428166780000001, 0.19695414399999994, 0.18027396299999993, 0.138788303, 0.16553479900000007, 0.152628792, 0.15420175900000008, 0.20807301600000006, 0.318556581, 0.27079621499999995, 0.33331953500000006, 0.189078094, 0.20599640299999997, 0.18671887399999998, 0.21549303900000005, 0.22829778700000003, 0.20735197900000008, 0.1829159670000001, 0.2041574750000001]",0.9453175585317716,0.08577839579933806,0.2282733623655914
"WHImulti2019(20,23,25,27)(2final)",20,"[0.976513228473148, 0.9041773888616923, 0.6570924520717741, 0.24460200224174133, -0.6204453868878317, -0.2720682737349014, -0.06870380176023438, -0.17989549406550998, 0.5213776029705417, 0.3428002419751881, 0.6590082886135549, 0.7190285060856134, 0.7987682928342997, 0.8249999588549544, 0.8305156931272689, 0.8231340935685298, 0.7443849332989498, 0.5123294368058546, 0.1657119042923162, -0.15636728147896384, -0.24263522684820504, -0.28580918936018795, -0.2763222851053866, -0.22860653500908734, -0.1817534761123487, -0.0904311759245473, -0.05697074781872802, 0.04161162749151748, 0.049327258696054144]","[0.03569906911254651, 0.09948932064585424, 0.2801143535511571, 0.46217559479711495, 0.7054906025937372, 0.8028309410191689, 0.7644603254834977, 1.3047444065152158, 0.7390864347167891, 1.2781320536065053, 0.6685800027523529, 0.5856166444112065, 0.43557380776564025, 0.3663581056285995, 0.3276163900476382, 0.32005431866856826, 0.37970744609287466, 0.6205430002719952, 1.0300965129159918, 1.3512483648219022, 1.8485199582920695, 2.1784433890503694, 2.514062743318088, 2.6904791713739966, 2.637477721262046, 2.522390290439953, 2.1215047270880345, 1.8011568303150711, 1.5447153509235485]","[0.15327183900000002, 0.27839576800000004, 0.445013564, 0.576869624, 0.739430383, 0.7644872979999998, 0.765410048, 0.98158739, 0.7160042850000002, 0.8909348239999997, 0.7152257100000001, 0.6683283869999999, 0.579750393, 0.5286413149999999, 0.49648904200000005, 0.494145481, 0.5320128500000001, 0.6475168859999999, 0.865544737, 1.007255582, 1.1922693789999999, 1.3167840000000002, 1.42137716, 1.4757025919999998, 1.460707501, 1.4215288100000003, 1.3123394640000003, 1.2005701790000003, 1.0975855979999998]",0.2896620268290002,1.1142818458346277,0.8543320639112904
"WHImulti2019(20,23,25,27)(2final)",23,"[0.984323977514847, 0.9648885667214573, 0.8211936974554732, 0.6044947563921528, 0.28061281781297187, 0.43916295529386973, 0.6747789868984588, 0.5045404923657252, 0.8061650027348306, 0.6922416220052036, 0.8043074541876273, 0.7713787887684065, 0.6608756947378408, 0.5457897881702625, 0.4275289217015672, 0.2863737489680822, 0.21932231779392564, 0.12889796009084709, 0.0951377505061044, 0.26149345181572625, 0.2685216412589029, 0.31681208583755494, 0.265369710814099, 0.11714285299539917, -0.05841850627524359, -0.265280026842982, -0.5671021486173602, -0.8328708800169151, -1.1954784226072022]","[0.0238270044679196, 0.036454993266072114, 0.146063311089951, 0.24198220243142837, 0.31319839641992697, 0.3539568918245545, 0.2326356106530022, 0.5478858292891412, 0.2993190831461136, 0.5985331596337038, 0.38369297096953436, 0.47650523082411567, 0.734047665894342, 0.9508774493669232, 1.1065974870443127, 1.291369083880066, 1.1596700177257406, 1.1084455658913361, 1.117234505284812, 0.8629661022300559, 1.0881329580694539, 1.1574704920462213, 1.4470535081213964, 1.933335610409219, 2.3622145282414353, 2.9268514371760586, 3.145417811214319, 3.444624329057, 3.567357172112795]","[0.12462262200000002, 0.15766718300000002, 0.312487158, 0.41079634400000004, 0.48721363600000006, 0.496522449, 0.41017046, 0.6370713179999999, 0.447536199, 0.665316876, 0.5245963720000001, 0.610486346, 0.764547941, 0.8691257350000002, 0.939434675, 1.015996276, 0.961690811, 0.9301254940000001, 0.887121149, 0.8038636899999997, 0.899250598, 0.9623060119999998, 1.083522715, 1.2545788020000002, 1.3836631460000002, 1.5351990889999998, 1.59529645, 1.6691417979999996, 1.6875899019999998]",0.23698469155280877,1.1969149030583246,0.8665339331317203
"WHImulti2019(20,23,25,27)(2final)",25,"[0.9826288032877436, 0.9050660386230168, 0.7738878665646118, 0.560818048614477, 0.038254051204531514, 0.22484712848278976, 0.3361497881229307, 0.09452505071250161, 0.6192599875813087, 0.4124293157302986, 0.7055577723856918, 0.7427497325736576, 0.8041831728386133, 0.8220849581472528, 0.8380122365093674, 0.8526675243799551, 0.8669916681180723, 0.8088375845096458, 0.6995133605053748, 0.7121975118843978, 0.6879802183816885, 0.7515635983952154, 0.7735322089489927, 0.7806342289776627, 0.7665118209716373, 0.6802109444289207, 0.5902724988120538, 0.3842105879848331, 0.09085492775107185]","[0.02640360984861171, 0.09856666617008891, 0.1847065031668066, 0.2687049478660636, 0.41871372799604695, 0.4892164376104576, 0.474862303481998, 1.0012864539822695, 0.5879369207940283, 1.1427163752794018, 0.5773107637964965, 0.536175525443175, 0.42385309071119137, 0.3724605849777013, 0.3131254290495626, 0.26661099390909315, 0.19757933153066656, 0.24324719964776878, 0.371011214367981, 0.3363054694530087, 0.46415454933327605, 0.42090587091285797, 0.44608970844371887, 0.4803808388042073, 0.5211068829610999, 0.7397374786882176, 0.822386837461723, 1.157290026989557, 1.4772384736656894]","[0.134027597, 0.27754373099999996, 0.35178915800000005, 0.43732725999999994, 0.567726208, 0.5888802710000001, 0.605640425, 0.8418256120000001, 0.633030152, 0.8497098680000001, 0.6710787880000001, 0.6498499839999999, 0.578569565, 0.5373174810000001, 0.485867719, 0.44637748600000005, 0.378992389, 0.3995949739999999, 0.5353659239999999, 0.49494320300000005, 0.5922350009999999, 0.5742094259999999, 0.59550685, 0.61824801, 0.6386483230000001, 0.7534199439999999, 0.805341827, 0.962259033, 1.076136748]",0.655381445591293,0.5405908362200907,0.6033311464381721
"WHImulti2019(20,23,25,27)(2final)",27,"[0.9822526198533231, 0.9224617258416845, 0.8030933486749828, 0.6101964342039332, 0.19301492585598323, 0.4126398352450359, 0.7104864734245416, 0.5112985857835131, 0.8311703383249776, 0.7165867100432746, 0.8601970146110435, 0.8334233424333806, 0.7508974841006648, 0.658079738945812, 0.5599048178923189, 0.4925261411157853, 0.4406399890906725, 0.37439898338605104, 0.4118560640406156, 0.5840587953946142, 0.6220236881130219, 0.7116240318021481, 0.6903926844265158, 0.6031842182064513, 0.48434256048595337, 0.33879748842646495, 0.1379402632881619, -0.166089877399215, -0.46233985711285763]","[0.02697539547734402, 0.08050532257911752, 0.16084912589143438, 0.2384937415911543, 0.35133574438780074, 0.37069623032330495, 0.2070934943744161, 0.5404126381210118, 0.2607059625631229, 0.5511864633067767, 0.2741107107152143, 0.347188470553964, 0.5391920234763505, 0.7158013123666911, 0.8507123609252251, 0.9183183091888243, 0.8309101804130492, 0.7960544702147214, 0.7261820235017749, 0.48603923821352446, 0.562270199000287, 0.48857227548218446, 0.6098555405837421, 0.8689719331340972, 1.1508618641812494, 1.5294966175132543, 1.7302880048862843, 2.1915027432370797, 2.3761056012306256]","[0.11801400600000006, 0.241883587, 0.3159887599999999, 0.402262579, 0.5135761259999999, 0.5064791660000001, 0.38905387500000005, 0.629721755, 0.43835315100000005, 0.6366014699999999, 0.432217165, 0.5112339819999999, 0.651723423, 0.7523287200000002, 0.819599874, 0.852091987, 0.8101318729999999, 0.7772425780000001, 0.680411381, 0.5790015050000001, 0.6068847930000001, 0.608113797, 0.7017454489999999, 0.84169335, 0.968433843, 1.109107437, 1.186204189, 1.327194257, 1.3701195850000003]",0.516449824704361,0.7585279152074479,0.7000436483534945
"TOB_utide(20,23,25,27)(21)",20,"[0.9964375744459452, 0.9904075512498959, 0.8817814104928757, 0.6491726998601652, 0.5387222870402135, 0.9241407119375034, 0.7163703003170825, 0.7260254073829371, 0.8401905130498676, 0.7328264320647966, 0.9304808363405448, 0.87922731804949, 0.8817739809607195, 0.8795775754861609, 0.8776133293814736, 0.9351646605078014, 0.9313143881376281, 0.42244297883900617, 0.5817279381074268, 0.6384594934836215, 0.775878402992302, 0.9024648311175506, 0.9295265517390274, 0.9778381912654484, 0.9310489757777363, 0.9643608571692794, 0.9230495533470975, 0.8960804498117292, 0.9797948021158172]","[0.002868172429940103, 0.005232847222167602, 0.04205875687279909, 0.08090157179021722, 0.12293292962862097, 0.0208676151865243, 0.15117751036077315, 0.16145398732516525, 0.17367726361253996, 0.2742969326112529, 0.09218347584441934, 0.18314727938587094, 0.1819364906065879, 0.16889821769958313, 0.15621260774020562, 0.06584449493170641, 0.05452983075990031, 0.3672240884596416, 0.24105995173861447, 0.2292532294058039, 0.18019269437386737, 0.09656134946137448, 0.0903624263436342, 0.03149972738101933, 0.10685427247501385, 0.05546545545887382, 0.10426989412449761, 0.12554827773205324, 0.021046867084246305]","[0.044865855000000024, 0.06483438800000002, 0.17699498300000002, 0.271155578, 0.32623241199999997, 0.10749030300000002, 0.3201291470000001, 0.33327167899999993, 0.38831023800000003, 0.48724596899999995, 0.259661651, 0.38311436939999993, 0.35837791440000005, 0.37238618500000015, 0.34457267599999997, 0.214717492, 0.18855572899999998, 0.5658558379999998, 0.47477343499999997, 0.45666573299999996, 0.39281338499999996, 0.258279433, 0.248015644, 0.15689269659999994, 0.286680345, 0.2079026342, 0.295877372, 0.337322978, 0.12459310700000001]",0.8754491293466633,0.12113894402780075,0.2871882725672043
