future_steps,Time_Step,Predicted_Values,Actual_Values,Utide_Values
25,0,1.6515390051245684,1.6194701920607288,1.7959603705413922
25,1,1.6338904551245685,1.625470192060729,1.7669585883044039
25,2,1.6073806851245684,1.571470192060729,1.734830915203184
25,3,1.5790058811245684,1.513470192060729,1.7037875622323282
25,4,1.5532504121245685,1.456470192060729,1.6784350260645442
25,5,1.5372548691245684,1.424470192060729,1.6630393480445138
25,6,1.5337819301245685,1.400470192060729,1.660760687395356
25,7,1.5485120701245685,1.424470192060729,1.6729966425693363
25,8,1.5803629591245685,1.4764701920607295,1.6989593539790535
25,9,1.6268740951245686,1.571470192060729,1.7355751167000717
25,10,1.6810321251245686,1.6484701920607288,1.7777414932220517
25,11,1.7340406351245685,1.6754701920607287,1.8189156777693047
25,12,1.7775638051245686,1.7114701920607287,1.851950663003015
25,13,1.8021446351245685,1.7524701920607288,1.870053249166234
25,14,1.8016393651245686,1.7644701920607289,1.8677177980396764
25,15,1.7703601951245684,1.735470192060729,1.8414951472976817
25,16,1.7083882051245685,1.7114701920607287,1.790485424006568
25,17,1.6174368401245685,1.612470192060729,1.7164904170096504
25,18,1.5037936881245684,1.505470192060729,1.6238163837526305
25,19,1.3761542551245685,1.3664701920607292,1.5187713407276462
25,20,1.2433639351245684,1.231470192060729,1.4089428868990286
25,21,1.1172346951245684,1.0884701920607291,1.3023670011304103
25,22,1.0056425551245685,0.9804701920607289,1.2067026659847437
25,23,0.9177616751245685,0.8994701920607291,1.1285132417481205
25,24,0.8596429351245685,0.8474701920607289,1.072728011490705
25,25,0.8550332351245685,0.801470192060729,1.0423231441486622
25,26,0.8709041351245684,0.7934701920607291,1.0382274583010513
25,27,0.9144471351245684,0.802470192060729,1.0594304637025815
25,28,0.9836441751245685,0.8914701920607289,1.1032516888305461
25,29,1.0724353351245686,0.9564701920607289,1.1657218774923386
25,30,1.1748645851245685,1.045470192060729,1.2420266233685024
25,31,1.2813759951245685,1.175470192060729,1.3269683448332414
25,32,1.3872309451245686,1.2774701920607292,1.4154097458644843
25,33,1.4852041911245686,1.3774701920607293,1.5026685705785328
25,34,1.5710527511245684,1.459470192060729,1.5848383864321085
25,35,1.6412608351245686,1.5424701920607289,1.6590138129717056
25,36,1.6952752251245684,1.6174701920607288,1.7234028433285118
25,37,1.7342332551245685,1.6464701920607288,1.777315638440459
25,38,1.7607604751245685,1.6564701920607288,1.8210298421296558
25,39,1.7777062351245685,1.6784701920607288,1.8555471250991697
25,40,1.7881853751245684,1.7044701920607288,1.882272441974722
25,41,1.7948233951245685,1.710470192060729,1.9026630472400647
25,42,1.7994019651245685,1.7364701920607288,1.917904533395537
25,43,1.8027347351245684,1.7334701920607287,1.9286721682190315
25,44,1.8044287751245685,1.7294701920607287,1.9350253720314
25,45,1.8027412851245685,1.738470192060729,1.9364614949982508
25,46,1.7971986151245685,1.7344701920607288,1.9321251224356648
25,47,1.7837862851245685,1.6954701920607287,1.921136440609922
25,48,1.7631418351245685,1.6654701920607287,1.902973622950623
25,49,1.7347294051245685,1.640470192060729,1.8778265113855346
25,50,1.6506165751245685,1.605470192060729,1.846837116730647
25,51,1.6123936091245685,1.571470192060729,1.8121585546658432
25,52,1.5752919551245685,1.5354701920607288,1.776796073334528
25,53,1.5470031491245684,1.5024701920607288,1.744236249827856
25,54,1.5305048811245685,1.4674701920607292,1.7179149338778386
25,55,1.5298577751245686,1.4304701920607292,1.700611874861801
25,56,1.5421965711245684,1.429470192060729,1.6938819439147552
25,57,1.5684171351245686,1.431470192060729,1.6976340568336419
25,58,1.6026810151245685,1.4674701920607292,1.7099481551548485
25,59,1.6391863351245686,1.5414701920607288,1.7271812430218132
25,60,1.6690784051245684,1.5874701920607288,1.7443628256869645
25,61,1.6867865251245684,1.6024701920607287,1.7558279540925747
25,62,1.6850897751245686,1.6114701920607288,1.7559926363155745
25,63,1.6601086351245684,1.600470192060729,1.7401501451039996
25,64,1.6097944251245684,1.581470192060729,1.705162680531969
25,65,1.5344474011245686,1.5434701920607288,1.6499414192410156
25,66,1.4388105481245685,1.4374701920607291,1.5756451292995883
25,67,1.3269839751245684,1.306470192060729,1.4855755891318059
25,68,1.2072651351245685,1.1844701920607292,1.384797576411736
25,69,1.0877781751245685,1.051470192060729,1.2795528066319746
25,70,0.9756678851245685,0.934470192060729,1.1765637479518725
25,71,0.8791996751245685,0.821470192060729,1.082331079419916
25,72,0.8026673351245684,0.7324701920607289,1.0025179346729733
25,73,0.7514738351245684,0.669470192060729,0.9414891023930722
25,74,0.7270920751245685,0.6094701920607289,0.9020405394796869
25,75,0.6833360751245685,0.5834701920607289,0.8853211566461734
25,76,0.7219980351245685,0.5894701920607289,0.8909214622865347
25,77,0.7839531851245685,0.639470192060729,0.9170865070385148
25,78,0.8651848951245685,0.7054701920607289,0.9610049621310532
25,79,0.9575070651245685,0.769470192060729,1.019130590953744
