Time_Step,Actual_Values,Predicted_Values,Utide_Values,Step_MSE,Step_MAE,Step_R2_Actual_vs_Predicted,Step_R2_Actual_vs_Utide
0,0.3285833105147867,0.40084988,0.0537140881480574,0.005222456889986191,0.07226656827320771,,
1,0.4685833105147862,0.5459154,0.1939901123020195,0.005980255903496345,0.0773321143089748,,
2,0.6075833105147866,0.7042835,0.33184988029062146,0.009350921980857865,0.09670016536106785,,
3,0.7545833105147863,0.87140536,0.46561239197465276,0.013647391966223782,0.11682205256809941,,
4,0.8985833105147862,1.0377544,0.5938987100524905,0.019368596731616963,0.13917110595097304,,
5,1.0555833105147863,1.1936616,0.7154932634596468,0.019065605894079046,0.13807826003422496,,
6,1.1745833105147863,1.3324226,0.8291865366653152,0.024913245755506127,0.15783930358280895,,
7,1.266583310514786,1.4499912,0.9336403334784626,0.03363846353463337,0.18340791568150316,,
8,1.4095833105147861,1.5448532,1.0273110308601978,0.018297945828271413,0.1352698999344326,,
9,1.471583310514787,1.6173604,1.1084522717301293,0.02125094625272186,0.14577704295506155,,
10,1.5495833105147863,1.6671914,1.175199745425885,0.013831659471751148,0.1176080757080531,,
11,1.6155833105147863,1.6966013,1.2257216087138672,0.006563910023158278,0.08101796111454718,,
12,1.6525833105147858,1.7063094,1.2584030849468504,0.002886496747884618,0.05372612723698422,,
13,1.6485833105147865,1.6964711,1.272026327234025,0.002293239911056978,0.04788778457035758,,
14,1.6455833105147861,1.669265,1.265908381199823,0.0005608239237208834,0.02368172129978907,,
15,1.6345833105147862,1.6232733,1.2399703270855644,0.000127917391015538,0.011310057073929292,,
16,1.5565833105147868,1.5612499,1.1947268206212585,2.1776611117659393e-05,0.004666541665694135,,
17,1.477583310514786,1.4837186,1.1312032794873905,3.764218999476238e-05,0.006135323136947424,,
18,1.3815833105147866,1.3912624,1.05080348977875,9.368500693990772e-05,0.009679101556441472,,
19,1.2555833105147864,1.2868111,0.9551598577380049,0.0009751756703861335,0.0312278028427575,,
20,1.1355833105147861,1.1714375,0.8459997988077845,0.0012855230404145042,0.03585419139256252,0.9410245175891526,0.27519667073984777
21,1.0015833105147862,1.0468035,0.7250548773789125,0.002044863224181418,0.04522016391148331,0.9413420434936101,0.26415148737356875
22,0.8365833105147864,0.9153464,0.5940263598366597,0.006203621752471175,0.07876307353367551,0.9419962852796548,0.27766271707006573
23,0.6645833105147865,0.78102547,0.45460519353489437,0.013558776343290065,0.11644215878834463,0.9427647908515188,0.3195117307352219
24,0.4975833105147864,0.6448325,0.30853018534133064,0.02168232141116321,0.14724918135990844,0.9437935221907461,0.3831231523094518
25,0.30558331051478604,0.5094636,0.15765892119027866,0.04156717581068454,0.20388029775013705,0.9433651793850112,0.46489137841392925
26,0.13458331051478614,0.37870207,0.004023804810255592,0.05959397082680759,0.24411876377453576,0.9423754973849301,0.546989186605453
27,-0.06841668948521375,0.25369114,-0.15014908510966152,0.10375345177802503,0.32210782632221935,0.938357709504473,0.6267586523458144
28,-0.23341668948521385,0.13667673,-0.3024694307177275,0.13696913820284104,0.37009341821064723,0.9339352285394961,0.693134779565981
29,-0.4164166894852136,0.030326912,-0.4504577187984724,0.19957984562844006,0.44674360166480287,0.9273948282621273,0.7484588715705366
30,-0.5884166894852139,-0.064530015,-0.5916504355004716,0.2744572477118098,0.5238866744934536,0.9192637225664593,0.792791649525491
31,-0.7314166894852139,-0.14563246,-0.723711635374877,0.34314316267780454,0.5857842287718273,0.9107921901268926,0.8270833385600311
32,-0.8774166894852138,-0.21203475,-0.8445255821203393,0.44273312937939596,0.6653819424807048,0.9009790317643263,0.8540695167387322
33,-1.0084166894852136,-0.26293215,-0.9522506722062521,0.5557471962915107,0.7454845379291986,0.8899671725152032,0.8752391301504829
34,-1.113416689485214,-0.2969036,-1.0453259180497585,0.6666936085956606,0.8165130792557218,0.878237187315834,0.8917648263043996
35,-1.1804166894852135,-0.31424716,-1.1224349799727935,0.7502496518164832,0.8661695283352349,0.8665993771193011,0.9046075640085726
36,-1.2594166894852137,-0.314216,-1.182445222174053,0.8934043662379333,0.9452007015644526,0.8534468973320701,0.9148930421818756
37,-1.3064166894852138,-0.29725736,-1.224347089337244,1.0184025446250362,1.0091593256889797,0.8393290086542616,0.9230912268260221
38,-1.346416689485214,-0.26448634,-1.2472200369956352,1.170573275362863,1.0819303468166808,0.823704285796925,0.9296774205403676
39,-1.3514166894852138,-0.21698728,-1.2502447098227671,1.2869300804816377,1.1344294074474788,0.8071949221813169,0.9349406950961838
40,-1.342416689485214,-0.15593988,-1.2327685810818148,1.407727226486212,1.1864768124519804,0.7895539010600545,0.939143402127593
41,-1.2964166894852136,-0.082663625,-1.19441696862895,1.4731965003850918,1.213753064006469,0.7714097639565173,0.9424805629359951
42,-1.2024166894852135,0.00049725786,-1.135227122482163,1.4470019647196715,1.2029139473460566,0.7537219961413552,0.945106295712143
43,-1.1234166894852138,0.09268586,-1.0557737966956282,1.4789054190747435,1.2161025528608775,0.7353417878978804,0.9471573439438516
44,-1.0014166894852135,0.19232512,-0.9572530016365579,1.42501949626232,1.1937418046890709,0.7171817923618468,0.948714633205527
45,-0.9024166894852136,0.29696766,-0.8414972895628481,1.4385228068044358,1.1993843449055168,0.698192217063887,0.9498750463788105
46,-0.7474166894852137,0.40589786,-0.7109097278215429,1.3301344402710993,1.1533145452438807,0.6798567618243332,0.9506950269629604
47,-0.6074166894852139,0.51824635,-0.5683214392055843,1.2671172844799325,1.125663042157791,0.6615443604680085,0.951243229788943
48,-0.42341668948521377,0.63382643,-0.4167950723457346,1.1177630234514164,1.057243124097488,0.6444726854942873,0.9515659556173889
49,-0.2584166894852139,0.7492142,-0.2594095699425507,1.015319953749541,1.007630861848495,0.6281911376718268,0.9517301967153007
50,-0.08741668948521401,0.8639554,-0.09906669523502867,0.9051088118041299,0.9513720680176236,0.6130723212458213,0.9517864546677097
51,0.08558331051478607,0.975354,0.06164439440554535,0.7916919080321131,0.8897707053123929,0.5995079917277981,0.9517831886118514
52,0.25858331051478617,1.0829024,0.22050088644401328,0.6795020132021132,0.824319120973251,0.5878703611161162,0.9517640851064794
53,0.44858331051478584,1.1855749,0.375613168990969,0.543156587027932,0.7369915786682586,0.5790591060077411,0.9517332823506801
54,0.6035833105147862,1.2809837,0.5253194464941192,0.4588712693132991,0.6774003759323574,0.5724677396432822,0.9517736331896971
55,0.7925833105147864,1.3665895,0.6680393300388132,0.3294831586096571,0.5740062356888269,0.5694702572598882,0.9518040854847254
56,0.9615833105147865,1.4423326,0.8021271210088817,0.23111990375212096,0.4807493148743126,0.5697205294481846,0.9518396300762411
57,1.1245833105147862,1.5072504,0.9257655186101068,0.14643412295733174,0.38266711768498185,0.5731361800157392,0.9518372126063667
58,1.242583310514786,1.5603746,1.0369309674427454,0.10099131484405553,0.317791307061813,0.5785465055073207,0.9519424096848048
59,1.3645833105147864,1.6012421,1.1334451446934035,0.056007366277871215,0.23665875491490107,0.5859708256691437,0.9520350059133338
60,1.4605833105147858,1.6290483,1.213106943462083,0.028380468677381157,0.16846503695835868,0.5946666086514951,0.9521339199561867
61,1.5605833105147862,1.6433182,1.273880472264283,0.006845058011455692,0.08273486575474509,0.6045059130916506,0.9520513365421258
62,1.6125833105147866,1.6451063,1.3141015138065248,0.001057745860604945,0.03252300509800632,0.6144225793665643,0.9519274607366218
63,1.6625833105147867,1.6340332,1.33266042967448,0.0008151086319683528,0.028550107389786694,0.6242751988266315,0.9515762605725775
64,1.6735833105147868,1.6095705,1.3291246193709556,0.004097639495856631,0.06401280727992353,0.6334571207488228,0.9510860448485335
65,1.6555833105147861,1.5716242,1.3037770220230687,0.007049138986577452,0.08395915070185889,0.6416687457380263,0.9504810823761398
66,1.6255833105147863,1.5199025,1.257565438835835,0.011168440532197071,0.1056808427871252,0.6488756239459688,0.9496610778023871
67,1.5665833105147864,1.4552265,1.191976355755337,0.012400330213540358,0.11135676994929566,0.6549364748876014,0.9486841799409953
68,1.4905833105147857,1.3781959,1.108862040006609,0.012630934123328285,0.11238742867121876,0.6598729304029964,0.9475304797851444
69,1.4005833105147865,1.2888715,1.010257586427555,0.012479522639028762,0.11171178379664681,0.6637491617237394,0.9461774872081362
70,1.2975833105147867,1.1894143,0.8982238082616654,0.01170054288966641,0.10816904774318026,0.6666546512486362,0.9446169800415037
71,1.137583310514786,1.0810244,0.774742904221328,0.003198909415165634,0.05655890217433179,0.6685274180109939,0.9432527007705453
