future_steps,Time_Step,Predicted_Values,Actual_Values,Utide_Values
23,0,0.16574816,0.12504895693616044,0.30153913541682376
23,1,0.14655949,0.1310489569361606,0.2725373531798354
23,2,0.11915475,0.07704895693616055,0.24040968007861563
23,3,0.08663377,0.019048956936160412,0.20936632710775988
23,4,0.054732718,-0.037951043063839424,0.1840137909399756
23,5,0.030976214,-0.06995104306383944,0.16861811291994547
23,6,0.019421887,-0.09395104306383951,0.16633945227078756
23,7,0.024991285,-0.06995104306383944,0.17857540744476788
23,8,0.04907642,-0.017951043063839173,0.20453811885448514
23,9,0.08781198,0.07704895693616055,0.24115388157550316
23,10,0.137365,0.15404895693616036,0.2833202580974832
23,11,0.18981658,0.18104895693616024,0.32449444264473637
23,12,0.23548442,0.21704895693616036,0.35752942787844655
23,13,0.26584086,0.2580489569361603,0.3756320140416655
23,14,0.27300653,0.2700489569361604,0.3732965629151079
23,15,0.25078285,0.24104895693616044,0.3470739121731132
23,16,0.19811624,0.21704895693616036,0.2960641888819994
23,17,0.11516998,0.11804895693616052,0.22206918188508193
23,18,0.008477938,0.01104895693616048,0.1293951486280621
23,19,-0.11579052,-0.1279510430638393,0.02435010560307767
23,20,-0.24728604,-0.26295104306383954,-0.0854783482255399
23,21,-0.3739931,-0.4059510430638394,-0.1920542339941582
23,22,-0.48605743,-0.5139510430638395,-0.2877185691398247
23,23,-0.5343629,-0.5949510430638394,-0.3659079933764479
23,24,-0.5843261,-0.6469510430638395,-0.4216932236338634
23,25,-0.6067296,-0.6929510430638395,-0.45209809097590636
23,26,-0.5982674,-0.7009510430638394,-0.4561937768235172
23,27,-0.5606782,-0.6919510430638395,-0.434990771421987
23,28,-0.49532485,-0.6029510430638396,-0.39116954629402245
23,29,-0.40731624,-0.5379510430638396,-0.32869935763222996
23,30,-0.30503917,-0.44895104306383943,-0.25239461175606615
23,31,-0.19498728,-0.3189510430638395,-0.16745289029132718
23,32,-0.08473412,-0.21695104306383942,-0.07901148926008414
23,33,0.017317368,-0.11695104306383929,0.008247335453964335
23,34,0.10761252,-0.03495104306383962,0.09041715130754002
23,35,0.18082514,0.04804895693616035,0.1645925778471371
23,36,0.23697005,0.12304895693616037,0.22898160820394342
23,37,0.27680615,0.1520489569361603,0.28289440331589044
23,38,0.30445054,0.1620489569361603,0.3266086070050873
23,39,0.3221103,0.18404895693616033,0.36112588997460143
23,40,0.3338302,0.21004895693616046,0.3878512068501537
23,41,0.34407523,0.2160489569361606,0.40824181211549626
23,42,0.35349458,0.24204895693616046,0.4234832982709684
23,43,0.36290976,0.23904895693616038,0.43425093309446305
23,44,0.371636,0.2350489569361603,0.4406041369068313
23,45,0.37812293,0.24404895693616052,0.4420402598736823
23,46,0.35054454,0.2400489569361604,0.4377038873110964
23,47,0.34123835,0.2010489569361602,0.42671520548535363
23,48,0.32091373,0.17104895693616026,0.40855238782605435
23,49,0.28998035,0.14604895693616043,0.38340527626096615
23,50,0.25048152,0.11104895693616061,0.3524158816060785
23,51,0.20529789,0.07704895693616055,0.31773731954127477
23,52,0.15933442,0.04104895693616044,0.28237483820995957
23,53,0.11681552,0.0080489569361604,0.24981501470328757
23,54,0.08292761,-0.02695104306383941,0.22349369875327
23,55,0.0616141,-0.06395104306383928,0.2061906397372326
23,56,0.05534175,-0.06495104306383959,0.1994607087901867
23,57,0.06410414,-0.06295104306383953,0.20321282170907348
23,58,0.08469215,-0.02695104306383941,0.21552692003028018
23,59,0.11253541,0.04704895693616032,0.2327600078972447
23,60,0.14120853,0.09304895693616042,0.24994159056239618
23,61,0.16306372,0.10804895693616026,0.2614067189680064
23,62,0.17069165,0.11704895693616049,0.26157140119100597
23,63,0.1584293,0.10604895693616048,0.24572890997943103
23,64,0.122578874,0.08704895693616053,0.21074144540740072
23,65,0.06114482,0.04904895693616037,0.155520184116447
23,66,-0.023345917,-0.05695104306383937,0.0812238941750199
23,67,-0.12620069,-0.1879510430638395,-0.008845645992762583
23,68,-0.24012919,-0.30995104306383936,-0.10962365871283268
23,69,-0.37971544,-0.44295104306383953,-0.2148684284925939
23,70,-0.4948353,-0.5599510430638395,-0.317857487172696
23,71,-0.59637547,-0.6729510430638395,-0.4120901557046526
23,72,-0.6779343,-0.7619510430638395,-0.491903300451595
23,73,-0.73513997,-0.8249510430638395,-0.5529321327314963
23,74,-0.76417917,-0.8849510430638395,-0.5923806956448816
23,75,-0.76433396,-0.9109510430638396,-0.6091000784783951
23,76,-0.7368381,-0.9049510430638396,-0.6034997728380338
23,77,-0.6860031,-0.8549510430638395,-0.5773347280860537
23,78,-0.6149657,-0.7889510430638396,-0.5334162729935152
23,79,-0.5300572,-0.7249510430638395,-0.47529064417082456
23,80,-0.43838176,-0.6299510430638395,-0.4069181382041829
23,81,-0.34571317,-0.5359510430638396,-0.3323733814981171
23,82,-0.25769067,-0.42995104306383947,-0.2555769810000842
23,83,-0.17829856,-0.3179510430638395,-0.18006343306859302
23,84,-0.10908309,-0.22495104306383937,-0.10878991680427562
23,85,-0.05257313,-0.15395104306383944,-0.043993873489679515
23,86,-0.0066998336,-0.11195104306383943,0.012888939399364377
23,87,0.029439816,-0.07995104306383942,0.061233288587404865
23,88,0.058197748,-0.05395104306383929,0.10115177519266415
23,89,0.083010174,-0.04295104306383956,0.13334216365289056
23,90,0.10488896,-0.02495104306383936,0.15887052183697464
23,91,0.12561254,-0.0159510430638394,0.17892102288579934
23,92,0.105356455,-0.00695104306383944,0.19455478805754237
23,93,0.121282265,0.003048956936160268,0.206524056296666
23,94,0.13717389,0.01704895693616036,0.21518161995124796
23,95,0.15100862,0.02004895693616016,0.2205087332828498
23,96,0.158485,0.0010489569361604933,0.22226021159313952
23,97,0.15939415,-0.0039510430638393605,0.22019817176222636
23,98,0.15214606,-0.004951043063839387,0.21436212739859328
23,99,0.13709715,-0.00695104306383944,0.20530905084138473
23,100,0.11726136,-0.010951043063839268,0.1942568981869991
23,101,0.09471889,-0.02195104306383928,0.18308035779237417
23,102,0.074697055,-0.04195104306383953,0.17413606383342548
23,103,0.060924888,-0.04795104306383941,0.16993079812934725
23,104,0.058222085,-0.04195104306383953,0.17268268246822976
23,105,0.06856267,-0.0019510430638393077,0.1838538860106853
23,106,0.09220854,0.025048956936160292,0.20374714751504422
23,107,0.1275494,0.07604895693616025,0.2312535717916998
23,108,0.17081408,0.15404895693616036,0.2638158035210531
23,109,0.2162393,0.23904895693616038,0.29763297028584684
23,110,0.25739604,0.2980489569361603,0.3280890895347481
23,111,0.28737518,0.3150489569361605,0.3503440523914369
23,112,0.30035183,0.33604895693616044,0.35999456401220653
23,113,0.29277587,0.34204895693616033,0.3536980657021657
23,114,0.26215142,0.31204895693616036,0.32965860158465954
23,115,0.18311645,0.27904895693616033,0.2878983924476362
23,116,0.09905693,0.2020489569361605,0.2302772847648096
23,117,0.0015944659,0.11404895693616042,0.1602662507836611
23,118,-0.10266367,0.0080489569361604,0.08252182935662214
23,119,-0.2077949,-0.0859510430638393,0.002338044767737362
23,120,-0.30631948,-0.18995104306383956,-0.07493426429105393
23,121,-0.39041677,-0.29195104306383945,-0.14441499363272145
23,122,-0.45562837,-0.3479510430638394,-0.2021029023013527
23,123,-0.49603364,-0.3979510430638395,-0.24512726937912915
23,124,-0.5111324,-0.4369510430638394,-0.2718379467695469
23,125,-0.49884543,-0.4549510430638393,-0.28175631335795853
23,126,-0.4616303,-0.45195104306383954,-0.27542775455305835
23,127,-0.40245107,-0.41895104306383946,-0.25422232115551047
