Time_Step,Actual_Values,Predicted_Values,Utide_Values,R2_Scores,Utide_R2_Scores
0,-0.41041668948521387,-0.39969176,-0.0573286456819038,,
1,-0.6454166894852138,-0.6333264,-0.2612205842509068,,
2,-0.8904166894852138,-0.8583436,-0.4658026021839072,,
3,-1.114416689485214,-1.0703536,-0.6675955308423309,,
4,-1.3094166894852135,-1.2651786,-0.8627677683668216,,
5,-1.491416689485214,-1.4389775,-1.047290620858737,,
6,-1.6484166894852141,-1.5884529,-1.2171489600944914,,
7,-1.7844166894852138,-1.7108787,-1.368571012536288,,
8,-1.8844166894852137,-1.8041433,-1.4982390918727009,,
9,-1.9674166894852136,-1.8669103,-1.6034498773134618,,
10,-2.0054166894852137,-1.8986712,-1.6822062836534388,,
11,-2.034416689485214,-1.8994884,-1.733239441465222,,
12,-2.002416689485214,-1.8700764,-1.7559743179125091,,
13,-1.9654166894852134,-1.8117371,-1.7504623698840345,,
14,-1.8954166894852136,-1.7261508,-1.717307129483317,,
15,-1.7784166894852138,-1.6153736,-1.6576034878198904,,
16,-1.6914166894852136,-1.4820069,-1.5729006296802512,,
17,-1.5334166894852137,-1.3287207,-1.4651854477230049,,
18,-1.372416689485214,-1.158233,-1.3368718009673797,,
19,-1.1674166894852138,-0.97384655,-1.1907747529845605,,
20,-0.9724166894852139,-0.778766,-1.0300498625369214,0.9209409055683142,0.5547047530427783
21,-0.7254166894852139,-0.5761473,-0.8580857741176837,0.9254263986816422,0.6006891260571587
22,-0.519416689485214,-0.36927357,-0.6783517779569392,0.932283476123745,0.6531367751024875
23,-0.2984166894852138,-0.1612923,-0.4942169146967073,0.9410360370309351,0.7059259701569343
24,-0.10941668948521358,0.04472364,-0.3087694889775008,0.9486813297392525,0.7529689008142129
25,0.08858331051478617,0.2456168,-0.1246718338354641,0.9555966945271259,0.7930579645746003
26,0.27658331051478613,0.43858933,0.0559175615445376,0.9614504121084697,0.8259669117749846
27,0.4465833105147865,0.6210186,0.2313337775779226,0.9660481118395295,0.8525029857391437
28,0.6445833105147862,0.7903959,0.4003039825288301,0.9705582337638993,0.8738273759592902
29,0.826583310514786,0.94449157,0.5617719781898192,0.9746199587302028,0.8907642361192246
30,1.0065833105147861,1.0810226,0.714683868803352,0.9782629585088718,0.9041261602166494
31,1.1765833105147867,1.198038,0.8577809040165308,0.9813728780284195,0.9146213792362698
32,1.3225833105147862,1.2939689,0.9894467312909394,0.9838456942885037,0.9229523705473986
33,1.4405833105147865,1.367495,1.1076468033543816,0.9857020678491298,0.9297094108006136
34,1.5515833105147858,1.4177314,1.2099793254683098,0.9869341666156826,0.9351434768756206
35,1.5935833105147863,1.4439439,1.2938339503621412,0.9878028248892089,0.9398727614875849
36,1.6075833105147863,1.4458724,1.356631478047653,0.9884020471353845,0.9440057780711981
37,1.5985833105147864,1.4235153,1.3961003572465625,0.9887763464510391,0.9475805434213287
38,1.5645833105147864,1.3772013,1.4105379074321789,0.988965761175762,0.9506318118455269
39,1.493583310514786,1.307531,1.3990076026277374,0.9890619553196027,0.9531934561636045
40,1.423583310514787,1.2154406,1.3614377488887306,0.9889606364162862,0.9552893362760688
41,1.3395833105147863,1.1021566,1.29860821874097,0.988627090924481,0.9569756572595483
42,1.2165833105147863,0.96925455,1.2120355865050725,0.9881769690729969,0.9582798482498329
43,1.0625833105147864,0.81856954,1.1037876773713728,0.987690468916494,0.959209721172929
44,0.8985833105147862,0.6523095,0.9762714769636384,0.9871354968494509,0.9598055372649933
45,0.7245833105147863,0.47298887,0.8320407703152377,0.9864972452123772,0.9601113950259968
46,0.5075833105147864,0.28355774,0.6736615890289717,0.985966098286106,0.9600234001953203
47,0.2995833105147858,0.087074116,0.5036566886362412,0.9854554922263752,0.9596334096578181
48,0.0955833105147864,-0.113136396,0.3245291708143363,0.9849371273744031,0.959031998799111
49,-0.13341668948521385,-0.31353265,0.1388452043950868,0.9845410195891563,0.9581271275761405
50,-0.3394166894852136,-0.5104728,-0.0506587741423433,0.9841879872419955,0.9571204708223525
51,-0.5274166894852138,-0.70027673,-0.2409845339058786,0.9838454110838832,0.9561791092908692
52,-0.7434166894852137,-0.8794072,-0.4288317615862342,0.9836790362401056,0.9551344534057311
53,-0.9154166894852138,-1.0444297,-0.610631459032352,0.9835761592810247,0.9542819245607621
54,-1.080416689485214,-1.1921072,-0.7826571225861289,0.9835710250027289,0.9536214998091669
55,-1.2324166894852138,-1.3197215,-0.9411988462138656,0.9836720561004736,0.9531573280357815
56,-1.356416689485214,-1.4249132,-1.082770730120294,0.9838466600525763,0.9529412066646589
57,-1.4624166894852135,-1.5057659,-1.204314696774606,0.9840847320165038,0.9529324751161444
58,-1.5344166894852138,-1.5610113,-1.303365538250493,0.9843503975191766,0.9531391147406456
59,-1.5744166894852138,-1.5899681,-1.378152071649676,0.9846202797737512,0.9535280100618148
60,-1.5824166894852143,-1.5924238,-1.427624651473531,0.9848772135690872,0.9540463561055336
61,-1.5564166894852138,-1.5687624,-1.451415936259423,0.9851072341433108,0.9546318946579737
62,-1.5174166894852137,-1.5197498,-1.4497555179451884,0.9853109370280849,0.9552041232345158
63,-1.4224166894852137,-1.4466119,-1.4233663139780286,0.9854662758297186,0.9556965379342334
64,-1.3464166894852139,-1.3508626,-1.373369980366646,0.9855974279938404,0.9560894158151931
65,-1.2164166894852138,-1.2343405,-1.3012205818967433,0.9856867836373189,0.9562977694784573
66,-1.0924166894852143,-1.0992435,-1.2086728333061891,0.985749338688933,0.9563514415476323
67,-0.9344166894852137,-0.94796026,-1.0977772740779734,0.9857822720836241,0.9561846995606291
68,-1.0844166894852139,-0.78313017,-0.9708837314311084,0.9849137777966634,0.9562306820413587
69,-0.9304166894852135,-0.6075101,-0.8306295928453152,0.9838860424306319,0.9562269712261824
70,-0.7274166894852139,-0.4240737,-0.6798923136981287,0.9829610848362172,0.9562340852783205
71,-0.5374166894852136,-0.2359071,-0.5216954788818222,0.9820371671661213,0.9562336078919657
72,-0.3184166894852137,-0.04611391,-0.3590720996130527,0.981287258367382,0.9562269191407246
73,-0.11741668948521385,0.14241247,-0.1949037657139844,0.9806246115447536,0.9562198934263297
74,0.11158331051478641,0.3269893,-0.0317654051332876,0.9802188730946212,0.956156455694188
75,0.3365833105147865,0.50486195,0.1281905480545937,0.9800572803669151,0.9559928316623039
76,0.5205833105147863,0.6733817,0.2832814507657203,0.9800076159244914,0.955835470361368
77,0.6875833105147866,0.8300739,0.4322570532195501,0.9800516296159235,0.9557324276536747
78,0.842583310514786,0.9726148,0.574179584086193,0.980191368665177,0.955707804540462
79,0.9875833105147861,1.0988837,0.7082429097618381,0.9804332704395895,0.9557695188846264
80,1.137583310514786,1.2070099,0.8335681871613314,0.9808058313879632,0.9558520591689834
81,1.271583310514786,1.2953777,0.9490214223479472,0.9812631692868213,0.9559697425596941
82,1.4165833105147863,1.3626715,1.0530961768882292,0.9817463511450948,0.9559968707258797
83,1.5425833105147866,1.4078158,1.1438924847521732,0.9821305014523759,0.95593427970962
84,1.631583310514786,1.4301342,1.219203207435238,0.9823426565790201,0.9558751849972859
85,1.716583310514786,1.429139,1.2766959793559012,0.9822375406791563,0.9557170139015123
86,1.7815833105147862,1.4047058,1.3141579314378615,0.9816988898229326,0.9554316690161238
87,1.7785833105147861,1.3570937,1.3297563023925425,0.9809093704616797,0.9552571958640639
88,1.7685833105147863,1.2867976,1.322264233606455,0.9797472838953901,0.9550668489726657
89,1.743583310514786,1.1946048,1.291208491979384,0.9781262753225004,0.954789312306178
90,1.6895833105147864,1.0816721,1.2369128332841894,0.9760664495688568,0.9544345491005443
91,1.5885833105147866,0.94943315,1.1604333674143226,0.973759591757616,0.9541087300798742
92,1.4735833105147864,0.7996869,1.063405361979066,0.971153620101769,0.953760084297146
93,1.3555833105147856,0.63453656,0.947839101648452,0.9681137918310516,0.9533097281707273
94,1.207583310514786,0.45643583,0.8159116550161432,0.9647656370903349,0.952817743619402
95,1.0455833105147858,0.26809922,0.6697996230697625,0.9611228669990518,0.9522849100198947
96,0.8515833105147858,0.07253435,0.5115858363322048,0.9574089222318414,0.951796340884985
97,0.6505833105147859,-0.12702215,0.3432536406574292,0.9536482246314225,0.9513427181036443
98,0.4345833105147861,-0.32714906,0.1667604382751905,0.9499836295837586,0.9509546189221485
99,0.19758331051478611,-0.5242621,-0.015837132292116,0.94665026990972,0.9506803532862365
100,-0.024416689485213913,-0.714745,-0.2022460719037262,0.9435842637594597,0.950477024537992
101,-0.27241668948521347,-0.8950486,-0.3898300153207558,0.9411093820614073,0.9504046628344083
102,-0.5074166894852139,-1.0617653,-0.5755666603412244,0.9392148235382921,0.9504416295885819
103,-0.7344166894852139,-1.2117221,-0.7560882237546154,0.9379354904205568,0.9505851211035314
104,-0.9564166894852136,-1.3421239,-0.927803991247042,0.937303525777344,0.950831456459111
105,-1.1694166894852138,-1.4505894,-1.0870853402907084,0.9372810197887055,0.951162978919263
106,-1.348416689485214,-1.5352486,-1.2304801998381327,0.9376909884090807,0.9515652813341829
107,-1.489416689485214,-1.5947784,-1.3549189072165255,0.9383709435345653,0.9520353227864364
108,-1.645416689485214,-1.6284161,-1.457877472895502,0.9392557524393753,0.9525109351998017
109,-1.7624166894852138,-1.6359278,-1.5374759387989505,0.9401380496537414,0.9529722604229681
110,-1.8594166894852138,-1.6176282,-1.5925056214871685,0.9408376216618706,0.9533726762809234
111,-1.9084166894852137,-1.5742713,-1.6223951392449465,0.9412445632558,0.953729214056408
112,-1.9524166894852135,-1.507077,-1.6271371869607445,0.9411777504172966,0.9539629259954392
113,-1.9544166894852135,-1.4175961,-1.60720320184603,0.9405955643792409,0.9540935306701508
114,-1.9284166894852135,-1.3077161,-1.5634702981148263,0.9394524706360345,0.9541139614199642
115,-1.8574166894852135,-1.179597,-1.4971754004648663,0.9378484973605082,0.9540805865754611
116,-1.7844166894852138,-1.0355772,-1.4098983270283287,0.9356548936480421,0.9539240396346428
117,-1.6774166894852138,-0.87820476,-1.3035625779601927,0.9329793236249155,0.953686641094719
118,-1.5564166894852138,-0.71012735,-1.1804336927583636,0.9298232233751788,0.9533575174536841
119,-1.4184166894852137,-0.53410065,-1.043092864039819,0.9262415426047073,0.952947777100386
120,-1.2474166894852137,-0.35292247,-0.894368902101441,0.922462308396779,0.9525336469745154
121,-1.0574166894852135,-0.16941182,-0.737223384448996,0.918634876234455,0.9521523950500954
122,-0.8494166894852138,0.013640844,-0.5745986448704231,0.9149307260892255,0.9518415227613112
123,-0.6224166894852138,0.19348699,-0.4092521325484869,0.9115518467444111,0.951635004421212
124,-0.44641668948521374,0.36745843,-0.2436095816648033,0.9081528502262497,0.9514292218503813
125,-0.2584166894852138,0.53302383,-0.0796703214605725,0.9049289292268198,0.9512650355724934
126,-0.07441668948521346,0.6878041,0.0810098556362813,0.9019619028143373,0.9511525067863633
127,0.0775833105147858,0.8295378,0.2372481951196415,0.8991216346132231,0.951055158718343
128,0.26458331051478623,0.9562383,0.3880863217886756,0.8968218245752844,0.9510528657557639
129,0.447583310514786,1.0660741,0.5325918594663597,0.8951429405542859,0.9511487267899756
130,0.6145833105147863,1.157503,0.6696524379449942,0.8940620557979896,0.9513301072417129
131,0.795583310514786,1.2292465,0.7978090605889308,0.8937147106341201,0.9516086597116784
132,0.9615833105147863,1.2802352,0.9151700870334838,0.893999551215676,0.9519601933591516
133,1.1025833105147862,1.3097869,1.0194316640390844,0.8947504788891566,0.9523630757457765
134,1.226583310514786,1.3174388,1.1080086406533276,0.895823791282647,0.9527979228824695
135,1.3165833105147866,1.3029778,1.17825653170206,0.8970332893464061,0.9532530298279914
136,1.4065833105147865,1.2666214,1.2277453110241023,0.8982431391684844,0.9536911147193914
137,1.4475833105147866,1.2087301,1.2545343696341342,0.8992901231710341,0.954113858735728
138,1.4455833105147862,1.1301297,1.2573974362221925,0.9000896460293447,0.9545247292164564
139,1.430583310514786,1.0318323,1.2359568442205713,0.900553625973345,0.9548958527836306
140,1.395583310514786,0.9152076,1.1907058489459017,0.9006108153428788,0.9552092089918138
141,1.3245833105147868,0.7819337,1.122921242977036,0.9002652007005801,0.9554712341918405
142,1.2435833105147862,0.63392806,1.034490961772227,0.8994610984819418,0.9556622004212616
143,1.1595833105147866,0.47344625,0.927697589163648,0.8981146517459897,0.9557554687354904
144,1.0365833105147857,0.30301136,0.8050050966080815,0.8963408809514786,0.9557844555770465
145,0.8765833105147867,0.12539174,0.6688916321001203,0.8943039061018098,0.9557886765829623
146,0.7235833105147863,-0.05644364,0.5217569952428793,0.8919513494932408,0.955746423478431
147,0.5405833105147859,-0.23932357,0.3659132829450198,0.8894780996690635,0.9556947889999649
148,0.35658331051478614,-0.42000762,0.2036460656201941,0.886932840365335,0.9556338395342762
149,0.16158331051478597,-0.59518206,0.0373162837741089,0.8844527619065089,0.9555798062445269
150,-0.024416689485213913,-0.7615618,-0.1305360782796649,0.8820694967424213,0.9555315620646407
151,-0.22041668948521412,-0.9160147,-0.2971246286361684,0.8799517222834208,0.9555083959105116
152,-0.39841668948521397,-1.0556076,-0.4594134478235216,0.8781011915828361,0.9555089067540726
153,-0.5824166894852135,-1.1777216,-0.6141893505963729,0.8766677147244843,0.9555485315136105
154,-0.7434166894852137,-1.2801274,-0.7582015558965185,0.8756226866397295,0.9556254406348347
155,-0.8864166894852137,-1.3609976,-0.8883442760046177,0.874962102842813,0.9557406131188276
156,-1.0374166894852137,-1.4190196,-1.001847647145374,0.8747856295496996,0.9558968902012909
157,-1.1694166894852138,-1.4533784,-1.0964410429521214,0.8750255991783047,0.9560813307947589
158,-1.2604166894852138,-1.4637527,-1.1704602714969676,0.8755305372794165,0.9562864993024173
159,-1.3374166894852133,-1.4502978,-1.2228841106945567,0.8762383042232148,0.9564980753822491
160,-1.3924166894852137,-1.4136115,-1.2533023576211293,0.8770502031394981,0.9567018418978646
161,-1.4144166894852137,-1.3547165,-1.2618327560871363,0.8778567040391998,0.9568928316981595
162,-1.4044166894852137,-1.2749821,-1.2490138919397078,0.878574628043586,0.9570696759602004
163,-1.3734166894852138,-1.1760795,-1.2157031673151164,0.8791434780416602,0.9572244745469289
164,-1.2774166894852137,-1.0599555,-1.163003072917371,0.8795525811754635,0.9573844060174713
165,-1.2274166894852143,-0.9287678,-1.09222701573838,0.8797245213481075,0.957500107615421
166,-1.1854166894852138,-0.78485805,-1.004901471390414,0.8795533020523253,0.9575388056997824
167,-1.1094166894852138,-0.63067555,-0.9027882878624988,0.8790245350481329,0.9575086402734065
168,-1.019416689485214,-0.46878922,-0.7879032569499868,0.8781150028821931,0.9574054800327535
169,-0.9114166894852139,-0.30181503,-0.6625068827916993,0.8768453892083525,0.9572389411442007
170,-0.8234166894852136,-0.13240167,-0.5290507081664655,0.8750880717567848,0.9569512750371532
171,-0.6724166894852139,0.03685255,-0.3900757545824911,0.8731468956386641,0.956663586711199
172,-0.5444166894852138,0.2033293,-0.2480750746616567,0.8709271572105526,0.9563252168536915
173,-0.41241668948521365,0.36454183,-0.1053457041216464,0.8684908190821857,0.9559482915981038
174,-0.2504166894852138,0.51807964,0.0361373200061864,0.8660883237075703,0.9556143651381033
175,-0.12641668948521362,0.6616712,0.1747931472043796,0.8635658528099093,0.9552467326622863
176,0.03558331051478598,0.7932352,0.3094314782053486,0.8612662655707067,0.9549533056868008
177,0.16458331051478606,0.91082275,0.4391674390784916,0.8590837842765828,0.9546732230265759
178,0.274583310514786,1.0127436,0.5632685238631446,0.8570067908172094,0.9543784911352131
179,0.38158331051478644,1.0974807,0.6809646620410056,0.8551310968297601,0.9540797094426882
