Time_Step,Actual_Values,Predicted_Values,Utide_Values
118,-1.8204166894852136,-1.4842446,-1.6744145145445228
119,-1.7144166894852135,-1.4234985,-1.6870602481375483
120,-1.5864166894852139,-1.4004145,-1.6690900197352
121,-1.425416689485214,-1.311284,-1.6209719578049722
122,-1.2574166894852137,-1.2108815,-1.543859083927858
123,-1.0614166894852135,-1.1176479,-1.4395985593391862
124,-0.8414166894852136,-0.983667,-1.3107044621245665
125,-0.6054166894852138,-0.8313469,-1.1602793266037588
126,-0.3684166894852138,-0.664854,-0.9918791706212512
127,-0.13741668948521385,-0.51102453,-0.8093296897414628
128,0.07858331051478616,-0.32960248,-0.6165144970021798
129,0.25858331051478584,-0.15078628,-0.4171661964665821
130,0.4465833105147861,0.032624114,-0.2146945489229054
131,0.6075833105147864,0.22360653,-0.0120816420819906
132,0.6345833105147859,0.39370412,0.188137760707581
133,0.8035833105147863,0.589119,0.3838095425274613
134,0.9415833105147865,0.75560474,0.573024474214245
135,1.0945833105147866,0.90719604,0.7539461206288063
136,1.2375833105147862,1.053978,0.9246441390259352
137,1.3565833105147866,1.171091,1.082974599824824
138,1.4515833105147864,1.2708073,1.226539481573599
139,1.5435833105147856,1.348204,1.352740656969261
140,1.5765833105147862,1.4126132,1.458922979257703
141,1.6245833105147862,1.4582632,1.5425811658684725
142,1.602583310514786,1.4642583,1.6015906989588296
143,1.5435833105147856,1.4339898,1.6344171092883972
144,1.4945833105147865,1.42374,1.640262210885681
145,1.4105833105147856,1.388252,1.6191192299828656
146,1.288583310514786,1.2881966,1.5717281853847156
147,1.1855833105147864,1.197602,1.4994439897184402
148,1.0365833105147857,1.0978786,1.4040477600717152
149,0.8645833105147865,0.9289163,1.287542711448969
150,0.6805833105147864,0.8115619,1.1519775141354784
151,0.4815833105147862,0.6544832,0.9993319127323296
152,0.25658331051478633,0.4334922,0.8314838498752439
153,0.042583310514786345,0.28596205,0.6502581125521169
154,-0.18241668948521378,0.10726624,0.4575379630747194
155,-0.415416689485214,-0.053812176,0.2554076042909575
156,-0.6424166894852138,-0.257311,0.0462875775585985
157,-0.8724166894852134,-0.43145704,-0.1669719350703789
158,-1.0784166894852139,-0.60245603,-0.3810644152369808
159,-1.2784166894852138,-0.76049876,-0.5922761016224167
160,-1.4424166894852135,-0.9099114,-0.7966039471854388
161,-1.596416689485214,-1.0450084,-0.989922257691968
162,-1.7154166894852136,-1.1360862,-1.1681702972448855
163,-1.8214166894852137,-1.2622721,-1.3275328062049228
164,-1.9084166894852137,-1.3141612,-1.4645914377914115
165,-1.9474166894852136,-1.3748116,-1.5764354217134036
166,-1.9714166894852134,-1.3970453,-1.6607313008735909
167,-1.9594166894852136,-1.4010973,-1.7157609174518382
168,-1.9054166894852136,-1.381173,-1.7404415433602975
169,-1.8284166894852136,-1.3476288,-1.7343411948286171
170,-1.7224166894852138,-1.281731,-1.697696243661139
171,-1.5994166894852138,-1.1748375,-1.6314296398161392
172,-1.4624166894852135,-1.0673699,-1.5371593680823668
173,-1.2974166894852135,-0.9675467,-1.4171811343035616
174,-1.105416689485214,-0.83384395,-1.274408990283282
175,-0.9044166894852135,-0.67218435,-1.112263278730774
176,-0.6634166894852138,-0.5076646,-0.9345059284914332
177,-0.44741668948521374,-0.35331813,-0.7450362944398015
178,-0.20641668948521374,-0.15700565,-0.5476728169633512
179,-0.025416689485213532,0.0034556675,-0.345953440658003
180,0.16558331051478622,0.16583472,-0.1429884855209884
181,0.3505833105147862,0.34539992,0.0586075962493594
182,0.519583310514786,0.5262167,0.2566932049651715
183,0.677583310514786,0.67480737,0.4494909578749336
184,0.8525833105147864,0.837205,0.6354172248814398
185,1.005583310514786,0.9915737,0.8128875052475214
186,1.1475833105147866,1.099054,0.9801415049945004
187,1.2945833105147861,1.2156888,1.1351286926184487
188,1.408583310514786,1.272349,1.2754829572556663
189,1.4965833105147859,1.3620393,1.3985962929083802
190,1.5425833105147864,1.3855187,1.5017803968675123
191,1.5645833105147866,1.4187778,1.5824862335151246
192,1.5565833105147866,1.4252268,1.6385392622411254
193,1.525583310514786,1.3813666,1.668345038192356
194,1.4525833105147865,1.3719046,1.671026782556957
195,1.3825833105147864,1.2957518,1.646471723257782
196,1.3065833105147862,1.2035632,1.595283024285814
197,1.1695833105147857,1.0924846,1.518654269879453
198,1.0295833105147862,0.97948176,1.4181992427734125
199,0.8645833105147865,0.8553373,1.2957775834461005
200,0.6835833105147866,0.69163185,1.153355231025807
201,0.4795833105147862,0.55054384,0.9929280411893864
202,0.280583310514786,0.36023876,0.8165202214286902
203,0.061583310514786264,0.21466091,0.6262503591322954
204,-0.16241668948521384,0.02738371,0.4244413530621377
205,-0.37641668948521356,-0.15354902,0.2137400963992993
206,-0.5984166894852136,-0.32428983,-0.0027893562716279
207,-0.8194166894852137,-0.47477785,-0.2216289617800357
208,-1.0104166894852138,-0.66673315,-0.4388430669657698
209,-1.1604166894852137,-0.7865425,-0.6501885575947642
210,-1.342416689485214,-0.9490335,-0.8512836673370657
211,-1.4784166894852138,-1.040974,-1.037809128420962
212,-1.5894166894852138,-1.1196442,-1.205710788792244
213,-1.6744166894852135,-1.2111936,-1.3513755489072443
214,-1.7344166894852138,-1.2932514,-1.4717614220088666
215,-1.7604166894852138,-1.3075743,-1.5644747766040106
216,-1.7584166894852138,-1.3170232,-1.6278000104574148
217,-1.7064166894852135,-1.3028718,-1.6606959285763896
218,-1.6414166894852138,-1.2545722,-1.662776613160913
219,-1.5624166894852136,-1.221715,-1.6342920825790144
220,-1.4334166894852138,-1.1554955,-1.5761166974501948
221,-1.2974166894852135,-1.0703319,-1.489743492753857
222,-1.1404166894852135,-0.9583696,-1.3772736538331016
223,-0.9694166894852139,-0.82247514,-1.2413851017408035
224,-0.7704166894852138,-0.69546545,-1.0852645147707374
225,-0.575416689485214,-0.54581314,-0.9124934859779504
226,-0.35741668948521393,-0.39438382,-0.7268903561655484
227,-0.12741668948521348,-0.24470079,-0.5323218504509086
228,0.4575833105147865,-0.057319466,-0.3325095686604006
229,0.6495833105147862,0.09405829,-0.1308622142266489
230,0.8155833105147858,0.25400472,0.069636771530218
231,1.003583310514786,0.41125298,0.2664651277271548
232,1.1705833105147858,0.577796,0.4575148895515837
233,1.3395833105147856,0.7337723,0.6409737514107228
234,1.4705833105147863,0.8682646,0.8151618125834301
235,1.6215833105147859,0.9823853,0.9783618302269506
236,1.7195833105147864,1.0711924,1.1286839376972986
237,1.8145833105147864,1.1624724,1.2639994368144891
238,1.8965833105147867,1.2385532,1.3819639919083722
239,1.9225833105147865,1.2765338,1.4801312091066654
240,1.9125833105147865,1.3048141,1.5561375206173795
241,1.8745833105147864,1.3322748,1.607923191053832
242,1.807583310514786,1.3270191,1.6339457223479412
243,1.7265833105147868,1.2568635,1.6333430435880611
244,1.6065833105147864,1.234644,1.6060144911225034
245,1.4795833105147866,1.1608748,1.5526052312963556
246,1.3325833105147864,1.0735152,1.4744005061264898
247,1.1755833105147862,0.96284956,1.3731551397808837
248,0.9625833105147865,0.83116025,1.2508967896582213
249,0.7645833105147861,0.7060528,1.1097456424048335
250,0.5505833105147866,0.54224396,0.9517877303160992
251,0.29858331051478626,0.39530814,0.7790252683339868
252,0.051583310514786165,0.2376546,0.5934087714483062
253,-0.18941668948521384,0.06546321,0.3969364464330773
254,-0.442416689485214,-0.11332786,0.1917909840500116
255,-0.7014166894852139,-0.2524465,-0.0195241596085366
256,-0.9214166894852137,-0.4257458,-0.2340862049354057
257,-1.1414166894852138,-0.5739,-0.4485203560452083
258,-1.3684166894852137,-0.70816296,-0.6590461010658576
259,-1.5314166894852137,-0.83566993,-0.8615986063728134
260,-1.7144166894852135,-0.95712006,-1.052006126808645
261,-1.8294166894852135,-1.0474987,-1.2261944165912064
262,-1.9274166894852136,-1.1156772,-1.380386550288913
263,-1.997416689485214,-1.1773746,-1.511271193003837
264,-2.031416689485214,-1.2325531,-1.6161224753581698
265,-2.048416689485214,-1.27193,-1.692867348279428
266,-2.035416689485214,-1.1885396,-1.7401079470848693
267,-1.9884166894852133,-1.2614622,-1.7571141509919064
268,-1.9324166894852135,-1.1982663,-1.743803504631711
269,-1.8294166894852135,-1.136973,-1.7007217714763594
270,-1.7084166894852135,-1.0654389,-1.6290292860677082
271,-1.5394166894852137,-0.9583893,-1.5304887157884697
272,-1.3814166894852138,-0.8567722,-1.407441960543961
273,-1.1714166894852138,-0.7156382,-1.2627604886914274
274,-0.973416689485214,-0.5842861,-1.0997557726540723
275,-0.731416689485214,-0.43610355,-0.9220444524839894
276,-0.5174166894852137,-0.2844809,-0.7333745939127925
277,-0.3124166894852137,-0.11918122,-0.537431661715677
278,-0.1024166894852135,0.03449223,-0.3376522256074155
279,0.08858331051478627,0.19775335,-0.1370770390440083
280,0.2835833105147858,0.35071918,0.061728817093896
281,0.47758331051478614,0.47250962,0.2566721421365544
282,0.677583310514786,0.63055724,0.4460437277137739
283,0.8805833105147862,0.7753918,0.6283637353874449
284,1.0625833105147864,0.8792263,0.802192845424093
285,1.2495833105147864,0.9754194,0.9659504403350124
286,1.408583310514786,1.1158907,1.1177812432906056
287,1.541583310514786,1.1527579,1.2555027992509211
288,1.6435833105147866,1.1985568,1.3766497297274116
289,1.6945833105147863,1.258825,1.4786104709438317
290,1.7295833105147869,1.2497171,1.5588325581060676
291,1.7395833105147864,1.2501298,1.6150579205550002
292,1.7115833105147862,1.234323,1.645543517046093
293,1.658583310514786,1.1885847,1.6492262312650223
294,1.6055833105147856,1.1305047,1.6258034762079134
295,1.4975833105147869,1.0723206,1.5757195355079447
296,1.3895833105147857,0.9789761,1.5000679276099282
297,1.242583310514786,0.86270726,1.400437443162798
298,1.0695833105147863,0.7213548,1.278740011092981
299,0.8695833105147863,0.5895866,1.1370599251421432
300,0.6785833105147857,0.45628178,0.9775561899059932
301,0.46958331051478663,0.28913465,0.8024347655352386
302,0.23158331051478637,0.13815717,0.6139890716184393
303,0.016583310514786075,0.0006453736,0.4146897380593523
304,-0.204416689485214,-0.15207216,0.2072921786283709
305,-0.42241668948521377,-0.3074269,-0.005073979951818
306,-0.629416689485214,-0.45721895,-0.2188653796950608
307,-0.814416689485214,-0.60139364,-0.4301556002750377
308,-1.0134166894852135,-0.7222339,-0.6347403211169909
309,-1.1664166894852137,-0.83843666,-0.8283047580772872
310,-1.292416689485214,-0.92509395,-1.006628191532823
311,-1.425416689485214,-1.0000916,-1.165793711883485
312,-1.485416689485214,-1.0603797,-1.3023721586601131
313,-1.5424166894852138,-1.1030632,-1.413557117097073
314,-1.5444166894852138,-1.1592519,-1.4972401963254918
315,-1.5414166894852137,-1.1498623,-1.552029314889611
316,-1.467416689485214,-1.1312655,-1.5772239509579415
317,-1.4214166894852138,-1.1228232,-1.5727673914990428
318,-1.3094166894852135,-1.0683136,-1.5391957635642162
319,-1.2094166894852139,-1.0127571,-1.477597584970224
320,-1.0574166894852135,-0.9077211,-1.3895877506032133
321,-0.9224166894852134,-0.81841797,-1.2772894602523006
322,-0.7264166894852137,-0.7042719,-1.1433097699865566
323,-0.5264166894852137,-0.57513314,-0.9906917066216636
324,-0.7584166894852139,-0.46436453,-0.8228293557976806
325,-0.5334166894852136,-0.29809475,-0.6433411886480324
326,-0.309416689485214,-0.17338355,-0.4559089231218376
327,-0.06041668948521389,-0.029371612,-0.2641011756396495
328,0.2085833105147864,0.104648694,-0.0712094191806548
329,0.4095833105147866,0.23746525,0.1198741991200746
330,0.6185833105147862,0.4138011,0.3067129391089155
331,0.8115833105147857,0.5318453,0.4873033078347866
332,0.9745833105147866,0.67295283,0.6599787068300469
333,1.1625833105147863,0.7691621,0.8232594801121446
334,1.325583310514786,0.86554575,0.9756829897312074
335,1.4715833105147864,0.9685803,1.1156533419680088
336,1.6065833105147864,1.0237694,1.2413475832796563
337,1.7475833105147867,1.0902245,1.350703984617196
338,1.829583310514787,1.1095304,1.441500584438273
339,1.9165833105147858,1.1576604,1.5115123567012072
340,1.9595833105147866,1.164381,1.5587178177776928
341,1.9675833105147866,1.1537894,1.58151453456238
342,1.9205833105147865,1.1244948,1.578900583383426
343,1.8525833105147864,1.077341,1.5505862061891975
344,1.7855833105147858,1.0106826,1.4970150212624038
345,1.666583310514786,0.9269864,1.4192937792629885
346,1.5455833105147863,0.8346052,1.3190492708072492
347,1.3945833105147853,0.71398896,1.1982460693787873
348,1.2225833105147859,0.5871162,1.0590059924418278
349,1.041583310514786,0.4539298,0.9034678476785296
350,0.8395833105147861,0.32713825,0.7337149398394976
351,0.6155833105147864,0.18169124,0.5517807366470548
352,0.37258331051478644,0.045185436,0.3597239736661038
353,0.14158331051478598,-0.07931263,0.1597479025407648
354,-0.10541668948521381,-0.2627508,-0.0456718231780672
355,-0.3894166894852137,-0.3406373,-0.2536879526523908
356,-0.6394166894852138,-0.50644684,-0.461041592171938
357,-0.8444166894852138,-0.62790006,-0.6640980850064718
358,-1.088416689485214,-0.74050224,-0.858958719795838
359,-1.292416689485214,-0.83885306,-1.0416320036610938
360,-1.5004166894852138,-0.90257776,-1.2082365072737034
361,-1.644416689485214,-0.9850526,-1.3552026661931145
362,-1.7964166894852138,-1.0060277,-1.4794438711335058
363,-1.9124166894852137,-1.0551457,-1.5784764923466066
364,-2.010416689485214,-1.073672,-1.6504815371447716
365,-2.059416689485213,-1.0800204,-1.6943137221707931
366,-2.064416689485214,-1.0584313,-1.7094735587334071
367,-2.0614166894852137,-1.0152842,-1.69606233836224
368,-2.0144166894852136,-0.9595155,-1.6547378287207386
369,-1.9694166894852139,-0.87412125,-1.5866811734881447
370,-1.8654166894852136,-0.80676234,-1.4935753982304516
371,-1.7794166894852137,-0.72153074,-1.377586236099837
372,-1.6414166894852138,-0.6150896,-1.24132985807138
373,-1.5004166894852138,-0.4923443,-1.0878115011154343
374,-1.3254166894852135,-0.36599746,-0.9203244611813348
375,-1.1214166894852138,-0.24392654,-0.7423092621424527
376,-0.9194166894852137,-0.08510913,-0.5571851643552308
377,-0.6824166894852137,0.020096175,-0.3681771869305311
378,-0.4824166894852138,0.16358024,-0.1781682249911287
379,-0.2934166894852138,0.30835047,0.010394780026178
380,-0.11141668948521387,0.42255056,0.1955196980795023
381,0.08158331051478591,0.5469142,0.3756062444069803
382,0.25358331051478605,0.64003664,0.5493115821936432
383,0.434583310514786,0.75563663,0.7153711452850117
384,0.6305833105147863,0.82260275,0.8724126393846273
385,0.810583310514786,0.92597646,1.0188047247863932
386,0.9595833105147862,0.99564373,1.1525762880768244
387,1.1115833105147865,1.0395547,1.2714284163974945
388,1.2435833105147864,1.0417926,1.3728422092022785
389,1.3225833105147857,1.0568926,1.4542654324330802
390,1.3905833105147865,1.0766181,1.51334430794111
391,1.425583310514786,1.0421424,1.548157329006453
392,1.4175833105147866,1.0133896,1.5574079236382
393,1.3785833105147864,0.9576218,1.540542099210532
394,1.3365833105147864,0.9086899,1.497773748756727
395,1.2685833105147863,0.8309549,1.4300201598050446
396,1.1745833105147858,0.70640635,1.3387689332668773
397,1.0505833105147864,0.6266662,1.2259107062172554
398,0.9285833105147862,0.5079955,1.0935768645668271
399,0.750583310514786,0.38641363,0.9440170148156892
400,0.5505833105147866,0.24595861,0.7795385550403006
401,0.38058331051478655,0.14393905,0.6025134674298892
402,0.1785833105147861,-0.012528904,0.4154397319705273
403,-0.06141668948521363,-0.13588318,0.2210306324717919
404,-0.24441668948521358,-0.25597844,0.0222980852243436
405,-0.45841668948521386,-0.38516274,-0.1774024814726549
406,-0.6504166894852137,-0.49877,-0.3743889871831544
407,-0.8234166894852137,-0.60799646,-0.5647399139227843
408,-1.0004166894852138,-0.6993786,-0.7444440134777882
409,-1.1444166894852135,-0.7733252,-0.9095905638686071
410,-1.2784166894852138,-0.8557339,-1.0565696708549628
411,-1.4224166894852133,-0.9239011,-1.1822509220431556
412,-1.5114166894852137,-0.94745475,-1.284114973659809
413,-1.5634166894852135,-0.9803467,-1.36032430314529
414,-1.6094166894852135,-0.9606318,-1.409733259070718
415,-1.6384166894852137,-0.9579016,-1.4318501508714945
416,-1.5994166894852138,-0.8999728,-1.4267721670211275
417,-1.5404166894852138,-0.8944953,-1.3951156340806985
418,-1.472416689485214,-0.84402376,-1.337959459368097
419,-1.3684166894852137,-0.77384925,-1.2568101067368418
420,-1.1994166894852138,-0.6818686,-1.1535851328587992
421,-1.1194166894852138,-0.61799544,-1.0306024877911366
422,-0.9874166894852139,-0.51146835,-0.8905574062131543
423,-0.8584166894852139,-0.40123728,-0.7364695569787607
424,-0.7124166894852137,-0.29700723,-0.5715900408828584
425,-0.523416689485214,-0.16208403,-0.3992691542470555
426,-0.3534166894852139,-0.042782508,-0.222798567963306
427,-0.1834166894852135,0.081326224,-0.0452519837747087
428,-0.012416689485213673,0.2165367,0.1306465723409995
429,0.18158331051478585,0.3182653,0.3025997055653019
430,0.3155833105147861,0.4320415,0.4687411391338852
431,0.43358331051478627,0.5536125,0.6275647403434017
432,0.5745833105147863,0.62507486,0.7777918065196143
433,0.6995833105147863,0.72315735,0.91820515428551
434,0.8125833105147866,0.80022234,1.0474875940082262
435,0.9435833105147861,0.894539,1.164103167951233
436,1.0505833105147864,0.94034237,1.2662516425272257
437,1.140583310514786,0.96081126,1.3519115511645363
438,1.242583310514786,0.94511753,1.418967930681641
439,1.3015833105147865,0.97532666,1.4654022117930146
440,1.3485833105147866,0.9831412,1.4895077171064903
441,1.3655833105147865,0.96094126,1.490088224375393
442,1.3675833105147859,0.9138957,1.466600557193969
443,1.330583310514786,0.87012744,1.4192143213282629
444,1.315583310514786,0.81308085,1.3487799807711565
445,1.2415833105147864,0.7183219,1.2567162630515694
446,1.1715833105147861,0.6182588,1.144844806078663
447,1.0875833105147863,0.52891105,1.015210210625244
448,0.9615833105147867,0.41217256,0.8699248925600817
449,0.8335833105147865,0.30319366,0.7110702547836234
450,0.7015833105147863,0.19611388,0.5406707948460877
451,0.5365833105147859,0.08649101,0.3607393390088004
452,0.3645833105147864,-0.040563162,0.1733741445781023
453,0.20158331051478606,-0.1827439,-0.0191237469506119
454,0.03158331051478595,-0.28448284,-0.214149176255059
455,-0.17041668948521366,-0.3975913,-0.4087397605204607
456,-0.31741668948521407,-0.5120735,-0.599591653323746
457,-0.4824166894852138,-0.60611767,-0.7831488810824422
458,-0.6464166894852139,-0.7016631,-0.9557544502757416
459,-0.7654166894852137,-0.7766947,-1.1138382419017248
460,-0.8894166894852139,-0.8097394,-1.2541100052991152
461,-1.0054166894852137,-0.8698091,-1.3737266276916378
462,-1.0804166894852139,-0.9195368,-1.4704106747175394
463,-1.165416689485214,-0.9203383,-1.5425097508340448
464,-1.203416689485214,-0.9306953,-1.5889999372902892
465,-1.2424166894852138,-0.92169386,-1.6094479281993683
466,-1.2414166894852139,-0.89669114,-1.6039527774289035
467,-1.2444166894852138,-0.87430215,-1.5730879558195088
468,-1.2094166894852139,-0.8065,-1.5178582422192526
469,-1.1474166894852138,-0.7429344,-1.4396759135313058
470,-1.0854166894852135,-0.65928906,-1.3403498378052754
471,-1.0144166894852138,-0.57650244,-1.222072792090281
472,-0.895416689485214,-0.46489507,-1.087389127809962
473,-0.8074166894852136,-0.37831596,-0.9391279706464168
474,-0.6664166894852135,-0.26550025,-0.7802959141998468
475,-0.5264166894852137,-0.15374266,-0.6139352617733366
476,-0.3994166894852138,-0.05157496,-0.4429660656222789
477,-0.24541668948521386,0.07701071,-0.2700390307581244
478,-0.12741668948521348,0.18383734,-0.0974288469263532
479,-0.01541668948521398,0.30711272,0.0730074451448385
480,0.07358331051478584,0.417275,0.2397942158273163
481,0.1865833105147862,0.5100299,0.4017265939419549
482,0.29058331051478614,0.59903735,0.5577057954195259
483,0.3965833105147861,0.68284607,0.7065543217697985
484,0.5025833105147861,0.75265014,0.8468516514466315
485,0.5945833105147865,0.81512266,0.9768289181450808
486,0.7165833105147862,0.843113,1.0943501917471867
487,0.8045833105147865,0.89455855,1.1969906549466491
488,0.8885833105147862,0.9144904,1.282201832281165
489,0.9705833105147865,0.9077452,1.3475356188356655
490,1.0115833105147862,0.90480214,1.3908864472807774
491,1.0065833105147863,0.8925808,1.410707242437683
492,1.0335833105147858,0.8485351,1.4061607242441787
493,1.0015833105147867,0.8081745,1.377181785505321
494,0.9455833105147866,0.7512842,1.3244457173436484
495,0.922583310514786,0.67082536,1.2492566527392046
496,0.8525833105147864,0.607373,1.153386248937163
497,0.7825833105147862,0.48686314,1.0389008308331231
498,0.6875833105147867,0.4089146,0.908014362493172
499,0.5805833105147864,0.29531297,0.7629951039022019
500,0.463583310514786,0.18211573,0.6061382143604741
501,0.3235833105147862,0.0645262,0.4397988406831566
502,0.19358331051478597,-0.045568727,0.2664645585604365
503,0.05358331051478618,-0.1449245,0.0888362203521616
504,-0.09641668948521372,-0.26119167,-0.0901154775910473
505,-0.24541668948521386,-0.34981155,-0.2671440464342052
506,-0.34141668948521403,-0.44853875,-0.4387854449723741
507,-0.47541668948521376,-0.5359804,-0.6014781989029282
508,-0.5814166894852137,-0.6346057,-0.7517282419658804
509,-0.6914166894852138,-0.6968473,-0.8862909536510908
510,-0.7844166894852137,-0.72923976,-1.0023393790945647
511,-0.8504166894852138,-0.7743393,-1.0975917310538383
512,-0.9084166894852136,-0.82674116,-1.1703815051048068
513,-0.9684166894852139,-0.81844354,-1.2196670982996474
514,-1.0084166894852138,-0.83738965,-1.244991209100897
