Time_Step,Actual_Values,Predicted_Values,Utide_Values,Step_MSE,Step_MAE,Step_R2_Actual_vs_Predicted,Step_R2_Actual_vs_Utide
0,-0.41041668948521387,-0.3583651,-0.05732864568190386,0.0027093691441733387,0.0520516007839657,,
1,-0.6454166894852138,-0.5513296,-0.2612205842509069,0.00885237801197764,0.09408707675328021,,
2,-0.8904166894852138,-0.7319821,-0.4658026021839072,0.025101515364830615,0.15843457755436663,,
3,-1.114416689485214,-0.8967867,-0.6675955308423309,0.0473628167811363,0.21762999972691333,,
4,-1.3094166894852135,-1.0443734,-0.8627677683668217,0.07024794898059196,0.26504329642643665,,
5,-1.491416689485214,-1.1716667,-1.047290620858737,0.10224002931894363,0.3197499481140593,,
6,-1.6484166894852141,-1.2772268,-1.2171489600944914,0.13778192983416832,0.37118988379826345,,
7,-1.7844166894852138,-1.3602904,-1.3685710125362878,0.1798831025324184,0.42412628135075336,,
8,-1.8844166894852137,-1.4200492,-1.4982390918727009,0.2156371740940559,0.46436749896397345,,
9,-1.9674166894852136,-1.4551197,-1.603449877313462,0.26244817567930107,0.5122969604431604,,
10,-2.0054166894852137,-1.466081,-1.682206283653439,0.2908829609097896,0.5393356662689661,,
11,-2.034416689485214,-1.4531717,-1.733239441465222,0.33784570287872023,0.5812449594437101,,
12,-2.002416689485214,-1.4170036,-1.7559743179125091,0.3427084483521214,0.5854130578934171,,
13,-1.9654166894852134,-1.3584434,-1.7504623698840345,0.36841659915317776,0.6069733100830528,,
14,-1.8954166894852136,-1.2801108,-1.717307129483317,0.3786012932974145,0.6153058534561608,,
15,-1.7784166894852138,-1.1823967,-1.6576034878198904,0.3552398870932606,0.5960200391708828,,
16,-1.6914166894852136,-1.066276,-1.5729006296802512,0.3908009388547732,0.6251407352386926,,
17,-1.5334166894852137,-0.9368995,-1.4651854477230049,0.3558327773896778,0.5965172062813258,,
18,-1.372416689485214,-0.79354775,-1.3368718009673797,0.3350892496572051,0.5788689399658657,,
19,-1.1674166894852138,-0.63863736,-1.1907747529845607,0.27960757515506407,0.5287793255745388,,
20,-0.9724166894852139,-0.47559598,-1.0300498625369214,0.246830816496359,0.4968207086025692,-0.02246957233017377,0.5547047530427784
21,-0.7254166894852139,-0.3064069,-0.8580857741176837,0.17556921593166944,0.41900980409970057,0.057163480851076365,0.600689126057159
22,-0.519416689485214,-0.1335105,-0.6783517779569394,0.14892358693431426,0.3859061892925718,0.1662864533469084,0.6531367751024876
