Time_Step,Actual_Values,Predicted_Values,Utide_Values,R2_Scores,Utide_R2_Scores
0,0.3285833105147867,0.34978977,0.0537140881480576,,
1,0.4685833105147862,0.4850625,0.1939901123020195,,
2,0.6075833105147866,0.61431426,0.3318498802906213,,
3,0.7545833105147863,0.7359099,0.4656123919746527,,
4,0.8985833105147862,0.84847295,0.5938987100524904,,
5,1.0555833105147863,0.9507917,0.7154932634596467,,
6,1.1745833105147863,1.0411,0.8291865366653153,,
7,1.266583310514786,1.1183542,0.9336403334784624,,
8,1.4095833105147861,1.1816549,1.0273110308601976,,
9,1.471583310514787,1.2303247,1.1084522717301293,,
10,1.5495833105147863,1.2639563,1.1751997454258851,,
11,1.6155833105147863,1.2822568,1.2257216087138672,,
12,1.6525833105147858,1.2850406,1.2584030849468506,,
13,1.6485833105147865,1.2722584,1.272026327234025,,
14,1.6455833105147861,1.2443265,1.265908381199823,,
15,1.6345833105147862,1.2009871,1.2399703270855642,,
16,1.5565833105147868,1.1431755,1.1947268206212582,,
17,1.477583310514786,1.0716248,1.1312032794873903,,
18,1.3815833105147866,0.9871202,1.05080348977875,,
19,1.2555833105147864,0.89114845,0.9551598577380048,,
20,1.1355833105147861,0.7852951,0.8459997988077843,0.4884247076418591,0.27519667073984744
21,1.0015833105147862,0.6708425,0.7250548773789127,0.46449319189971494,0.2641514873735684
22,0.8365833105147864,0.5496012,0.5940263598366599,0.4632808203346589,0.2776627170700656
23,0.6645833105147865,0.4236058,0.4546051935348942,0.4878278145770022,0.31951173073522166
24,0.4975833105147864,0.29458666,0.3085301853413307,0.5323946477763133,0.3831231523094516
25,0.30558331051478604,0.16433303,0.1576589211902786,0.5937067297300549,0.464891378413929
26,0.13458331051478614,0.03455489,0.0040238048102557,0.6565331846923986,0.5469891866054528
27,-0.06841668948521375,-0.092654325,-0.1501490851096616,0.7176296508793408,0.6267586523458144
28,-0.23341668948521385,-0.21555902,-0.3024694307177276,0.768217058073248,0.6931347795659809
29,-0.4164166894852136,-0.33203274,-0.4504577187984723,0.8094266160842168,0.7484588715705365
30,-0.5884166894852139,-0.44039726,-0.5916504355004716,0.8413441214410533,0.792791649525491
31,-0.7314166894852139,-0.5385228,-0.7237116353748773,0.8652360060958164,0.8270833385600311
32,-0.8774166894852138,-0.6246259,-0.8445255821203393,0.8828829255656535,0.8540695167387322
33,-1.0084166894852136,-0.69685775,-0.952250672206252,0.8955392399853667,0.8752391301504829
34,-1.113416689485214,-0.7539909,-1.0453259180497585,0.9044015082438269,0.8917648263043996
35,-1.1804166894852135,-0.7948709,-1.1224349799727935,0.9106541031915012,0.9046075640085726
36,-1.2594166894852137,-0.8185894,-1.1824452221740531,0.914414681542618,0.9148930421818756
37,-1.3064166894852138,-0.8244651,-1.224347089337244,0.91633485591421,0.923091226826022
38,-1.346416689485214,-0.81264174,-1.2472200369956352,0.9164932819187627,0.9296774205403676
39,-1.3514166894852138,-0.7833335,-1.2502447098227674,0.9154292298267778,0.9349406950961838
40,-1.342416689485214,-0.73754084,-1.2327685810818148,0.9132099652236132,0.939143402127593
41,-1.2964166894852136,-0.67615086,-1.19441696862895,0.9103294864421042,0.9424805629359951
42,-1.2024166894852135,-0.6007019,-1.1352271224821633,0.9074363296370327,0.945106295712143
43,-1.1234166894852138,-0.5123267,-1.0557737966956282,0.9039781396633515,0.9471573439438516
44,-1.0014166894852135,-0.41280362,-0.957253001636558,0.9005178257550074,0.948714633205527
45,-0.9024166894852136,-0.30351135,-0.8414972895628479,0.8964757405196296,0.9498750463788105
46,-0.7474166894852137,-0.18636541,-0.7109097278215432,0.8926767793461828,0.9506950269629604
47,-0.6074166894852139,-0.06290337,-0.5683214392055842,0.8887696932796558,0.951243229788943
48,-0.42341668948521377,0.0654988,-0.4167950723457346,0.8853765999336229,0.9515659556173889
49,-0.2584166894852139,0.19678676,-0.2594095699425507,0.8821964645190946,0.9517301967153007
50,-0.08741668948521401,0.32918936,-0.0990666952350287,0.879353784077896,0.9517864546677097
51,0.08558331051478607,0.46036947,0.0616443944055455,0.8769542626862816,0.9517831886118514
52,0.25858331051478617,0.5890267,0.2205008864440133,0.875091255674398,0.9517640851064794
53,0.44858331051478584,0.7129584,0.3756131689909692,0.8740477921486578,0.9517332823506801
54,0.6035833105147862,0.8302833,0.5253194464941193,0.8735467162824632,0.9517736331896971
55,0.7925833105147864,0.9394575,0.6680393300388133,0.8739516428910815,0.9518040854847254
56,0.9615833105147865,1.038732,0.8021271210088818,0.8750651889999137,0.9518396300762411
57,1.1245833105147862,1.1270136,0.9257655186101068,0.8767638048452387,0.9518372126063667
58,1.242583310514786,1.2029945,1.0369309674427452,0.8787769107592557,0.9519424096848049
59,1.3645833105147864,1.2656232,1.1334451446934035,0.8810136211125997,0.9520350059133338
60,1.4605833105147858,1.3138238,1.213106943462083,0.8833029021243998,0.9521339199561867
61,1.5605833105147862,1.3470358,1.273880472264283,0.8854685155826135,0.9520513365421258
62,1.6125833105147866,1.3648415,1.314101513806525,0.8874299443173705,0.9519274607366218
63,1.6625833105147867,1.3669347,1.33266042967448,0.8890402601864859,0.9515762605725775
64,1.6735833105147868,1.353156,1.3291246193709556,0.8903143350037694,0.9510860448485335
65,1.6555833105147861,1.3240271,1.3037770220230684,0.8912786341106762,0.9504810823761398
66,1.6255833105147863,1.2796707,1.257565438835835,0.8918883946569229,0.9496610778023871
67,1.5665833105147864,1.2207367,1.191976355755337,0.892211948348989,0.9486841799409953
68,1.4905833105147857,1.1484109,1.108862040006609,0.8922690288993284,0.9475304797851444
69,1.4005833105147865,1.0635896,1.0102575864275547,0.8920751862111358,0.9461774872081362
70,1.2975833105147867,0.96745986,0.8982238082616656,0.8916554430559118,0.9446169800415037
71,1.137583310514786,0.86142814,0.774742904221328,0.8913029737551519,0.9432527007705453
72,1.004583310514786,0.7471025,0.6416792572088851,0.8908460918333916,0.9417780388968744
73,0.8415833105147864,0.626575,0.5008013609695503,0.8904381479805106,0.9403976986583072
74,0.6635833105147864,0.50153434,0.3538466836825431,0.890148704736539,0.9392027756750296
75,0.4805833105147858,0.37412494,0.2026027004228914,0.8900047515145874,0.938220966655004
76,0.3035833105147858,0.24632779,0.0489761904510204,0.8900092401366917,0.9374235516938729
77,0.12658331051478638,0.12030104,-0.1049710875885005,0.8901847281433181,0.9368437860669716
78,-0.060416689485213754,-0.0020521933,-0.2570309321656722,0.8905410508438534,0.9365850583847877
79,-0.19341668948521387,-0.11891532,-0.4048987272228231,0.8910739005424946,0.9363722154906485
80,-0.38541668948521346,-0.22839302,-0.5462507449687614,0.8917342888290348,0.9366151996090544
81,-0.5364166894852138,-0.32905027,-0.6788277746332949,0.8924956596328733,0.9371211699142497
82,-0.6624166894852137,-0.41914925,-0.8005038813451331,0.893348274601579,0.9378083494891547
83,-0.7914166894852137,-0.49691725,-0.9093253570867544,0.894183298217329,0.93873213627043
84,-0.8744166894852137,-0.56103545,-1.0035156509805858,0.8950639823541741,0.9397117098339358
85,-0.9884166894852138,-0.6101823,-1.0814541319151814,0.8957101145356855,0.9409234643285663
86,-1.0314166894852137,-0.64347506,-1.1416464825920565,0.8963321353219359,0.9420929237335194
87,-1.1054166894852138,-0.6599288,-1.182709213176368,0.8965893824410883,0.9433815455988077
88,-1.1304166894852137,-0.65920436,-1.2033886304629693,0.8966102724341988,0.9446326420540622
89,-1.1374166894852138,-0.64112806,-1.2026258864236017,0.8963472690514588,0.9458227099572868
90,-1.1154166894852136,-0.6064103,-1.1796664309937066,0.8958487112851583,0.9469026781278951
91,-1.0834166894852137,-0.5554276,-1.1341977758751929,0.8950340841790093,0.947885110681703
92,-0.9984166894852138,-0.4892053,-1.066487831896588,0.8941667144951861,0.9486775864482253
93,-0.9054166894852138,-0.40907195,-0.9774905347754532,0.8931829470821713,0.9493117194160527
94,-0.7894166894852138,-0.3167473,-0.8688880293699642,0.8921523445839711,0.9497820197186215
95,-0.6934166894852138,-0.21363403,-0.7430492304106275,0.8908595396782703,0.9501792535783745
96,-0.5184166894852136,-0.102068625,-0.6029010422354183,0.8898021429681142,0.9503797828090002
97,-0.3774166894852135,0.01587798,-0.4517272743618279,0.888721059780869,0.9504994658606312
98,-0.20841668948521402,0.13808715,-0.2929267899274472,0.8877826786396342,0.9505188343814213
99,-0.03041668948521346,0.2623448,-0.1297726851506669,0.8870399194729368,0.9504547613581293
100,0.11558331051478636,0.38625523,0.0347843495353936,0.8863597728772201,0.9503980106983565
101,0.27658331051478635,0.50773156,0.198233696010896,0.8858595124760729,0.9503417528903694
102,0.45558331051478596,0.624643,0.3585250238443208,0.8856504720769833,0.9502792287579269
103,0.568583310514786,0.7350297,0.5139932693132762,0.8855193450186808,0.9503076001616387
104,0.7445833105147863,0.83708286,0.6632111541846047,0.885728657384549,0.9503711421163797
105,0.8835833105147863,0.9292074,0.8048076047728732,0.8861643073805192,0.9505107413482372
106,1.0355833105147865,1.0099611,0.9372974544597172,0.8868317841850238,0.9507137224441218
107,1.148583310514786,1.0781527,1.0589647769840145,0.8876371964004802,0.9510102901808797
108,1.2865833105147857,1.1327912,1.1678296647223776,0.8885143052060628,0.951358056244282
109,1.4075833105147866,1.1730794,1.2617091585680835,0.8893326530912707,0.9517396263279455
110,1.5015833105147858,1.198508,1.3383618645903774,0.8899964272975904,0.9521486572128939
111,1.5855833105147865,1.2087616,1.395687273798148,0.8903784430582233,0.9525405647327647
112,1.6425833105147858,1.2038019,1.431939134911668,0.8904252933038435,0.9528978083337302
113,1.6455833105147861,1.1837732,1.4459099900451806,0.890272041675737,0.9532729527874584
114,1.631583310514786,1.1491174,1.4370513341754467,0.8898973170890807,0.9536275597719802
115,1.5835833105147858,1.1004851,1.405508881396983,0.8893897069027477,0.9539652047726125
116,1.5185833105147863,1.0387155,1.352071413696697,0.8887540855943046,0.9542583684072914
