Time_Step,Actual_Values,Predicted_Values,Utide_Values,Step_MSE,Step_MAE,Step_R2_Actual_vs_Predicted,Step_R2_Actual_vs_Utide
0,0.3285833105147867,0.33912328,0.0537140881480574,0.00011109093263962813,0.01053996834149079,,
1,0.4685833105147862,0.47734213,0.1939901123020195,7.671689694166549e-05,0.00875881823887592,,
2,0.6075833105147866,0.6094662,0.33184988029062146,3.54525438573547e-06,0.0018828845917197023,,
3,0.7545833105147863,0.7360016,0.46561239197465276,0.00034527956592863787,0.01858169975886592,,
4,0.8985833105147862,0.85660756,0.5938987100524905,0.0017619639382836301,0.041975754171707624,,
5,1.0555833105147863,0.9696982,0.7154932634596468,0.007376253807474736,0.08588511982569935,,
6,1.1745833105147863,1.0733309,0.8291865366653152,0.010252054844841733,0.10125243130336048,,
7,1.266583310514786,1.1657504,0.9336403334784626,0.01016727900283533,0.10083292618403639,,
8,1.4095833105147861,1.2457522,1.0273110308601978,0.026840627731281843,0.16383109512934912,,
9,1.471583310514787,1.3120804,1.1084522717301293,0.025441183789836442,0.15950292721400583,,
10,1.5495833105147863,1.3633314,1.175199745425885,0.034689760346456947,0.18625187340388538,,
11,1.6155833105147863,1.3979248,1.2257216087138672,0.04737523553773374,0.21765852966914423,,
12,1.6525833105147858,1.4145772,1.2584030849468504,0.05664688688277446,0.23800606480250552,,
13,1.6485833105147865,1.4123166,1.272026327234025,0.05582197704666583,0.2362667497695472,,
14,1.6455833105147861,1.3905375,1.265908381199823,0.06504836526655967,0.2550458101333164,,
15,1.6345833105147862,1.3490949,1.2399703270855644,0.08150365097721497,0.2854884428084874,,
16,1.5565833105147868,1.2880603,1.1947268206212585,0.07210460314660418,0.26852300301204024,,
17,1.477583310514786,1.2080674,1.1312032794873905,0.07263881677903491,0.2695158933700106,,
18,1.3815833105147866,1.110082,1.05080348977875,0.07371294516026321,0.27150128021846087,,
19,1.2555833105147864,0.99557644,0.9551598577380049,0.06760357204511815,0.26000686922679206,,
20,1.1355833105147861,0.8664004,0.8459997988077845,0.07245942818748317,0.26918288984904515,0.7687334162382733,0.27519667073984777
21,1.0015833105147862,0.7247126,0.7250548773789125,0.07665738466801969,0.27687070027003524,0.7499932941762497,0.26415148737356875
22,0.8365833105147864,0.57292145,0.5940263598366597,0.06951757410282405,0.2636618556083228,0.7407495630140732,0.27766271707006573
23,0.6645833105147865,0.41366833,0.45460519353489437,0.0629583251964798,0.25091497603068613,0.7435746978502005,0.3195117307352219
24,0.4975833105147864,0.2497649,0.30853018534133064,0.06141396241926292,0.24781840613494172,0.7564507038263983,0.3831231523094518
