future_steps,Time_Step,Predicted_Values,Actual_Values,Utide_Values
27,0,2.1291041,2.118,2.189648123513276
27,1,2.260684,2.232,2.3177484901709007
27,2,2.3879097,2.353,2.4459727936801747
27,3,2.5138826,2.477,2.572907090825997
27,4,2.6358552,2.597,2.6965144817104654
27,5,2.7529767,2.71,2.814247384439774
27,6,2.858767,2.809,2.9232182495468377
27,7,2.9536765,2.906,3.020403621636867
27,8,3.0324504,2.99,3.102856829657352
27,9,3.0961564,3.056,3.167908074607044
27,10,3.1432338,3.113,3.213335749726855
27,11,3.168054,3.1529999999999996,3.237498189996739
27,12,3.1698287,3.159,3.239419858643303
27,13,3.1490428,3.144,3.2188297811510016
27,14,3.1055486,3.106,3.1761530392660315
27,15,3.0397706,3.045,3.1124587950625253
27,16,2.9562235,2.959,3.029371051556393
27,17,2.8515415,2.857,2.928951452094872
27,18,2.7303798,2.731,2.813566597552942
27,19,2.5978484,2.5990000000000006,2.6857549869898576
27,20,2.4524436,2.457,2.5481098993403384
27,21,2.299991,2.306,2.403193313828355
27,22,2.145045,2.152,2.2534918512899424
27,23,1.9871218,2.006,2.1014188405329444
27,24,1.8327311,1.847,1.9493576978346612
27,25,1.6807534,1.688,1.799732540027744
27,26,1.5391318,1.543,1.6550843242720372
27,27,1.3660523,1.401,1.5181266293800744
27,28,1.2400063,1.269,1.3917560491805072
27,29,1.1269442,1.15,1.2789985607848586
27,30,1.0345604,1.039,1.182884363829269
27,31,0.96386856,0.952,1.1062578977970308
27,32,0.9176106,0.892,1.0515443374961757
27,33,0.8942806,0.862,1.020505752472122
27,34,0.8996576,0.864,1.0140267301931398
27,35,0.92661846,0.889,1.0319687681969894
27,36,0.97673035,0.939,1.0731246814665316
27,37,1.0489179,1.011,1.1352898189375935
27,38,1.1379457,1.105,1.2154484131694063
27,39,1.2407596,1.209,1.31005428895187
27,40,1.3555748,1.326,1.4153690095882745
27,41,1.4756278,1.443,1.5278103577501485
27,42,1.6010925,1.5559999999999998,1.6442618771882074
27,43,1.7307127,1.673,1.7623003962605075
27,44,1.8590094,1.784,1.880311798618053
27,45,1.9851197,1.89,1.9974833902624467
27,46,2.1101878,1.98,2.113680593066818
27,47,2.2330065,2.082,2.229232905885955
27,48,2.3517287,2.179,2.344666329165888
27,49,2.4661624,2.283,2.4604248489010616
27,50,2.5774,2.386,2.5766217267060925
27,51,2.6850405,2.508,2.6928533195445983
27,52,2.785003,2.6259999999999994,2.8080958854384823
27,53,2.88239,2.738,2.920691909262114
27,54,2.9125185,2.856,3.0284195776140828
27,55,3.0018938,2.959,3.128629060090637
27,56,3.0796847,3.056,3.2184233578739034
27,57,3.1391416,3.144,3.294859909337717
27,58,3.1876462,3.209,3.3551510709095025
27,59,3.2169676,3.258,3.396845788428956
27,60,3.2330859,3.285,3.417979921827775
27,61,3.2329025,3.282,3.4171875228509774
27,62,3.212148,3.256,3.3937692705680167
27,63,3.1779652,3.203,3.347717159872978
27,64,3.122778,3.123,3.2796966998439068
27,65,3.0516608,3.023,3.19098993850438
27,66,2.965598,2.9000000000000004,3.0834050202393826
27,67,2.8607402,2.762,2.959160841406615
27,68,2.742509,2.603,2.820758445742987
27,69,2.6109033,2.437,2.670853252895008
27,70,2.4674582,2.274,2.5121431593811465
27,71,2.3136759,2.109,2.3472861942105565
27,72,2.151228,1.94,2.178857181285952
27,73,1.9863642,1.784,2.009346119175287
27,74,1.8176239,1.62,1.8411927429140973
27,75,1.6523451,1.462,1.6768434095762774
27,76,1.4924747,1.307,1.518810078587666
27,77,1.3412876,1.157,1.3697084661734629
